State	District	Population	Winner	PVI	Vote gap	Wasted votes	FV Safe D	FV Lean D	FV Tossup	FV Lean R	FV Safe R	Pop per seats	Compactness	Area	Paired edge length	Unpaired edge length	PRES12_DEM vote %	PRES12_REP vote %	PRES12_DEM votes	PRES12_REP votes	VAP_WHITE %	VAP_BLACK %	VAP_HISPAN %	VAP_ASIAN %	VAP_HAWAII %	VAP_INDIAN %	VAP_MULTI %	VAP_OTHER %	VAP_WHITE pop	VAP_BLACK pop	VAP_HISPAN pop	VAP_ASIAN pop	VAP_HAWAII pop	VAP_INDIAN pop	VAP_MULTI pop	VAP_OTHER pop
Alabama	1	1,593,769	1,2,	R+9	123696	117003	1.0	0.0	0.0	0.0	2.0	531,256	0.43492118531072255	3.9566049612952266E12	6581862.575744193	5480250.395785623	0.41190003062612623	0.5880999693738738	289,160	412,855	0.654644644	0.286608265	0.031218293	0.013920020	0.000303812	0.005192041	0.007480535	0.000632390	792,956	347,162	37,814	16,861	368	6,289	9,061	766
Alabama	2	1,592,828	1,2,	R+11	145616	108948	1.0	0.0	0.0	0.0	2.0	530,943	0.3955527323119817	4.1568212241036587E12	7101842.208587805	5853113.069089993	0.3886194731962832	0.6113805268037168	254,032	399,646	0.677361778	0.272810641	0.025472388	0.010711790	0.000438840	0.004286685	0.008465095	0.000452784	825,788	332,590	31,054	13,059	535	5,226	10,320	552
Alabama	3	1,593,139	1,2,	R+13	173600	108023	1.0	0.0	0.0	0.0	2.0	531,046	0.5906042036336719	2.901225482881492E12	4296368.150390356	4747283.685168187	0.366077641471735	0.6339223585282651	237,267	410,866	0.749474063	0.182866619	0.040651636	0.008471693	0.000419928	0.006602974	0.011084942	0.000428146	912,017	222,526	49,468	10,309	511	8,035	13,489	521
Alaska	1	667,047	0,1,	R+12	72662	146980	0.0	0.0	0.0	0.0	1.0	667,047	0.2264219287995333	1.5083765280721478E14	0.0	1.2199423518190756E8	0.3764083548782147	0.6235916451217853	110,649	183,311	0.682767432	0.030848059	0.046737802	0.053328565	0.008598975	0.132700778	0.043645155	0.001373235	356,987	16,129	24,437	27,883	4,496	69,383	22,820	718
Arizona	1	2,455,782	2,3,	R+7	124880	86383	2.0	0.0	0.0	1.0	2.0	491,156	0.5257780680538517	1.1023691921356676E13	8106961.865939301	1.0833144906955346E7	0.42771708490532184	0.5722829150946782	369,471	494,350	0.660660208	0.031160645	0.245281155	0.024193013	0.001333387	0.023985597	0.012308861	0.001077135	1,204,005	56,788	447,007	44,090	2,430	43,712	22,432	1,963
Arizona	2	2,458,655	2,3,	R+2	34906	88850	2.0	0.0	1.0	0.0	2.0	491,731	0.29745767693211755	2.9027973642234116E12	9193506.87987694	2507194.3520977665	0.4803578724395677	0.5196421275604324	426,785	461,688	0.583067633	0.047006901	0.295351341	0.036715211	0.001805818	0.021102056	0.013584268	0.001366771	1,069,065	86,188	541,532	67,318	3,311	38,691	24,907	2,506
Arizona	3	1,477,580	1,2,	R+5	48634	84063	1.0	0.0	0.0	1.0	1.0	492,527	0.39473134269232424	1.0004362483580352E13	1.1661357990158897E7	8246624.7548162155	0.4517881430197193	0.5482118569802806	227,872	276,506	0.672796728	0.026442156	0.183065386	0.018886996	0.002221203	0.083829393	0.011772644	0.000985495	744,825	29,273	202,664	20,909	2,459	92,804	13,033	1,091
Arkansas	1	2,915,918	2,3,	R+12	162420	103938	1.0	1.0	0.0	0.0	3.0	583,184	0.33550710818491253	5.793552034463347E12	7651719.064127145	9438783.26255198	0.37813378848653545	0.6218662115134646	393,016	646,341	0.775210337	0.142388349	0.050395497	0.012152730	0.001438459	0.006748190	0.011198294	0.000468145	1,708,907	313,887	111,094	26,790	3,171	14,876	24,686	1,032
California	1	2,544,236	3,2,	D+13	127622	88633	3.0	0.0	1.0	0.0	1.0	508,847	0.32156379547021463	1.2764596036547227E12	4712287.719652635	3133972.7511554905	0.6280045852927637	0.3719954147072363	556,608	329,704	0.577768296	0.031573130	0.275556999	0.087903814	0.001803008	0.002973939	0.020448263	0.001972552	1,127,973	61,640	537,968	171,614	3,520	5,806	39,921	3,851
California	2	2,652,932	4,1,	D+30	209878	106111	4.0	0.0	1.0	0.0	0.0	530,586	0.22740326701405497	2.374649614634322E11	3566910.530540386	74096.56854245778	0.7988960283786866	0.2011039716213134	847,691	213,387	0.412915312	0.101835649	0.186541318	0.258501513	0.006527823	0.002601011	0.028304255	0.002773119	873,294	215,377	394,525	546,717	13,806	5,501	59,862	5,865
California	3	2,550,874	4,1,	D+18	138852	163691	3.0	0.0	1.0	0.0	1.0	510,175	0.337288386642387	7.073602556082147E10	1623396.3502723468	0.0	0.684825040595176	0.31517495940482404	560,493	257,954	0.169606175	0.035429762	0.591114916	0.188985030	0.002205571	0.002031122	0.009249011	0.001378415	315,978	66,006	1,101,253	352,081	4,109	3,784	17,231	2,568
California	4	2,640,798	3,2,	D+14	125920	106927	3.0	0.0	1.0	0.0	1.0	528,160	0.34414597847817047	9.50772814641149E12	1.049797720403279E7	1.0846077895152701E7	0.6411184921174531	0.3588815078825469	685,523	383,738	0.651613021	0.048235958	0.188002555	0.068686092	0.003690712	0.011749791	0.025545825	0.002476047	1,325,044	98,087	382,300	139,672	7,505	23,893	51,947	5,035
California	5	2,636,263	3,2,	D+7	107632	79257	2.0	1.0	0.0	0.0	2.0	527,253	0.2500686640440065	4.482251363412182E12	1.3214153473596005E7	2391822.000454297	0.5679007049424198	0.43209929505758016	450,088	342,459	0.448692888	0.039461464	0.408726816	0.073258591	0.003470689	0.005225503	0.018684685	0.002479364	852,735	74,996	776,780	139,227	6,596	9,931	35,510	4,712
California	6	2,543,408	4,1,	D+21	23636	80324	3.0	1.0	0.0	0.0	1.0	508,682	0.34025780659056176	8.905704345621909E10	1813572.9083898813	0.0	0.7147122060777037	0.2852877939222963	574,079	229,152	0.408294364	0.038331506	0.371709917	0.156802178	0.000873280	0.001808937	0.019939729	0.002240088	818,197	76,814	744,884	314,222	1,750	3,625	39,958	4,489
California	7	2,559,152	3,2,	D+6	87868	73572	2.0	1.0	0.0	0.0	2.0	511,830	0.35262336092811725	5.814555485411438E12	1.21772000968476E7	2956888.9713497465	0.5597157035846956	0.44028429641530437	411,789	323,922	0.459492104	0.080944937	0.380207601	0.050930788	0.002449731	0.006053472	0.018071435	0.001849931	836,555	147,369	692,209	92,725	4,460	11,021	32,901	3,368
California	8	2,559,122	3,2,	D+3	53880	77042	2.0	0.0	1.0	0.0	2.0	511,824	0.35095973050927914	2.0658513727123917E11	2719730.205463354	0.0	0.5349672769942082	0.46503272300579174	412,142	358,264	0.357653164	0.066562596	0.431769062	0.120700753	0.002475762	0.002921161	0.016102233	0.001815269	658,457	122,545	794,908	222,216	4,558	5,378	29,645	3,342
California	9	2,646,419	4,1,	D+24	85164	98542	3.0	1.0	0.0	0.0	1.0	529,284	0.3765032190665692	3.5116604985335376E11	2569013.076351806	1139384.3658263464	0.7432104804344318	0.25678951956556817	732,344	253,035	0.424868971	0.025498574	0.221508318	0.297031809	0.004991733	0.002219309	0.021672737	0.002208549	868,764	52,139	452,936	607,365	10,207	4,538	44,316	4,516
California	10	2,556,588	3,2,	D+1	13588	93732	2.0	0.0	1.0	0.0	2.0	511,318	0.25088024294297595	3.4459389028607153E11	2947681.1581069175	1609177.5588514274	0.5072464386613292	0.4927535613386707	475,436	461,852	0.612243241	0.023729236	0.220216006	0.113900534	0.003276251	0.002932232	0.021763485	0.001939016	1,213,741	47,042	436,567	225,802	6,495	5,813	43,145	3,844
California	11	2,559,083	3,2,	D+4	66950	88331	2.0	0.0	1.0	0.0	2.0	511,817	0.42984035217009864	2.0803436212781047E12	5223801.152569622	3433118.5869511776	0.5378968759375301	0.46210312406246995	475,127	408,178	0.490125797	0.051425972	0.325071841	0.101663786	0.003597418	0.005743631	0.020624358	0.001747198	937,221	98,337	621,604	194,402	6,879	10,983	39,438	3,341
California	12	2,541,972	4,1,	D+21	23616	80277	3.0	1.0	0.0	0.0	1.0	508,394	0.2801357830487128	4.368173433396736E10	1399814.7815707885	0.0	0.7147090698456594	0.2852909301543406	573,747	229,023	0.164611149	0.193992908	0.483451407	0.133645905	0.003466322	0.001851103	0.015743892	0.003237314	311,241	366,795	914,093	252,693	6,554	3,500	29,768	6,121
