State	District	Population	Winner	PVI	Vote gap	Wasted votes	FV Safe D	FV Lean D	FV Tossup	FV Lean R	FV Safe R	Pop per seats	Compactness	Area	Paired edge length	Unpaired edge length	PRES08_DEM vote %	PRES08_REP vote %	PRES08_DEM votes	PRES08_REP votes	VAP_WHITE %	VAP_BLACK %	VAP_HISPAN %	VAP_ASIAN %	VAP_HAWAII %	VAP_INDIAN %	VAP_MULTI %	VAP_OTHER %	VAP_WHITE pop	VAP_BLACK pop	VAP_HISPAN pop	VAP_ASIAN pop	VAP_HAWAII pop	VAP_INDIAN pop	VAP_MULTI pop	VAP_OTHER pop
Alabama	1	682,423	0,1,	R+11	67266	149450	0.0	0.0	0.0	0.0	1.0	682,423	0.1988850557985969	1.4312154632296553E12	6206271.937260619	4404265.645139767	0.38747741719638673	0.6125225828036133	115,817	183,083	0.684850024	0.256345601	0.025010272	0.013030383	0.000377945	0.010706505	0.008981525	0.000697745	353,347	132,261	12,904	6,723	195	5,524	4,634	360
Alabama	2	686,078	0,1,	R+14	79485	138324	0.0	0.0	0.0	0.0	1.0	686,078	0.25595069952997035	2.131325224165989E12	8197720.0899809655	2708952.802533633	0.3563421978188811	0.6436578021811189	98,581	178,066	0.665322079	0.278419469	0.030433959	0.011116275	0.000472423	0.004534874	0.009226585	0.000474335	347,855	145,568	15,912	5,812	247	2,371	4,824	248
Alabama	3	680,857	0,1,	R+13	73447	137996	0.0	0.0	0.0	0.0	1.0	680,857	0.26035860666601146	1.6321653579486738E12	6777496.97997806	2797561.136604501	0.3669395016504161	0.6330604983495839	101,272	174,719	0.714585630	0.239259878	0.022508935	0.010978431	0.000468021	0.003257043	0.008496966	0.000445097	374,072	125,248	11,783	5,747	245	1,705	4,448	233
Alabama	4	681,487	0,1,	R+24	124207	129975	0.0	0.0	0.0	0.0	1.0	681,487	0.18729056066568076	1.933765039102598E12	1.0000141307252297E7	1854023.1922540918	0.26109352219089127	0.7389064778091087	67,871	192,078	0.868778558	0.065448558	0.043331075	0.004268050	0.000278268	0.007426868	0.010196112	0.000272510	452,704	34,104	22,579	2,224	145	3,870	5,313	142
Alabama	5	683,019	0,1,	R+13	77477	145990	0.0	0.0	0.0	0.0	1.0	683,019	0.33641805745536174	8.32404326838818E11	3723036.2055565515	2470784.140687049	0.3673243623685265	0.6326756376314735	107,251	184,728	0.761213889	0.162726854	0.039206315	0.015427880	0.000594556	0.006935855	0.013277153	0.000617498	398,175	85,119	20,508	8,070	311	3,628	6,945	323
Alabama	6	682,422	0,1,	R+25	154523	155706	0.0	0.0	0.0	0.0	1.0	682,422	0.13057367828788122	9.006935566643185E11	9310342.13682905	0.0	0.25189861629807553	0.7481013837019245	78,444	232,967	0.807664724	0.125258793	0.041055084	0.015294652	0.000270633	0.002725665	0.007096394	0.000634055	417,809	64,797	21,238	7,912	140	1,410	3,671	328
Alabama	7	683,450	1,0,	D+22	140662	159463	1.0	0.0	0.0	0.0	0.0	683,450	0.13779803579141106	2.1530827003303262E12	1.262864509055249E7	1845060.2328247596	0.7205245103879897	0.2794754896120103	229,794	89,132	0.356795773	0.602012049	0.025617615	0.007145504	0.000250217	0.001990274	0.005797007	0.000391561	186,799	315,181	13,412	3,741	131	1,042	3,035	205
Alaska	1	667,047	0,1,	R+1	2872	138486	0.0	0.0	1.0	0.0	0.0	667,047	0.2264219287995333	1.5083765280721478E14	0.0	1.2199423518190756E8	0.4948153603974409	0.5051846396025591	137,050	139,922	0.682767432	0.030848059	0.046737802	0.053328565	0.008598975	0.132700778	0.043645155	0.001373235	356,987	16,129	24,437	27,883	4,496	69,383	22,820	718
Arizona	1	726,896	0,1,	R+1	6398	124694	0.0	0.0	1.0	0.0	0.0	726,896	0.21522814349647143	1.156006093767816E13	2.038046518369939E7	7465752.6767510595	0.48717259852117983	0.5128274014788201	121,495	127,893	0.556352163	0.022975670	0.185341278	0.014719194	0.002710113	0.205024374	0.011879234	0.000997974	299,925	12,386	99,916	7,935	1,461	110,527	6,404	538
Arizona	2	709,536	1,0,	D+1	3976	138441	0.0	0.0	1.0	0.0	0.0	709,536	0.6174616345308943	1.6116449536783096E12	4031564.6383791794	2260711.4049284547	0.5071799539153863	0.49282004608461366	140,429	136,453	0.691948020	0.035285768	0.217386785	0.027997068	0.001826207	0.008810241	0.015421506	0.001324404	386,098	19,689	121,299	15,622	1,019	4,916	8,605	739
