State	District	Population	Winner	PVI	Vote gap	Wasted votes	FV Safe D	FV Lean D	FV Tossup	FV Lean R	FV Safe R	Pop per seats	Compactness	Area	Paired edge length	Unpaired edge length	PRES04_DEM vote %	PRES04_REP vote %	PRES04_DEM votes	PRES04_REP votes	VAP_WHITE %	VAP_BLACK %	VAP_HISPAN %	VAP_ASIAN %	VAP_HAWAII %	VAP_INDIAN %	VAP_MULTI %	VAP_OTHER %	VAP_WHITE pop	VAP_BLACK pop	VAP_HISPAN pop	VAP_ASIAN pop	VAP_HAWAII pop	VAP_INDIAN pop	VAP_MULTI pop	VAP_OTHER pop
Alabama	1	700,535	0,1,	R+20	105570	134483	0.0	0.0	0.0	0.0	1.0	700,535	0.17806498060608006	7.338741387470844E11	7196585.103016395	0.0	0.30374842916948613	0.6962515708305139	81,698	187,268	0.703381911	0.226419796	0.042316834	0.016665062	0.000302074	0.002577071	0.007636816	0.000700435	372,561	119,928	22,414	8,827	160	1,365	4,045	371
Alabama	2	659,333	0,1,	R+15	78796	128505	0.0	0.0	0.0	0.0	1.0	659,333	0.2836080920618481	1.3153913334419246E12	6283244.490570434	1801498.4937925548	0.34670635383837206	0.653293646161628	89,107	167,903	0.724381415	0.234207490	0.023619514	0.006165497	0.000323664	0.003165154	0.007732189	0.000405076	364,805	117,949	11,895	3,105	163	1,594	3,894	204
Alabama	3	680,988	0,1,	R+15	75233	128159	0.0	0.0	0.0	0.0	1.0	680,988	0.4248204409777499	1.373229184817433E12	3228913.2356316694	4192699.2218790827	0.35324227421513205	0.646757725784868	90,542	165,775	0.684154392	0.256891802	0.025082468	0.013060912	0.000378831	0.010729647	0.009000626	0.000701322	352,163	132,233	12,911	6,723	195	5,523	4,633	361
Alabama	4	689,430	0,1,	R+14	69428	122042	0.0	0.0	0.0	0.0	1.0	689,430	0.37178657968363127	2.0951269481367402E12	5559189.724157167	3807982.8749574334	0.35777846970715	0.64222153029285	87,328	156,756	0.645714665	0.294369363	0.029648808	0.015206608	0.000606975	0.004389184	0.009571229	0.000493167	340,424	155,193	15,631	8,017	320	2,314	5,046	260
Alabama	5	691,007	0,1,	R+18	104792	142844	0.0	0.0	0.0	0.0	1.0	691,007	0.42726078075430823	1.7527811365598838E12	5252669.112679332	2569726.4230443863	0.3165971269356781	0.6834028730643219	90,448	195,240	0.845950828	0.099413066	0.033282124	0.004314315	0.000264486	0.006799735	0.009724090	0.000251356	450,984	52,998	17,743	2,300	141	3,625	5,184	134
Alabama	6	683,008	0,1,	R+15	70219	119100	0.0	0.0	0.0	0.0	1.0	683,008	0.45893820968037097	1.0218450703925238E12	3992947.530129619	1728829.6632706358	0.3526043350307936	0.6473956649692064	83,990	154,209	0.784651770	0.127036396	0.051236643	0.014346646	0.000626954	0.007702858	0.013783352	0.000615380	406,747	65,853	26,560	7,437	325	3,993	7,145	319
Alabama	7	675,435	1,0,	D+7	37060	138214	0.0	1.0	0.0	0.0	0.0	675,435	0.2203810777148856	2.722403856184788E12	1.0974379002095502E7	1979910.4730997072	0.5670337303022849	0.4329662696977151	156,744	119,684	0.466951103	0.495856401	0.021480631	0.007338223	0.000211310	0.002182257	0.005615085	0.000364990	243,077	258,124	11,182	3,820	110	1,136	2,923	190
Alaska	1	667,047	0,1,	R+12	72662	146980	0.0	0.0	0.0	0.0	1.0	667,047	0.2264219287995333	1.5083765280721478E14	0.0	1.2199423518190756E8	0.3764083548782147	0.6235916451217853	110,649	183,311	0.682767432	0.030848059	0.046737802	0.053328565	0.008598975	0.132700778	0.043645155	0.001373235	356,987	16,129	24,437	27,883	4,496	69,383	22,820	718
Arizona	1	711,619	0,1,	R+2	11589	118695	0.0	0.0	1.0	0.0	0.0	711,619	0.29621755808484007	7.403313614989987E12	1.3651186446388267E7	5427744.5832192805	0.4755906971258146	0.5244093028741854	112,900	124,489	0.715245244	0.011076354	0.084152518	0.017635924	0.000845983	0.158536942	0.011556902	0.000950133	391,448	6,062	46,056	9,652	463	86,766	6,325	520
Arizona	2	714,847	0,1,	R+8	29882	99244	0.0	0.0	0.0	1.0	0.0	714,847	0.42110029397007864	3.4036247180714395E12	6786415.768907369	4389046.309601322	0.42472592801579945	0.5752740719842006	84,303	114,185	0.642168229	0.034296319	0.281866452	0.019515483	0.001290079	0.009254592	0.010682827	0.000926019	343,962	18,370	150,975	10,453	691	4,957	5,722	496
