State	District	Population	Winner	PVI	Vote gap	Wasted votes	FV Safe D	FV Lean D	FV Tossup	FV Lean R	FV Safe R	Pop per seats	Compactness	Area	Paired edge length	Unpaired edge length	PRES12_DEM vote %	PRES12_REP vote %	PRES12_DEM votes	PRES12_REP votes	VAP_WHITE %	VAP_BLACK %	VAP_HISPAN %	VAP_ASIAN %	VAP_HAWAII %	VAP_INDIAN %	VAP_MULTI %	VAP_OTHER %	VAP_WHITE pop	VAP_BLACK pop	VAP_HISPAN pop	VAP_ASIAN pop	VAP_HAWAII pop	VAP_INDIAN pop	VAP_MULTI pop	VAP_OTHER pop
Alabama	1	682,862	0,1,	R+11	66649	145543	0.0	0.0	0.0	0.0	1.0	682,862	0.23724475632030084	9.089827941158779E11	6938801.316508277	0.0	0.3855162581376574	0.6144837418623427	112,218	178,867	0.681790838	0.248526730	0.043556310	0.015006667	0.000306532	0.002636177	0.007548355	0.000628391	355,873	129,723	22,735	7,833	160	1,376	3,940	328
Alabama	2	682,579	0,1,	R+14	78570	138939	0.0	0.0	0.0	0.0	1.0	682,579	0.39486968975602477	1.210634830162542E12	5130235.819205268	1435740.2583311044	0.3586250080970786	0.6413749919029215	99,654	178,224	0.726496399	0.229653886	0.026204260	0.005399398	0.000330144	0.003508745	0.007996407	0.000410761	378,493	119,646	13,652	2,813	172	1,828	4,166	214
Alabama	3	683,112	0,1,	R+12	71025	148027	0.0	0.0	0.0	0.0	1.0	683,112	0.31150923687494203	1.458055682548942E12	4447564.069554625	4295666.651490937	0.38004681594174017	0.6199531840582598	112,514	183,539	0.682552158	0.258582405	0.025072065	0.013015172	0.000377504	0.010694007	0.009005887	0.000700802	352,573	133,571	12,951	6,723	195	5,524	4,652	362
Alabama	4	682,602	0,1,	R+8	42126	135581	0.0	0.0	0.0	1.0	0.0	682,602	0.4806762279827912	1.770693832247125E12	3958455.529300696	3793767.731763532	0.4223231868772173	0.5776768131227827	114,518	156,644	0.628065168	0.311209838	0.030270420	0.015676164	0.000625358	0.004114705	0.009505065	0.000533281	327,411	162,234	15,780	8,172	326	2,145	4,955	278
Alabama	5	682,803	0,1,	R+10	61105	146112	0.0	0.0	0.0	0.0	1.0	682,803	0.3163709653832143	1.3464217921885127E12	5996804.857413939	1754963.1123505912	0.3954479969064721	0.6045520030935279	115,559	176,664	0.738788437	0.211910220	0.029249628	0.004043499	0.000242000	0.006370131	0.009176952	0.000219134	387,711	111,209	15,350	2,122	127	3,343	4,816	115
Alabama	6	683,050	0,1,	R+15	81366	133617	0.0	0.0	0.0	0.0	1.0	683,050	0.6029361096470774	9.23655661731868E11	2965095.500838635	1896636.3673958818	0.34776263499405013	0.6522373650059499	92,934	174,300	0.761112621	0.146677151	0.054613402	0.014653645	0.000655299	0.007736385	0.013915470	0.000636026	394,901	76,103	28,336	7,603	340	4,014	7,220	330
Alabama	7	682,728	0,1,	R+7	42067	154096	0.0	0.0	0.0	1.0	0.0	682,728	0.21669104544438683	3.39620707528551E12	1.1856097121556424E7	2903873.0287117544	0.4317517383700368	0.5682482616299632	133,062	175,129	0.638442868	0.324753793	0.018231443	0.009492515	0.000179790	0.002524707	0.005969401	0.000405483	333,799	169,792	9,532	4,963	94	1,320	3,121	212
Alaska	1	667,047	0,1,	R+12	72662	146980	0.0	0.0	0.0	0.0	1.0	667,047	0.2264219287995333	1.5083765280721478E14	0.0	1.2199423518190756E8	0.3764083548782147	0.6235916451217853	110,649	183,311	0.682767432	0.030848059	0.046737802	0.053328565	0.008598975	0.132700778	0.043645155	0.001373235	356,987	16,129	24,437	27,883	4,496	69,383	22,820	718
Arizona	1	709,751	0,1,	R+4	21152	125209	0.0	0.0	0.0	1.0	0.0	709,751	0.4933937479156327	7.612363837597616E12	9434688.909362026	5985913.349887762	0.45776661422102244	0.5422333857789775	114,633	135,785	0.699684025	0.013826465	0.108343042	0.020369663	0.000933944	0.145242201	0.010758060	0.000842600	375,335	7,417	58,119	10,927	501	77,913	5,771	452
Arizona	2	709,938	0,1,	R+11	48020	109758	0.0	0.0	0.0	0.0	1.0	709,938	0.3014562723129281	5.057785498335626E12	7764253.0139119355	9007946.024934188	0.39062300697899016	0.6093769930210099	85,748	133,768	0.552865924	0.031864365	0.369730919	0.016989737	0.001455982	0.014274527	0.011850514	0.000968031	280,993	16,195	187,915	8,635	740	7,255	6,023	492
Arizona	3	709,518	0,1,	R+5	27437	125535	0.0	0.0	0.0	1.0	0.0	709,518	0.3908875522954683	4.056893918187331E10	1142025.5953307278	0.0	0.4453596421700807	0.5546403578299193	111,816	139,253	0.755810757	0.030169639	0.154696712	0.031916664	0.001280428	0.012088111	0.012809708	0.001227981	417,918	16,682	85,538	17,648	708	6,684	7,083	679
Arizona	4	710,086	0,1,	R+6	28410	121758	0.0	0.0	0.0	1.0	0.0	710,086	0.45698205390489094	1.1519019226324424E12	5628116.919324677	0.0	0.44166707731730154	0.5583329226826985	107,553	135,963	0.552680815	0.067223796	0.289131222	0.045294988	0.001700690	0.029082003	0.013421397	0.001465088	279,153	33,954	146,037	22,878	859	14,689	6,779	740
Arizona	5	711,170	0,1,	R+0	403	123018	0.0	0.0	1.0	0.0	0.0	711,170	0.3832592646538159	2.32026260877426E12	7417516.312133031	1739608.5335853882	0.4991810108317922	0.5008189891682078	122,816	123,219	0.595975725	0.026643180	0.311530340	0.017362151	0.002729274	0.033910013	0.010640050	0.001209267	318,375	14,233	166,422	9,275	1,458	18,115	5,684	646
Arizona	6	709,413	0,1,	R+5	27435	125551	0.0	0.0	0.0	1.0	0.0	709,413	0.28467132147939384	3.27323349712099E10	1202047.3262687726	0.0	0.44537058793075296	0.554629412069247	111,833	139,268	0.413532275	0.071803908	0.446245842	0.030323264	0.001748279	0.020679083	0.014227241	0.001440108	209,335	36,348	225,895	15,350	885	10,468	7,202	729
Arizona	7	710,279	0,1,	R+7	36808	138887	0.0	0.0	0.0	1.0	0.0	710,279	0.5293301093957286	5.876389913956672E12	1.0442380025962489E7	1825198.8820211615	0.4337446989279054	0.5662553010720945	120,483	157,291	0.797376120	0.015396562	0.104449581	0.019080468	0.001081696	0.049687590	0.011981725	0.000946258	441,555	8,526	57,840	10,566	599	27,515	6,635	524
Arizona	8	710,012	0,1,	R+5	27449	125655	0.0	0.0	0.0	1.0	0.0	710,012	0.5258417847981023	4.583193838133919E10	1046553.6531731728	0.0	0.44538794870060366	0.5546120512993964	111,930	139,379	0.684364422	0.035808949	0.208159901	0.041127651	0.002834167	0.013350470	0.013286013	0.001068428	350,372	18,333	106,571	21,056	1,451	6,835	6,802	547
Arizona	9	711,850	1,0,	D+2	8698	132967	0.0	0.0	1.0	0.0	0.0	711,850	0.6507790283287058	1.7930147753293875E12	3612877.715120141	3028297.2234408334	0.5163536817405823	0.48364631825941773	137,316	128,618	0.622327409	0.037104074	0.283078045	0.028840879	0.001802781	0.010345686	0.015145883	0.001355243	344,859	20,561	156,866	15,982	999	5,733	8,393	751
Arkansas	1	728,896	0,1,	R+18	85724	121421	0.0	0.0	0.0	0.0	1.0	728,896	0.35807386410948006	2.0562901686454548E12	5410685.375631008	4112352.6522067063	0.3234984063712208	0.6765015936287792	78,559	164,283	0.812201616	0.030535583	0.097948770	0.024291904	0.004909592	0.013671154	0.015842062	0.000599319	437,732	16,457	52,789	13,092	2,646	7,368	8,538	323
Arkansas	2	728,985	0,1,	R+10	52849	137374	0.0	0.0	0.0	0.0	1.0	728,985	0.4940374840588305	3.444311658986517E12	5323081.79109827	5382567.769286195	0.4038224257225739	0.5961775742774261	110,949	163,798	0.689307764	0.255437119	0.036531610	0.005814340	0.000235595	0.003884620	0.008402288	0.000386664	383,282	142,033	20,313	3,233	131	2,160	4,672	215
Arkansas	3	729,051	0,1,	R+8	45640	139687	0.0	0.0	0.0	0.0	1.0	729,051	0.3835979457765083	1.9273618075497383E12	6861746.160301625	1445668.3535938668	0.4183173810018112	0.5816826189981888	116,867	162,507	0.789601989	0.133292644	0.045127733	0.013474064	0.000456414	0.005466232	0.011984901	0.000596023	441,153	74,471	25,213	7,528	255	3,054	6,696	333
Arkansas	4	728,986	0,1,	R+14	69112	121197	0.0	0.0	0.0	0.0	1.0	728,986	0.408188087647769	3.8331935279931685E12	4357735.834787832	8673864.394552566	0.3574387154797561	0.6425612845202439	86,641	155,753	0.811139597	0.146936211	0.023202652	0.005332670	0.000252380	0.004165184	0.008678979	0.000292325	446,740	80,926	12,779	2,937	139	2,294	4,780	161
California	1	649,625	1,0,	D+3	12652	91085	0.0	0.0	1.0	0.0	0.0	649,625	0.3951286545611171	1.640923072258023E12	5607846.280448715	2154916.928054226	0.5347258055662294	0.46527419443377066	97,411	84,759	0.195151944	0.106559135	0.635818580	0.040787552	0.002769666	0.005003194	0.012207976	0.001701953	85,539	46,707	278,692	17,878	1,214	2,193	5,351	746
California	2	768,865	1,0,	D+28	166395	149357	1.0	0.0	0.0	0.0	0.0	768,865	0.15641352802391273	5.531704150034354E10	2108129.3197982055	0.0	0.7785198501571743	0.2214801498428257	232,554	66,159	0.448569958	0.141854068	0.145799955	0.223417946	0.003242930	0.002911559	0.030926873	0.003276711	278,858	88,185	90,638	138,890	2,016	1,810	19,226	2,037
California	3	680,972	1,0,	D+21	92347	107495	1.0	0.0	0.0	0.0	0.0	680,972	0.3757855087829077	1.7709433729223946E10	769550.7308716152	0.0	0.7147714534231984	0.2852285465768016	153,668	61,321	0.225405710	0.029308790	0.324541698	0.404545455	0.000648009	0.001421863	0.012746056	0.001382419	120,006	15,604	172,786	215,380	345	757	6,786	736
California	4	724,027	1,0,	D+4	21105	135986	0.0	0.0	1.0	0.0	0.0	724,027	0.5529711347816743	7.612598417015416E10	1057290.5439452098	343993.79553946963	0.5388000926569377	0.4611999073430623	146,538	125,433	0.240372749	0.085001956	0.496671616	0.146743196	0.006520063	0.002853714	0.020230424	0.001606282	126,600	44,769	261,588	77,287	3,434	1,503	10,655	846
California	5	813,217	1,0,	D+21	143041	169828	1.0	0.0	0.0	0.0	0.0	813,217	0.2717887377393381	2.4522435013623066E12	8168697.776128368	3305832.9765044143	0.7105680764304957	0.28943192356950437	241,348	98,307	0.608255807	0.037113100	0.119527822	0.187206717	0.001892809	0.015214148	0.028005968	0.002783629	415,828	25,372	81,714	127,982	1,294	10,401	19,146	1,903
California	6	668,291	1,0,	D+10	45168	112344	1.0	0.0	0.0	0.0	0.0	668,291	0.2762657120705475	1.6577991390636667E10	868375.1629349637	0.0	0.6005127109591968	0.3994872890408033	134,928	89,760	0.281570515	0.048940379	0.405416109	0.239477165	0.004661850	0.002679709	0.015434965	0.001819308	140,065	24,345	201,671	119,126	2,319	1,333	7,678	905
California	7	647,092	1,0,	D+4	21665	124038	0.0	1.0	0.0	0.0	0.0	647,092	0.4048078858795488	1.3735601957775648E11	1622832.2142749452	589457.1496619311	0.543666229970775	0.45633377002922504	134,870	113,205	0.528080047	0.019109035	0.356614626	0.072989193	0.002030309	0.002931051	0.016845740	0.001399998	253,856	9,186	171,430	35,087	976	1,409	8,098	673
California	8	669,407	1,0,	D+21	90780	105693	1.0	0.0	0.0	0.0	0.0	669,407	0.23168854726649787	8.837587639360563E9	692340.146405034	0.0	0.7147256677358008	0.2852743322641991	151,083	60,303	0.110934201	0.132618137	0.616383690	0.124392493	0.000649500	0.001734715	0.010697408	0.002589856	54,485	65,135	302,735	61,095	319	852	5,254	1,272
California	9	782,367	1,0,	D+26	181412	176572	1.0	0.0	0.0	0.0	0.0	782,367	0.1994791154444003	4.446350479099626E11	4117821.7418091604	1566192.0958481173	0.7568527286319462	0.24314727136805384	267,278	85,866	0.620419766	0.065267341	0.171995003	0.110798804	0.003005156	0.003070486	0.022435101	0.003008343	389,368	40,961	107,942	69,536	1,886	1,927	14,080	1,888
California	10	758,561	1,0,	D+11	47172	108611	1.0	0.0	0.0	0.0	0.0	758,561	0.30843961948214044	1.9285944945491233E12	7935855.14156007	1237814.0361782098	0.608580162230345	0.391419837769655	132,197	85,025	0.395135471	0.032798017	0.488694888	0.057539540	0.003325196	0.004380696	0.016399009	0.001727183	214,133	17,774	264,835	31,182	1,802	2,374	8,887	936
California	11	799,966	1,0,	D+1	6470	158305	0.0	0.0	1.0	0.0	0.0	799,966	0.1506921474807812	2.903714315978489E11	4920809.629777963	0.0	0.510217617889517	0.4897823821104829	161,540	155,070	0.563728215	0.060480966	0.205526454	0.127130614	0.006682599	0.006276168	0.028075650	0.002099334	335,659	36,012	122,376	75,697	3,979	3,737	16,717	1,250
California	12	674,652	1,0,	D+21	91488	106546	1.0	0.0	0.0	0.0	0.0	674,652	0.3435186148456572	1.8184004080270668E10	815594.9989953643	0.0	0.7146678429973908	0.2853321570026092	152,290	60,802	0.357340002	0.092538954	0.326412468	0.193083163	0.005060054	0.002272736	0.020460473	0.002832149	183,329	47,476	167,462	99,059	2,596	1,166	10,497	1,453
California	13	709,609	1,0,	D+1	3536	96497	0.0	0.0	1.0	0.0	0.0	709,609	0.31779220340937864	6.571782748300197E11	5097707.492084903	0.0	0.5091609065566806	0.4908390934433195	98,265	94,729	0.425091027	0.057500851	0.381529414	0.107966388	0.001437322	0.007538974	0.017116477	0.001819546	213,533	28,884	191,651	54,234	722	3,787	8,598	914
California	14	780,990	1,0,	D+19	114046	153677	1.0	0.0	0.0	0.0	0.0	780,990	0.20325991548547068	5.259078050350508E11	5702087.400499225	0.0	0.6855287388483637	0.3144712611516362	210,700	96,654	0.572609514	0.062304784	0.237153056	0.089756665	0.004654994	0.006246918	0.024517978	0.002756092	341,352	37,142	141,375	53,507	2,775	3,724	14,616	1,643
