,State,STATEFP,year,demVotes,repVotes,demVoteFrac,repVoteFrac,demSeats,demSeatFrac,specAsym (seats),specAsym (fraction),mean-median,Grofman Asym,efficiency gap,Cs,margin,ndist
10,AL,01,1992,895601.0,643150.0,0.5820311408408508,0.41796885915914916,4.0,0.5714285714285714,0.0,0.0,-0.028151520679040476,-0.5,0.092633710253130275,-0.18796981745310909,-0.08203114084085084,7
11,AL,01,1994,517934.0862583,640746.7470750001,0.4470032396827555,0.5529967603172445,4.0,0.5714285714285714,-0.5,-0.07142857142857142,-0.04366617340271195,-0.5,-0.17742209206306037,-0.21414602825704704,0.052996760317244485,7
12,AL,01,1996,656047.0,785513.0,0.45509517467188326,0.5449048253281168,2.0,0.2857142857142857,0.5,0.07142857142857142,-0.019922559307586352,-0.5,0.12447606362948083,-0.13063880340730114,0.04490482532811674,7
13,AL,01,1998,623350.9857047,723150.8142950999,0.4629410712297544,0.5370589287702456,2.0,0.2857142857142857,1.0,0.14285714285714285,0.045932385614024962,1.5,0.14016785674522314,0.2408689814050077,0.03705892877024558,7
14,AL,01,2000,683863.3684339,803809.2982337999,0.4596867199057398,0.5403132800942603,3.0,0.42857142857142855,0.5,0.07142857142857142,0.082959635685795841,0.5,-0.0091979887599489829,0.46918020663534149,0.04031328009426022,7
15,AL,01,2002,591700.3715984,685995.6284011999,0.46309949440131704,0.536900505598683,2.0,0.2857142857142857,1.0,0.14285714285714285,0.076674336976840896,0.5,0.14048470308834837,0.37230919134903812,0.036900505598682964,7
16,AL,01,2004,784897.8940558,992242.272611,0.4416634707705429,0.5583365292294571,2.0,0.2857142857142857,1.0,0.14285714285714285,0.070880026313643929,1.5,0.097612655826800121,0.33577999840716888,0.05833652922945709,7
17,AL,01,2006,508242.0869443,697766.9130554999,0.42142478782860193,0.5785752121713981,2.0,0.2857142857142857,1.0,0.14285714285714285,0.10388888089984205,1.5,0.057135289942918166,0.58644106069221746,0.07857521217139807,7
18,AL,01,2008,880418.6108306999,1078163.8891687,0.44951826682356744,0.5504817331764326,3.0,0.42857142857142855,0.0,0.0,-0.012225837167836984,-0.5,-0.029534894924293675,-0.074779790855112438,0.050481733176432564,7
19,AL,01,2010,611230.4289914,843609.3210090001,0.42013591461962185,0.5798640853803781,1.0,0.14285714285714285,0.5,0.07142857142857142,0.018360049568561243,0.5,0.19741468638210091,0.12046987389730555,0.07986408538037815,7
20,AL,01,2012,785095.8801356,1234110.119864,0.3888141577113754,0.6111858422886246,1.0,0.14285714285714285,0.5,0.07142857142857142,0.035214873081345188,2.5,0.134771172565608,0.20786997738608379,0.1111858422886246,7
21,AL,01,2014,420464.90614160005,724806.8438593,0.367131125116174,0.632868874883826,1.0,0.14285714285714285,0.0,0.0,0.042307841160836079,2.5,0.09140510737520513,0.23918315754303451,0.13286887488382598,7
22,AL,01,2016,783522.4205679,1265011.8294318998,0.38247953167879745,0.6175204683212026,1.0,0.14285714285714285,0.5,0.07142857142857142,0.056798053739037624,1.5,0.1221019205004521,0.32101151996732491,0.11752046832120255,7
23,AK,02,1972,53651.0,41750.0,0.5623735600255763,0.43762643997442374,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06237356002557626,1
24,AK,02,1974,44280.0,51641.0,0.4616298829244899,0.5383701170755101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03837011707551008,1
25,AK,02,1976,34194.0,83722.0,0.2899860917941586,0.7100139082058414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21001390820584143,1
26,AK,02,1978,55176.0,68811.0,0.4450143966706187,0.5549856033293813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054985603329381294,1
27,AK,02,1980,39922.0,114089.0,0.2592152508587049,0.7407847491412951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2407847491412951,1
28,AK,02,1982,52011.0,128274.0,0.28849321906980613,0.7115067809301938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21150678093019387,1
29,AK,02,1984,86052.0,113582.0,0.4310488193393911,0.5689511806606089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689511806606089,1
30,AK,02,1986,74053.0,101799.0,0.4211097968746446,0.5788902031253553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07889020312535538,1
31,AK,02,1988,71881.0,120595.0,0.3734543527504728,0.6265456472495272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12654564724952722,1
32,AK,02,1990,91677.0,99003.0,0.4807898049087476,0.5192101950912524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921019509125238,1
33,AK,02,1992,102378.0,111849.0,0.47789494321444076,0.5221050567855592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02210505678555924,1
34,AK,02,1994,68172.0,118537.0,0.36512433787337517,0.6348756621266248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13487566212662483,1
35,AK,02,1996,85114.0,138834.0,0.3800614428349438,0.6199385571650562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11993855716505619,1
36,AK,02,1998,77232.0,139676.0,0.35605878990170947,0.6439412100982905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14394121009829053,1
37,AK,02,2000,45372.0,190862.0,0.19206380114632102,0.807936198853679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30793619885367896,1
38,AK,02,2002,39357.0,169685.0,0.1882731699849791,0.8117268300150209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3117268300150209,1
39,AK,02,2004,67074.0,213216.0,0.23930215134325164,0.7606978486567484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2606978486567484,1
40,AK,02,2006,93879.0,132743.0,0.4142536911685538,0.5857463088314462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08574630883144618,1
41,AK,02,2008,142560.0,158939.0,0.4728373891787369,0.527162610821263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02716261082126309,1
42,AK,02,2010,77606.0,175384.0,0.30675520771572,0.6932447922842799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19324479228428,1
43,AK,02,2012,82927.0,185296.0,0.309171845814863,0.690828154185137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190828154185137,1
44,AK,02,2014,114602.0,142572.0,0.44562047485360107,0.554379525146399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05437952514639893,1
45,AK,02,2016,111019.0,155088.0,0.4171968418718786,0.5828031581281214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08280315812812139,1
