,State,cycle,AreaNumber,Mean,Stdv,Var
369,CT,1990,6,0.36834294299999998,0.0871141197180339,0.0075888698542479439
370,CT,2000,1,0.69958684660000003,0.052638377361186164,0.0027707987712186364
371,CT,2000,2,0.538782663,0.095147098122823973,0.0090529702811942923
372,CT,2000,3,0.73238648159999997,0.057119572613652705,0.0032626455755663444
373,CT,2000,4,0.47277587760000001,0.069473169606243987,0.0048265212951379439
374,CT,2000,5,0.50838841080000008,0.088731442869862315,0.0078732689537676388
375,CT,2010,1,0.66797311533333337,0.042510925848983777,0.0018071788165377972
376,CT,2010,2,0.66296301466666663,0.032248402455441139,0.0010399594609281019
377,CT,2010,3,0.7021494473333334,0.040183829722267472,0.0016147401711481867
378,CT,2010,4,0.578723875,0.035611843560174231,0.0012682034017543226
379,CT,2010,5,0.54349358366666667,0.033868290749287808,0.0011470611182782943
380,DE,1970,1,0.40940525179999998,0.04368086094477644,0.0019080176128768956
381,DE,1980,1,0.62447744279999995,0.063831281191956454,0.0040744324586066138
382,DE,1990,1,0.3254475362,0.064283405884293737,0.0041323562720848505
383,DE,2000,1,0.38779500140000001,0.12121994969563701,0.014694276204212767
384,DE,2010,1,0.61695373833333333,0.041397197817509376,0.0017137279871420033
385,FL,1970,1,0.622358352,0.01451178276466401,0.00021059183900879944
386,FL,1970,2,0.76172164100000006,0.078882023881036351,0.0062223736915683892
387,FL,1970,3,0.79532430450000002,0.035351867872138523,0.0012497545620491401
388,FL,1970,4,0.65746706475000005,0.072337907307412505,0.0052327728336158041
389,FL,1970,5,0.47122327580000001,0.054902415518036943,0.0030142752297151838
390,FL,1970,6,0.26070362899999999,0.059801492703565821,0.0035762185295746362
391,FL,1970,7,0.68480510333333333,0.030587775923640724,0.00093561203595485514
392,FL,1970,8,0.60909461850000013,0.067740740796495932,0.0045888079636580478
393,FL,1970,9,0.44279084874999997,0.2526745590170707,0.063844432774471147
394,FL,1970,10,0.297594211,0.075420782534768832,0.0056882944381568918
395,FL,1970,11,0.58321828566666667,0.026556442545168143,0.00070524464065481669
396,FL,1970,12,0.4788424194,0.088653671915739238,0.0078594735441435328
397,FL,1970,13,0.71624626100000011,0.088166081164224447,0.0077732578678566117
398,FL,1970,14,0.69529501399999993,0.046173539390757731,0.0021319957398698557
399,FL,1970,15,0.67465774720000005,0.067172071719424867,0.0045120872190795571
400,FL,1980,1,0.64323242174999995,0.092207608882988387,0.0085022431359181583
401,FL,1980,2,0.593228537,0.033799350587326374,0.0011423961001249998
402,FL,1980,3,0.7836631745,0.080829788400687649,0.0065334546928999407
403,FL,1980,4,0.56409872000000005,0.11191806581123277,0.012525653454927429
404,FL,1980,5,0.40660825600000006,0.0078156455956006881,6.108431607603244e-05
405,FL,1980,6,0.54708147774999993,0.13463490616089993,0.018126557956954333
406,FL,1980,7,0.66870952933333339,0.077199120219038922,0.005959704162593624
407,FL,1980,8,0.23365811949999998,0.051266517963764739,0.0026282558641290126
408,FL,1980,9,0.35329758449999998,0.12344088001966869,0.01523765086003024
409,FL,1980,10,0.31147498766666665,0.061176142294301163,0.0037425203860125839
410,FL,1980,11,0.63316253840000003,0.084334345572996336,0.0071122818432255673
411,FL,1980,13,0.29586309400000005,0.049721976426773236,0.0024722749397845935
412,FL,1980,14,0.64611584199999994,0.091692614350047885,0.0084075355263466076
413,FL,1980,15,0.37040677599999999,0.05108771619780289,0.0026099547463072515
414,FL,1980,16,0.65830545174999999,0.06353884423362785,0.0040371847265452234
415,FL,1980,18,0.61220804675000007,0.15475862512393856,0.023950232050251746
416,FL,1980,19,0.65305335120000008,0.05433737167996678,0.0029525499610868556
417,FL,1990,1,0.40023168033333328,0.13479141773981795,0.018168726296310111
418,FL,1990,2,0.66596208074999996,0.072083274589979623,0.0051959984756144023
419,FL,1990,3,0.58234433720000001,0.021449089497309559,0.00046006344026359525
420,FL,1990,4,0.37509273850000002,0.081094244922637851,0.0065762765595727751
421,FL,1990,5,0.59075713050000001,0.049156261427773823,0.0024163380375556444
422,FL,1990,6,0.33729041650000002,0.012872065071595948,0.0001656900592074004
423,FL,1990,7,0.36213419250000001,0.070468481226097904,0.0049658068463129135
424,FL,1990,8,0.36846506275000002,0.083120364372635702,0.0069089949734397254
425,FL,1990,9,0.362046545,0.068808780080365117,0.004734648216148051
426,FL,1990,10,0.3840644755,0.07090237547414123,0.0050271468478761032
427,FL,1990,11,0.57721893400000002,0.05486037932238879,0.0030096612193963833
428,FL,1990,12,0.41081233500000003,0.055883396582226699,0.0031229540135664265
429,FL,1990,13,0.37972014800000009,0.036284851111622649,0.0013165904201926232
430,FL,1990,15,0.43858486740000002,0.054229936489973797,0.0029408860117065916
431,FL,1990,16,0.38816528174999998,0.024635251053809717,0.00060689559448423287
432,FL,1990,18,0.33233267699999997,0.0,0.0
433,FL,1990,19,0.66586079025,0.036038867828128651,0.0012987999943333262
434,FL,1990,20,0.61695838199999997,0.030985159235610408,0.00096008009285613292
435,FL,1990,22,0.41569523925000001,0.059101247220717114,0.0034929574230443228
436,FL,1990,23,0.71696049499999992,0.057398204973691032,0.0032945539342018495
437,FL,2000,1,0.2753451475,0.037343428693807718,0.0013945316666095018
438,FL,2000,2,0.58502533550000002,0.10256959893697266,0.010520522626091424
439,FL,2000,3,0.62162394399999998,0.040659856141890188,0.0016532239014792052
440,FL,2000,4,0.32536101750000002,0.031242973604253568,0.00097612339963608526
441,FL,2000,5,0.38948426920000001,0.065077398042769158,0.004235067736017015
442,FL,2000,6,0.37367847575000002,0.026576874408290464,0.00070633025331404457
443,FL,2000,7,0.3657643505,0.040153373664071026,0.0016122934166065128
444,FL,2000,8,0.4265667487999999,0.066538540546241143,0.004427377378023776
445,FL,2000,9,0.34506265474999998,0.074855740398517071,0.0056033818706101813
446,FL,2000,10,0.34534995574999999,0.035694421425932488,0.0012740917209320684
447,FL,2000,11,0.66983348099999995,0.064416913301913195,0.0041495387193462019
448,FL,2000,12,0.41242533833333334,0.055978381280073736,0.0031335791707373098
449,FL,2000,13,0.42254501799999999,0.070864112737522175,0.0050217224740762532
450,FL,2000,14,0.3145015565,0.032730062170851747,0.0010712569697078206
451,FL,2000,15,0.38928278019999996,0.046447562502815801,0.0021573760624529806
452,FL,2000,16,0.38986519875000003,0.087260823001407431,0.0076144512308829564
453,FL,2000,18,0.35129464220000001,0.051672597673209482,0.002670057350297374
454,FL,2000,19,0.68550356599999995,0.051474626763340275,0.0026496372004251871
455,FL,2000,20,0.65703283700000004,0.063409308456584004,0.0040207403989422161
456,FL,2000,21,0.4131656065,0.011068514272860845,0.00012251200820852424
457,FL,2000,22,0.45382269380000001,0.080972855102043093,0.0065566032633764659
458,FL,2000,23,0.7960180716666666,0.023908832063074544,0.0005716322506203014
459,FL,2000,24,0.44684372324999999,0.091382312493813539,0.0083507270367169911
460,FL,2000,25,0.42196998024999999,0.050808135199908878,0.0025814666024922199
461,FL,2010,1,0.27977701366666669,0.029597251525956009,0.00087599729789070526
462,FL,2010,2,0.42872767866666672,0.10600087799680502,0.011236186136093541
463,FL,2010,3,0.35964622966666665,0.04614597509116309,0.0021294510171142441
464,FL,2010,5,0.67546331700000006,0.047032376515310372,0.0022120444406779185
465,FL,2010,6,0.40554914999999997,0.0276703892621795,0.00076565044192053867
466,FL,2010,7,0.421134069,0.089821788728875335,0.0080679537304547168
467,FL,2010,8,0.35696864033333336,0.02787169119703118,0.00077683117018266545
468,FL,2010,9,0.585325019,0.035791942706010597,0.0012810631626703453
469,FL,2010,10,0.50527468100000006,0.13352603385605855,0.017829201717329296
470,FL,2010,11,0.33816429799999997,0.015254391918366731,0.00023269647279913221
471,FL,2010,12,0.32786700800000002,0.01948109163496458,0.00037951293128988699
472,FL,2010,13,0.47166556199999998,0.066984728841829849,0.0044869538980134719
473,FL,2010,14,0.66018318549999999,0.05983895307721164,0.0035807003053767361
474,FL,2010,15,0.41128748649999997,0.01994105823216542,0.00039764580341861231
475,FL,2010,16,0.41677344433333335,0.041797188386141174,0.0017470049569865748
476,FL,2010,17,0.37927569966666663,0.030322195231992411,0.00091943552368706325
477,FL,2010,18,0.51542659666666657,0.07691478945083402,0.0059158848362661273
478,FL,2010,19,0.3479654333333333,0.016068025116078518,0.00025818143113093007
479,FL,2010,20,0.80957826200000005,0.0091332966559349443,8.3417107805312438e-05
480,FL,2010,22,0.57198575833333332,0.022723204338222548,0.00051634401539661602
481,FL,2010,23,0.61662290733333336,0.029471996651515859,0.00086859858662696201
482,FL,2010,26,0.49257261933333329,0.059104638229485508,0.0034933582602383597
483,FL,2010,27,0.41572525099999996,0.04997290782688403,0.0024972915166742472
484,GA,1970,3,0.88220290499999998,0.0072735421818039174,5.2904415870480895e-05
485,GA,1970,4,0.59565507740000001,0.21843091898471734,0.047712066368508152
486,GA,1970,5,0.68138738480000005,0.091775642677977248,0.0084227685889557598
487,GA,1970,6,0.47425497700000002,0.051630327739418475,0.0026656907424797648
488,GA,1970,7,0.59658837939999998,0.075714130596755302,0.0057326295720225183
489,GA,1970,8,0.68906872733333324,0.061480924485144119,0.0037799040755479938
490,GA,1970,9,0.74720116700000005,0.047903005325952298,0.0022946979192582143
491,GA,1970,10,0.74292107350000003,0.083832882214095336,0.0070279521403223827
492,GA,1980,1,0.70970650150000003,0.076603186103034265,0.0058680481211361019
493,GA,1980,2,0.67356247400000002,0.080153650775196816,0.0064246077325922097
494,GA,1980,3,0.71833515699999995,0.091426873565449179,0.0083588732099526292
495,GA,1980,4,0.54377272580000002,0.083089273943767666,0.0069038274445024674
496,GA,1980,5,0.80679005925000002,0.087212253748588958,0.0076059772039082686
497,GA,1980,6,0.41362831479999995,0.069268291034991242,0.0047980961429082486
498,GA,1980,7,0.61523130420000005,0.043612877967249809,0.0019020831245862237
499,GA,1980,8,0.77571323050000007,0.12479716762427627,0.01557433304704171
500,GA,1980,9,0.65785120649999995,0.088561260477939482,0.007843096857441445
501,GA,1980,10,0.63176691866666668,0.045426404786646842,0.0020635582518402909
502,GA,1990,1,0.32068843150000004,0.077030226016940054,0.0059336557202208677
503,GA,1990,2,0.58821799880000003,0.057866543238054374,0.0033485368263216162
504,GA,1990,3,0.38774756825000001,0.046739092112281416,0.0021845427314803267
505,GA,1990,4,0.54229988620000003,0.082240273213468287,0.0067634625382259105
506,GA,1990,5,0.74239380374999997,0.043764692370156136,0.0019153482982544026
507,GA,1990,6,0.34967818919999993,0.076286629877717574,0.0058196498980998719
508,GA,1990,7,0.47392265360000002,0.059325535360932734,0.0035195191458612801
509,GA,1990,8,0.43842158460000002,0.077839301819559809,0.0060589569077565278
510,GA,1990,9,0.44080569624999999,0.17166866298177419,0.029470129849949969
511,GA,1990,10,0.42679597200000002,0.079301614921078512,0.006288746129091023
512,GA,1990,11,0.51267039149999993,0.21200305358111993,0.044945294727719208
513,GA,2000,1,0.30298553224999997,0.026557949370529573,0.00070532467476761213
514,GA,2000,2,0.63762125375000001,0.082614939978956123,0.0068252283077265231
515,GA,2000,3,0.42114258840000007,0.14076553297495623,0.019814935273723491
516,GA,2000,4,0.72702341724999997,0.06045453560272851,0.0036547508749415689
517,GA,2000,6,0.264079493,0.05805961655649329,0.00337091907468703
518,GA,2000,7,0.30266347524999998,0.071248632384045316,0.0050763676165968318
519,GA,2000,8,0.40242887999999999,0.16120581471470452,0.025987314697831641
520,GA,2000,9,0.25180018874999999,0.016277000305388777,0.00026494073894162628
521,GA,2000,10,0.34850084133333331,0.038300426861916023,0.0014669226978049786
522,GA,2000,11,0.37934448549999999,0.091181297315381424,0.0083140289801159842
523,GA,2000,12,0.53901887520000002,0.079620675760248172,0.0063394520085185702
524,GA,2000,13,0.66834967049999994,0.048082457190996061,0.0023119226895239688
525,GA,2010,1,0.38054128199999998,0.014599373495863131,0.00021314170647171083
526,GA,2010,2,0.61389398266666673,0.023185979311621498,0.00053758963663894013
527,GA,2010,4,0.74643725750000001,0.015213175415951836,0.0002314407062365213
528,GA,2010,5,0.84416103300000001,0.00032583056213014299,1.0616555521804498e-07
529,GA,2010,6,0.35923718233333335,0.02210552298012107,0.00048865414622466078
530,GA,2010,7,0.37356464066666667,0.025371940276024473,0.00064373535337015279
531,GA,2010,9,0.215705339,0.031751432170294573,0.001008153444864817
532,GA,2010,11,0.32020467750000003,0.0081141684009480974,6.5839728838944591e-05
533,GA,2010,12,0.45781985966666666,0.076644574993811318,0.0058743908759819668
534,HI,1970,1,0.65512478900000004,0.13928255251844404,0.019399629436053126
535,HI,1970,2,0.72955710750000002,0.15409971650624646,0.023746722627305528
536,HI,1980,1,0.57104954750000003,0.20705746898441316,0.042872795462231217
537,HI,1980,2,0.77019487000000009,0.082798793509271704,0.006855640206591013
538,HI,1990,1,0.63306478899999996,0.099967919752840542,0.0099935849797103665
539,HI,1990,2,0.70888392980000003,0.058643026152414263,0.0034390045163127428
540,HI,2000,1,0.68446441980000006,0.10237097072874471,0.010479815647945506
541,HI,2000,2,0.67023630900000009,0.089062234915707375,0.007932081688180645
542,HI,2010,1,0.6084217833333333,0.13182897617130288,0.01737887895837394
543,HI,2010,2,0.80850724899999993,0.0030713547548279082,9.4332200300040003e-06
544,ID,1970,1,0.435785961,0.025978696130809931,0.00067489265265695893
545,ID,1970,2,0.41148486420000002,0.079236901249037761,0.0062784865195497615
546,ID,1980,1,0.39565928480000001,0.09561738567264208,0.0091426844428707781
547,ID,1980,2,0.56195126880000001,0.078967360146047022,0.0062358439684354946
548,ID,1990,1,0.46288450860000002,0.10105063843421921,0.010211231527963301
549,ID,1990,2,0.329339942,0.085657847452372746,0.0073372668301739594
550,ID,2000,1,0.42601116179999998,0.078309217370695863,0.006132333525210895
551,ID,2000,2,0.29995240639999998,0.034916255532736862,0.0012191449004273773
552,ID,2010,1,0.33211933866666671,0.016201320913521302,0.00026248279934290266
553,ID,2010,2,0.35105846266666668,0.034034178751713266,0.001158325323303571
554,IL,1970,1,0.8651680650000001,0.15656796416706725,0.024513527403420051
555,IL,1970,2,0.84661606399999978,0.055683075214179686,0.0031006048653079922
556,IL,1970,3,0.56741469420000001,0.12285137174175743,0.015092459538831478
557,IL,1970,4,0.33920604599999998,0.042142600099932877,0.0017759987431828622
558,IL,1970,5,0.79887792019999992,0.053228807287527005,0.0028333059252526878
559,IL,1970,6,0.38336382520000001,0.05444234325197491,0.0029639687387658579
560,IL,1970,7,0.85367917020000006,0.018987681987851095,0.00036053206727176492
561,IL,1970,8,0.82347352019999998,0.052095947769723289,0.0027139877740257369
562,IL,1970,9,0.72222301199999994,0.029185736587322882,0.00085180722014459743
563,IL,1970,10,0.47753285099999998,0.048334626161161992,0.0023362360861392852
564,IL,1970,11,0.67323503159999998,0.081843626142084958,0.0066983791400853721
565,IL,1970,12,0.2714351948,0.069391728757437127,0.0048152120199457266
566,IL,1970,13,0.37049031580000003,0.063524763805973564,0.0040353956166047289
567,IL,1970,14,0.26866295260000006,0.039255870246249193,0.0015410233487903528
568,IL,1970,15,0.40600276099999999,0.11241567958935185,0.012637285017535818
569,IL,1970,16,0.32275786499999998,0.025498779667509547,0.00065018776453219828
570,IL,1970,17,0.39645282500000001,0.077630289297339214,0.0060264618163885795
571,IL,1970,18,0.38932558620000002,0.047271660703517925,0.0022346099056685205
572,IL,1970,19,0.30944839633333338,0.04069084518880417,0.0016557448821792275
573,IL,1970,20,0.37440083879999997,0.069309968912563871,0.0048038717906605695
574,IL,1970,21,0.31034904120000001,0.10243130774921372,0.010492172807214132
575,IL,1970,22,0.51276543259999996,0.1278439042941498,0.016344063865171732
576,IL,1970,23,0.74545407299999999,0.062418060892627164,0.0038960143255957124
577,IL,1970,24,0.60749816474999996,0.076471656566281729,0.0058479142579913393
578,IL,1980,1,0.95874044200000008,0.014986959787585886,0.00022460896367471639
579,IL,1980,2,0.82993956319999995,0.032130394085807638,0.0010323622241093023
580,IL,1980,3,0.67549108619999998,0.048237235051862552,0.0023268308454486371
581,IL,1980,4,0.47858405559999995,0.083842338183972576,0.0070295376721556252
582,IL,1980,5,0.6776006283999999,0.055952794335482989,0.0031307151939488575
583,IL,1980,6,0.28149795699999997,0.040283971564570337,0.0016227983650151114
584,IL,1980,7,0.81477805574999995,0.035099751040343054,0.0012319925230940634
585,IL,1980,8,0.77285707999999997,0.051130783572137357,0.0026143570287007513
586,IL,1980,9,0.68931270820000001,0.023060955564549897,0.00053180767155014495
587,IL,1980,10,0.30408067260000005,0.063517351202379432,0.0040344539037664127
588,IL,1980,11,0.6498807473999999,0.071464682881817482,0.005107200899398737
589,IL,1980,12,0.25246773899999997,0.044587493486518401,0.001988044575410321
590,IL,1980,13,0.30771025659999995,0.029667458520049751,0.00088015809503887252
591,IL,1980,14,0.36056472740000001,0.077720637046368946,0.006040497422893417
592,IL,1980,15,0.29571280133333333,0.036225483152613487,0.0013122856296402838
593,IL,1980,16,0.41632474799999997,0.08249013407451164,0.0068046222196309061
594,IL,1980,17,0.59307269940000007,0.060233015674142382,0.0036280161772014822
595,IL,1980,18,0.42503656850000004,0.05196446284180057,0.0027003053984368721
596,IL,1980,19,0.59600165179999998,0.08886041089662701,0.0078961726247173888
597,IL,1980,20,0.62957729039999999,0.07643065482434612,0.005841644996878342
598,IL,1980,21,0.58968049,0.07266801018311779,0.0052806397039737111
599,IL,1980,22,0.58629736300000002,0.080618185421523686,0.0064992918206591734
600,IL,1990,1,0.84535574099999999,0.054676847663887446,0.0029895576704599544
601,IL,1990,2,0.88402141266666667,0.028618584952023133,0.00081902340465616491
602,IL,1990,3,0.66570096519999999,0.083615850083864157,0.0069916103852472461
603,IL,1990,4,0.7884468853333334,0.044035232201093462,0.0019391016750042187
604,IL,1990,5,0.60772017225000008,0.118094828323697,0.013946388476803467
605,IL,1990,6,0.32993559120000004,0.06091575511842575,0.0037107292216480127
606,IL,1990,7,0.83470826025,0.027523367901676539,0.00075753578065103843
607,IL,1990,8,0.36836594960000002,0.040335248223478427,0.0016269322492496198
608,IL,1990,9,0.70763600540000005,0.059091316290261021,0.0034917836609156677
609,IL,1990,10,0.35038969025,0.10143718995559757,0.010289503506087984
610,IL,1990,11,0.45617522199999999,0.065226638461793829,0.0042545143650255619
611,IL,1990,12,0.67612922549999999,0.05682330239734551,0.0032288876953401723
612,IL,1990,13,0.34280300480000003,0.054188996139179789,0.0029364473025720421
613,IL,1990,14,0.29606544619999997,0.0489003555297787,0.002391244770938758
614,IL,1990,15,0.40064021160000002,0.055287815638942597,0.0030567425581257057
615,IL,1990,16,0.366741653,0.066712026821354672,0.0044504945226131456
616,IL,1990,17,0.54687563119999993,0.033402167281545894,0.0011157047791043749
617,IL,1990,18,0.3885993935,0.040993617824826502,0.0016804767023679333
618,IL,1990,19,0.63612766180000002,0.050924674520738837,0.0025933224750431874
619,IL,1990,20,0.47338582240000004,0.090763460612816815,0.0082380057824143482
620,IL,2000,1,0.84329842460000004,0.010415824772202339,0.0001084894056852239
621,IL,2000,2,0.86206023825,0.030947492119139147,0.00095774726846417949
622,IL,2000,3,0.75736410625000006,0.017633149921280074,0.0003109279761463395
623,IL,2000,4,0.8577869132,0.015598275150808477,0.00024330618768032922
624,IL,2000,5,0.74923642120000011,0.032876524653214667,0.0010808658732734319
625,IL,2000,6,0.41302701600000002,0.056747021432418172,0.0032202244414513276
626,IL,2000,7,0.85176377640000001,0.012720465075729886,0.00016181023174286375
627,IL,2000,8,0.51709265719999997,0.06549269973446796,0.0042892937185091788
628,IL,2000,9,0.73599152680000002,0.035759217700174026,0.0012787216505284393
629,IL,2000,10,0.42006525960000002,0.079599849149308705,0.0063361359845927022
630,IL,2000,11,0.45488379680000002,0.10298985628026143,0.010606910496628904
631,IL,2000,12,0.69021687475000004,0.050531863155982855,0.0025534691940149773
632,IL,2000,13,0.37495223259999999,0.059259335929340129,0.0035116688947863816
633,IL,2000,14,0.40388285760000003,0.12590952932900251,0.015853209575850943
634,IL,2000,15,0.37022171559999995,0.038301056830371362,0.0014669709543233367
635,IL,2000,16,0.32679708899999999,0.029768916984427369,0.0008861884184257283
636,IL,2000,17,0.56308939875000008,0.078696325984760687,0.0061931117234997205
637,IL,2000,18,0.32211219699999999,0.051713806250524352,0.0026743177569167713
638,IL,2000,19,0.35605637039999999,0.066942337622955927,0.0044812765664258205
639,IL,2010,1,0.73669024100000013,0.0052144088162017974,2.7190059302483031e-05
640,IL,2010,2,0.77167499833333331,0.035355659133632339,0.0012500226327735999
641,IL,2010,3,0.66523025499999999,0.027729999940174582,0.00076895289668208236
642,IL,2010,4,0.80575546750000004,0.034347302481310224,0.0011797371877426193
643,IL,2010,5,0.69411972700000002,0.019132985325783312,0.00036607112747663958
644,IL,2010,6,0.38139760033333331,0.045683827816919327,0.0020870121240059323
645,IL,2010,7,0.85948970899999999,0.022605764361281436,0.00051102058235778184
646,IL,2010,8,0.56261148566666674,0.018454442767926217,0.00034056645787466423
647,IL,2010,9,0.66296813866666671,0.0020469557081749957,4.1900276712301979e-06
648,IL,2010,10,0.50645501199999998,0.019513913285043389,0.00038079281169619292
649,IL,2010,11,0.57493084699999997,0.036151921979287377,0.0013069614627964818
650,IL,2010,12,0.47115928066666662,0.066760891627027003,0.0044570166508356435
651,IL,2010,13,0.43831884599999998,0.052073498559303724,0.002711649252205807
652,IL,2010,14,0.38821155366666665,0.036756183647884473,0.00135101703635701
653,IL,2010,15,0.28235376749999996,0.044668633281947284,0.0019952867992770887
654,IL,2010,16,0.33782326549999997,0.062276350151961687,0.0038783437882497387
655,IL,2010,17,0.56349528800000004,0.035976695596593458,0.001294322626049947
656,IL,2010,18,0.26327354566666666,0.013606953478523779,0.00018514918296671037
657,IN,1970,1,0.69887344879999991,0.085421228106075317,0.0072967862111501525
658,IN,1970,2,0.55312899299999996,0.064400645452492258,0.0041474431346976122
659,IN,1970,3,0.55652819600000003,0.068134781856243679,0.0046423484985979122
660,IN,1970,4,0.44580319660000001,0.078430483570090193,0.0061513407530381882
661,IN,1970,5,0.3765228504,0.040397619205220732,0.0016319676374500188
662,IN,1970,6,0.49006578980000004,0.079056468953457887,0.00624992528338905
663,IN,1970,7,0.39043732740000003,0.041304047874777094,0.0017060243708418785
664,IN,1970,8,0.46671594240000003,0.064403633323023221,0.0041478279852064275
665,IN,1970,9,0.65997690625000005,0.035618478506231302,0.0012686760110988615
666,IN,1970,10,0.5340675842,0.064551175171597447,0.0041668542160342584
667,IN,1970,11,0.55317325560000008,0.04698671635125206,0.002207751513473018
668,IN,1980,1,0.68976873160000007,0.080245552495226635,0.0064393486952641745
669,IN,1980,2,0.56931586340000007,0.038852593975374106,0.0015095240586152764
670,IN,1980,3,0.48577260799999999,0.020551786475453662,0.0004223759273326401
671,IN,1980,4,0.4054107394,0.11737131948485877,0.013776026637616786
672,IN,1980,5,0.46355158279999997,0.1053064477507414,0.011089447937879627
673,IN,1980,6,0.31337647640000005,0.044276378031586482,0.0019603976515959539
674,IN,1980,7,0.36468346200000001,0.044746675880029674,0.0020022650023124294
675,IN,1980,8,0.54292445359999997,0.045598501947744695,0.002079223379878477
676,IN,1980,9,0.68937881199999995,0.026974882867715766,0.00072764430572698556
677,IN,1980,10,0.62277308279999999,0.040373704270189464,0.001630035996496715
678,IN,1990,1,0.68437866320000007,0.068937796996833334,0.0047524198547766027
679,IN,1990,2,0.45462652079999993,0.080573001835784558,0.0064920086248293415
680,IN,1990,3,0.56285133500000006,0.026864071872687096,0.00072167835758089795
681,IN,1990,4,0.43963096339999996,0.10656489602243416,0.011356077064272203
682,IN,1990,5,0.37841084820000004,0.071844291737660285,0.0051616022552860418
683,IN,1990,6,0.24101113800000001,0.03649425555127931,0.0013318306882420807
684,IN,1990,7,0.34647141479999999,0.042055385556272772,0.0017686554542867563
685,IN,1990,8,0.48702382960000001,0.02989839827566361,0.00089391421945020475
686,IN,1990,9,0.57097444720000001,0.074038408897161331,0.0054816859920232578
687,IN,1990,10,0.58301485720000001,0.045905888534304232,0.0021073506021239644
688,IN,2000,1,0.68270386179999998,0.048925722749351232,0.0023937263465463846
689,IN,2000,2,0.53260733319999998,0.093734053567770217,0.0087860727982456178
690,IN,2000,3,0.37648803060000002,0.060310151996657381,0.0036373144338599163
691,IN,2000,4,0.32243064420000001,0.061658434703069101,0.0038017625700326359
692,IN,2000,5,0.29701731119999997,0.03731868696001648,0.0013926843964197039
693,IN,2000,6,0.34426475899999998,0.035317497609245803,0.0012473256373790832
694,IN,2000,7,0.57959433599999999,0.048613426970170737,0.0023632652817841236
695,IN,2000,8,0.51589921519999993,0.10791695111256193,0.01164606833743108
696,IN,2000,9,0.51888788360000004,0.055686238143261263,0.0031009571185480053
697,IN,2010,1,0.65106793799999996,0.030779010439525408,0.00094734748363641398
698,IN,2010,2,0.42340906433333342,0.06010771268676094,0.0036129371244342022
699,IN,2010,3,0.28508755566666666,0.041709809398157806,0.0017397082000306535
700,IN,2010,4,0.33574874166666668,0.017855431320926728,0.00031881642765633117
701,IN,2010,5,0.35696500700000006,0.03545119299677791,0.0012567870848947951
702,IN,2010,6,0.31985725800000003,0.048214904829130281,0.0023246770476820907
703,IN,2010,7,0.60754297133333335,0.034960915451889049,0.0012222656092341344
704,IN,2010,8,0.38382360733333337,0.058070538885519433,0.0033721874864546244
705,IN,2010,9,0.40817388500000001,0.050060521622954643,0.0025060558251623097
706,IA,1970,1,0.45498206540000002,0.093489476624593074,0.0087402822395403357
707,IA,1970,2,0.508487735,0.052524795492869453,0.0027588541415677591
708,IA,1970,3,0.42146588940000002,0.098056202072786175,0.0096150187649390768
709,IA,1970,4,0.62332022760000005,0.057407120763138642,0.003295577514313584
710,IA,1970,5,0.56100752939999998,0.081808885593602665,0.0066926937620671702
711,IA,1970,6,0.60187103880000004,0.087913526249271401,0.0077287880975813305
712,IA,1980,1,0.36596480725000002,0.037583297658976597,0.0014125042629232357
713,IA,1980,2,0.4172430802,0.051006061156537878,0.0026016182747044822
714,IA,1980,3,0.50456052024999998,0.1070265406158382,0.011454680396193665
715,IA,1980,4,0.66744895900000001,0.046178147665014532,0.0021324213217718871
716,IA,1980,5,0.43398057600000001,0.10762972037624927,0.011584156708269606
717,IA,1980,6,0.47830471360000004,0.15886640711523778,0.02523853530970447
718,IA,1990,1,0.39199337359999997,0.056992731528928808,0.0032481714471285562
719,IA,1990,2,0.45549325940000002,0.023808569104595424,0.00056684796280829575
720,IA,1990,3,0.52902968260000005,0.090084385910118109,0.008115196584803086
721,IA,1990,4,0.45715187540000002,0.11143900951873054,0.012418652842515714
722,IA,1990,5,0.3426221903333333,0.046556709622335476,0.0021675272108584651
723,IA,2000,1,0.51669958840000008,0.09029537482192318,0.0081532547142315996
724,IA,2000,2,0.5005412266,0.073044793917816958,0.0053355419184963485
725,IA,2000,3,0.54333727899999995,0.020281355257244948,0.00041133337107057731
726,IA,2000,4,0.39607339220000004,0.043884694449887782,0.0019258664069600117
727,IA,2000,5,0.36742016700000002,0.022004646398158325,0.00048420446310798215
728,IA,2010,1,0.50935214633333337,0.060862788289636316,0.0037042789983890911
729,IA,2010,2,0.54324253433333336,0.021170446573395358,0.00044818780811698729
730,IA,2010,3,0.44194914166666671,0.014521135885190058,0.00021086338739615443
731,IA,2010,4,0.4095181426666667,0.042549063294985132,0.0018104227872806509
732,KS,1970,1,0.30636962249999999,0.075506325814578362,0.0057012052380172621
733,KS,1970,2,0.52684980479999999,0.063690562442547852,0.0040564877442480878
734,KS,1970,3,0.33695403699999998,0.073248502564279463,0.0053653431279092551
735,KS,1970,4,0.52245874999999997,0.18279939001923973,0.033415616991406119
736,KS,1970,5,0.3526926098,0.088937243074467515,0.0079098332056869204
737,KS,1980,1,0.2872731255,0.06664635189049721,0.0044417362203119813
738,KS,1980,2,0.64950212539999996,0.067393129732718215,0.0045418339351709879
739,KS,1980,3,0.36948774325,0.071232647104425534,0.0050740900135036234
