,State,raceYear,AreaNumber,RepVotes,RepStatus,DemVotes,DemStatus,Dem Vote %,Winner,imputedRep,imputedDem,centeredRep,centeredDem
0,Alabama,1972,1,104606.0,Incumbent,24357.0,Challenger,0.188868125,R,104606.0,24357.0,123009.750312,21187.1460301
1,Alabama,1972,2,80362.0,Incumbent,60769.0,Challenger,0.430585768,R,80362.0,60769.0,94500.4068084,52860.4375375
2,Alabama,1972,3,27253.0,Challenger,100045.0,Incumbent,0.785911798,D,27253.0,100045.0,32047.7288613,87025.0040883
3,Alabama,1972,4,46551.0,Challenger,108039.0,Incumbent,0.698874442,D,46551.0,108039.0,54740.9028812,93978.6537727
4,Alabama,1972,5,33352.0,Challenger,101303.0,Challenger,0.752315176,D,33352.0,101303.0,39219.7502286,88119.2862127
5,Alabama,1972,6,91499.0,Incumbent,54497.0,Challenger,0.37327735,R,91499.0,54497.0,107596.783586,47404.68437
6,Alabama,1972,7,0.0,0,95060.0,Incumbent,1.0,D,22580.5,100123.5,26553.1773218,87093.2879887
7,Alabama,1974,1,60710.0,Incumbent,37718.0,Challenger,0.383203966,R,60710.0,37718.0,85374.3924694,29263.7849187
8,Alabama,1974,2,54089.0,Incumbent,27729.0,Challenger,0.338910753,R,54089.0,27729.0,76063.5070709,21513.7465404
9,Alabama,1974,3,0.0,0,63582.0,Incumbent,1.0,D,27253.0,100045.0,38324.9599402,77620.6416615
10,Alabama,1974,4,0.0,0,77925.0,Incumbent,1.0,D,40541.0,124764.5,57011.4189607,96799.4457152
11,Alabama,1974,5,0.0,0,56375.0,Incumbent,1.0,D,33352.0,101303.0,46901.7746276,78596.6701208
12,Alabama,1974,6,54505.0,Incumbent,39444.0,Challenger,0.419844809,R,54505.0,39444.0,76648.5136146,30602.9145854
13,Alabama,1974,7,0.0,0,73203.0,Incumbent,1.0,D,22580.5,100123.5,31754.1833167,77681.5464581
14,Alabama,1976,1,98257.0,Incumbent,58906.0,Challenger,0.37480832,R,98257.0,58906.0,127794.647587,47846.9566748
15,Alabama,1976,2,90069.0,Incumbent,66288.0,Challenger,0.423952877,R,90069.0,66288.0,117145.202007,53843.0561244
16,Alabama,1976,3,0.0,0,106935.0,Incumbent,1.0,D,27253.0,100045.0,35445.6937491,81262.4992451
17,Alabama,1976,4,34531.0,Challenger,141490.0,Incumbent,0.803824544,D,34531.0,141490.0,44911.5785729,114926.593215
18,Alabama,1976,5,0.0,0,113553.0,Challenger,1.0,D,33352.0,101303.0,43378.1520537,82284.3216656
19,Alabama,1976,6,92113.0,Incumbent,69384.0,Challenger,0.429630272,R,92113.0,69384.0,119803.661553,56357.8114611
20,Alabama,1976,7,0.0,0,110496.0,Incumbent,1.0,D,22580.5,100123.5,29368.5644773,81326.261614
21,Alabama,1978,1,71711.0,Incumbent,40450.0,Challenger,0.360642291,R,71711.0,40450.0,100087.339475,31515.0003087
22,Alabama,1978,2,57924.0,Incumbent,49341.0,Challenger,0.45999161,R,57924.0,49341.0,80844.7665174,38442.0674965
23,Alabama,1978,3,0.0,0,74895.0,Incumbent,1.0,D,27253.0,100045.0,38037.124886,77946.0619503
24,Alabama,1978,4,0.0,0,87380.0,Incumbent,1.0,D,40541.0,124764.5,56583.2414782,97205.2720895
25,Alabama,1978,5,0.0,0,68985.0,Incumbent,1.0,D,33352.0,101303.0,46549.5244266,78926.1823554
26,Alabama,1978,6,65700.0,Incumbent,40771.0,Challenger,0.382930563,R,65700.0,40771.0,91697.7618982,31765.0946252
27,Alabama,1978,7,1841.0,Challenger,77742.0,Challenger,0.976866919,D,1841.0,77742.0,2569.49131894,60569.5711744
28,Alabama,1980,1,111089.0,Incumbent,0.0,0,0.0,R,83821.0,40357.75,103973.997103,33805.3507896
29,Alabama,1980,2,104796.0,Incumbent,63447.0,Challenger,0.377115244,R,104796.0,63447.0,129991.994851,53145.8788349
30,Alabama,1980,3,0.0,0,107654.0,Incumbent,1.0,D,27253.0,100045.0,33805.4108521,83801.9047084
31,Alabama,1980,4,0.0,0,129365.0,Incumbent,1.0,D,40541.0,124764.5,50288.2310702,104507.9988
32,Alabama,1980,5,0.0,0,117626.0,Incumbent,1.0,D,33352.0,101303.0,41370.7871699,84855.6584805
33,Alabama,1980,6,95019.0,Challenger,81536.0,Challenger,0.461816431,R,95019.0,81536.0,117864.320763,68297.9869289
34,Alabama,1980,7,43320.0,Challenger,122505.0,Incumbent,0.738760742,D,43320.0,122505.0,53735.3831914,102615.346457
35,Alabama,1982,1,87901.0,Incumbent,54315.0,Challenger,0.381919053,R,87901.0,54315.0,119497.956074,42956.6514973
36,Alabama,1982,2,83290.0,Incumbent,81904.0,Challenger,0.495804932,R,83290.0,81904.0,113229.482729,64776.2420002
37,Alabama,1982,3,0.0,0,100864.0,Incumbent,1.0,D,32043.0,108525.0,43561.1996049,85830.2605864
38,Alabama,1982,4,0.0,0,118595.0,Incumbent,1.0,D,38588.0,132881.0,52458.8699671,105092.935793
39,Alabama,1982,5,24593.0,Challenger,108807.0,Incumbent,0.815644678,D,24593.0,108807.0,33433.2172981,86053.2887687
40,Alabama,1982,6,76726.0,Incumbent,88029.0,Challenger,0.534302449,D,76726.0,88029.0,104305.982614,69620.3824848
41,Alabama,1982,7,0.0,0,124070.0,Incumbent,1.0,D,63135.6666667,123896.666667,85830.4583796,97987.4055359
42,Alabama,1984,1,102479.0,Challenger,98455.0,Challenger,0.489986762,R,102479.0,98455.0,134149.04573,79650.9266879
43,Alabama,1984,2,118153.0,Incumbent,75506.0,Challenger,0.38989151,R,118153.0,75506.0,154666.928836,61084.9918287
44,Alabama,1984,3,0.0,0,120357.0,Incumbent,1.0,D,32043.0,108525.0,41945.5485742,87797.6417531
45,Alabama,1984,4,0.0,0,120106.0,Incumbent,1.0,D,38588.0,132881.0,50513.2112592,107501.851498
46,Alabama,1984,5,0.0,0,140542.0,Incumbent,1.0,D,44484.5,116850.5,58231.961912,94533.0415819
47,Alabama,1984,6,87550.0,Challenger,130973.0,Incumbent,0.599355674,D,87550.0,130973.0,114606.396956,105958.26338
48,Alabama,1984,7,0.0,0,135834.0,Incumbent,1.0,D,63135.6666667,123896.666667,82647.0733991,100233.449937
49,Alabama,1986,1,96469.0,Incumbent,0.0,0,0.0,R,101851.0,76813.3333333,138026.048208,60862.0787574
50,Alabama,1986,2,115302.0,Incumbent,57568.0,Challenger,0.333013247,R,115302.0,57568.0,156254.522886,45613.2808962
51,Alabama,1986,3,27769.0,Challenger,115127.0,Incumbent,0.805669858,D,27769.0,115127.0,37631.8870966,91219.4307556
52,Alabama,1986,4,38588.0,Challenger,132881.0,Incumbent,0.774956406,D,38588.0,132881.0,52293.5380923,105286.589403
53,Alabama,1986,5,33528.0,Challenger,125406.0,Incumbent,0.789044509,D,33528.0,125406.0,45436.3466662,99363.8671497
54,Alabama,1986,6,51924.0,Challenger,139608.0,Incumbent,0.728901698,D,51924.0,139608.0,70366.1675107,110616.643263
55,Alabama,1986,7,72777.0,Challenger,108126.0,Challenger,0.597701531,D,72777.0,108126.0,98625.6562076,85672.2764415
56,Alabama,1988,1,115173.0,Incumbent,77670.0,Challenger,0.402762869,R,115173.0,77670.0,151520.977244,62642.7838203
57,Alabama,1988,2,120408.0,Incumbent,0.0,0,0.0,R,101098.5,74555.25,133004.641,60130.660595
58,Alabama,1988,3,0.0,0,117514.0,Incumbent,1.0,D,32043.0,108525.0,42155.5978731,87528.1075588
59,Alabama,1988,4,0.0,0,131880.0,Incumbent,1.0,D,38588.0,132881.0,50766.1645516,107171.826404
60,Alabama,1988,5,64491.0,Challenger,120142.0,Incumbent,0.650707078,D,64491.0,120142.0,84844.0115605,96897.5065499
61,Alabama,1988,6,68788.0,Challenger,138920.0,Incumbent,0.668823541,D,68788.0,138920.0,90497.1215708,112042.429874
62,Alabama,1988,7,63372.0,Challenger,136074.0,Incumbent,0.68225986,D,63372.0,136074.0,83371.8611994,109747.060198
63,Alabama,1990,1,82185.0,Incumbent,0.0,0,0.0,R,101851.0,76813.3333333,138023.726849,60862.6772434
64,Alabama,1990,2,87649.0,Incumbent,83243.0,Challenger,0.487108817,R,87649.0,83243.0,118777.838554,65957.1928716
65,Alabama,1990,3,36317.0,Challenger,101923.0,Challenger,0.73729022,D,36317.0,101923.0,49215.1052809,80758.201519
66,Alabama,1990,4,0.0,0,129872.0,Incumbent,1.0,D,38588.0,132881.0,52292.6586056,105287.624737
67,Alabama,1990,5,55326.0,Challenger,113047.0,Challenger,0.671408124,D,55326.0,113047.0,74975.2158706,89572.2497093
68,Alabama,1990,6,0.0,0,134412.0,Incumbent,1.0,D,71247.0,124382.5,96550.6128246,98553.8789129
69,Alabama,1990,7,53258.0,Challenger,127490.0,Incumbent,0.705346671,D,53258.0,127490.0,72172.7586819,101016.091674
70,Alabama,1992,1,128874.0,Incumbent,78742.0,Challenger,0.379267494,R,128874.0,78742.0,154166.987774,67644.1469148
71,Alabama,1992,2,112906.0,Challenger,109335.0,Challenger,0.491965929,R,112906.0,109335.0,135065.086221,93925.3867431
72,Alabama,1992,3,73800.0,Challenger,119175.0,Incumbent,0.617567042,D,73800.0,119175.0,88284.0890927,102378.542691
73,Alabama,1992,4,66934.0,Challenger,157907.0,Incumbent,0.702305185,D,66934.0,157907.0,80070.5585276,135651.676448
74,Alabama,1992,5,77951.0,Challenger,160060.0,Incumbent,0.672489927,D,77951.0,160060.0,93249.7700389,137501.233842
75,Alabama,1992,6,146599.0,Challenger,126062.0,Incumbent,0.462339682,R,146599.0,126062.0,175370.720554,108294.892794
76,Alabama,1992,7,36086.0,Challenger,144320.0,Challenger,0.799973393,D,36086.0,144320.0,43168.2877913,123979.620568
77,Alabama,1994,1,103431.0,Incumbent,50227.0,Challenger,0.326875268,R,103431.0,50227.0,93960.5331551,55856.9297538
78,Alabama,1994,2,124465.0,Incumbent,44694.0,Challenger,0.264212959,R,124465.0,44694.0,113068.594127,49703.7374005
79,Alabama,1994,3,53757.0,Challenger,93924.0,Incumbent,0.635992443,D,53757.0,93924.0,48834.8404329,104451.913716
80,Alabama,1994,4,0.0,0,119436.0,Incumbent,1.0,D,103995.25,106405.5,94473.1186549,118332.461404
81,Alabama,1994,5,86923.0,Challenger,88693.0,Incumbent,0.505039404,D,86923.0,88693.0,78964.0574242,98634.5724541
82,Alabama,1994,6,155047.0,Incumbent,41030.0,Challenger,0.209254528,R,155047.0,41030.0,140850.410265,45629.0407111
83,Alabama,1994,7,34814.0,Challenger,116150.0,Incumbent,0.769388728,D,34814.0,116150.0,31626.3209411,129169.219561
84,Alabama,1996,1,132206.0,Incumbent,69470.0,Challenger,0.344463397,R,132206.0,69470.0,121311.093107,76324.6941149
85,Alabama,1996,2,132563.0,Incumbent,74317.0,Challenger,0.359227572,R,132563.0,74317.0,121638.673249,81649.9538295
86,Alabama,1996,3,98353.0,Challenger,92325.0,Challenger,0.484193247,R,98353.0,92325.0,90247.8702962,101434.826316
87,Alabama,1996,4,102741.0,Challenger,99250.0,Challenger,0.491358526,R,102741.0,99250.0,94274.2615081,109043.124959
88,Alabama,1996,5,86727.0,Challenger,114442.0,Incumbent,0.568884868,D,86727.0,114442.0,79579.952286,125734.139109
89,Alabama,1996,6,180781.0,Incumbent,69592.0,Challenger,0.277953294,R,180781.0,69592.0,165883.097008,76458.7320116
90,Alabama,1996,7,52142.0,Challenger,136651.0,Incumbent,0.723813913,D,52142.0,136651.0,47845.0525453,150134.52966
91,Alabama,1998,1,112872.0,Incumbent,0.0,0,0.0,R,121503.666667,66146.3333333,112598.888749,71826.6791477
92,Alabama,1998,2,131428.0,Incumbent,58136.0,Challenger,0.306682703,R,131428.0,58136.0,121795.886136,63128.4548743
93,Alabama,1998,3,101731.0,Incumbent,73357.0,Challenger,0.418972174,R,101731.0,73357.0,94275.3240748,79656.5650236
94,Alabama,1998,4,106297.0,Incumbent,82065.0,Challenger,0.435677047,R,106297.0,82065.0,98506.6904206,89112.3683992
95,Alabama,1998,5,58536.0,Challenger,134819.0,Incumbent,0.697261514,D,58536.0,134819.0,54246.0053478,146396.641628
96,Alabama,1998,6,154761.0,Incumbent,60657.0,Challenger,0.281578141,R,154761.0,60657.0,143418.85393,65865.9468713
97,Alabama,1998,7,0.0,0,136431.0,Incumbent,1.0,D,42294.0,136341.0,39194.3513424,148049.344056
98,Alabama,2000,1,151188.0,Incumbent,0.0,0,0.0,R,121503.666667,66146.3333333,112218.827292,72112.8570505
99,Alabama,2000,2,151830.0,Incumbent,64958.0,Challenger,0.299638356,R,151830.0,64958.0,140227.739748,70817.3338147
100,Alabama,2000,3,147317.0,Incumbent,0.0,0,0.0,R,81910.25,94695.25,75650.9861009,103236.939714
101,Alabama,2000,4,140009.0,Incumbent,86400.0,Challenger,0.381610272,R,140009.0,86400.0,129310.054761,94193.4425566
102,Alabama,2000,5,0.0,0,186059.0,Incumbent,1.0,D,77534.25,124503.5,71609.3830637,135733.949946
103,Alabama,2000,6,212751.0,Incumbent,0.0,0,0.0,R,159297.0,74335.25,147124.140543,81040.4294075
104,Alabama,2000,7,46134.0,Challenger,148243.0,Incumbent,0.762657104,D,46134.0,148243.0,42608.6184913,161614.797511
105,Alabama,2002,1,108102.0,Challenger,67507.0,Challenger,0.384416516,R,108102.0,67507.0,99626.1532467,73784.3128121
106,Alabama,2002,2,129233.0,Incumbent,55495.0,Challenger,0.300414664,R,129233.0,55495.0,119100.355798,60655.3459568
107,Alabama,2002,3,91169.0,Challenger,87351.0,Challenger,0.48930652,R,91169.0,87351.0,84020.8022548,95473.5584228
108,Alabama,2002,4,139705.0,Incumbent,0.0,0,0.0,R,172111.666667,61579.0,158617.077194,67305.082416
109,Alabama,2002,5,48226.0,Challenger,143029.0,Challenger,0.747844501,D,48226.0,143029.0,44444.7916456,156328.921107
110,Alabama,2002,6,178171.0,Incumbent,0.0,0,0.0,R,152660.8,64087.2,140691.275421,70046.5138734
111,Alabama,2002,7,0.0,0,153735.0,Challenger,1.0,D,56454.5,160052.0,52028.1277725,174934.848745
112,Alabama,2004,1,161067.0,Incumbent,93938.0,Challenger,0.368377091,R,161067.0,93938.0,144836.537129,105793.250461
113,Alabama,2004,2,177086.0,Incumbent,70562.0,Challenger,0.284928608,R,177086.0,70562.0,159241.32823,79467.1308634
114,Alabama,2004,3,150411.0,Incumbent,95240.0,Challenger,0.387704508,R,150411.0,95240.0,135254.325132,107259.566671
115,Alabama,2004,4,191110.0,Incumbent,64278.0,Challenger,0.251687628,R,191110.0,64278.0,171852.152277,72390.0716765
116,Alabama,2004,5,74145.0,Challenger,200999.0,Incumbent,0.730522926,D,74145.0,200999.0,66673.5274478,226365.66192
117,Alabama,2004,6,264819.0,Incumbent,0.0,0,0.0,R,152660.8,64087.2,137277.4164,72175.1921583
118,Alabama,2004,7,61019.0,Challenger,183408.0,Incumbent,0.750359003,D,61019.0,183408.0,54870.2133837,206554.626249
119,Alabama,2006,1,112944.0,Incumbent,52770.0,Challenger,0.318440204,R,112944.0,52770.0,100192.382917,60465.5276754
120,Alabama,2006,2,124302.0,Incumbent,54450.0,Challenger,0.304611976,R,124302.0,54450.0,110268.040634,62390.524577
121,Alabama,2006,3,98257.0,Incumbent,63559.0,Challenger,0.392785633,R,98257.0,63559.0,87163.5763593,72827.9036104
122,Alabama,2006,4,128484.0,Incumbent,54382.0,Challenger,0.297387158,R,128484.0,54382.0,113977.883967,62312.6080357
123,Alabama,2006,5,0.0,0,143015.0,Incumbent,1.0,D,100198.5,149386.0,88885.8768926,171171.182818
124,Alabama,2006,6,163514.0,Incumbent,0.0,0,0.0,R,152660.8,64087.2,135425.071983,73433.1318029
125,Alabama,2006,7,0.0,0,133870.0,Incumbent,1.0,D,56454.5,160052.0,50080.6672459,183392.62148
126,Alabama,2008,1,210660.0,Incumbent,0.0,0,0.0,R,127371.0,71405.0,115473.390691,79607.1953529
127,Alabama,2008,2,142578.0,Challenger,144368.0,Challenger,0.503119054,D,142578.0,144368.0,129259.918646,160951.356049
128,Alabama,2008,3,142708.0,Incumbent,121080.0,Challenger,0.459004959,R,142708.0,121080.0,129377.775465,134988.295124
129,Alabama,2008,4,196741.0,Incumbent,66077.0,Challenger,0.251417331,R,196741.0,66077.0,178363.602059,73667.1752305
130,Alabama,2008,5,147314.0,Challenger,158324.0,Challenger,0.518011504,D,147314.0,158324.0,133553.533192,176510.462811
131,Alabama,2008,6,280902.0,Incumbent,0.0,0,0.0,R,152660.8,64087.2,138400.893465,71448.8096075
132,Alabama,2008,7,0.0,0,228518.0,Incumbent,1.0,D,56454.5,160052.0,51181.1364813,178436.955824
133,Alabama,2010,1,129063.0,Incumbent,0.0,0,0.0,R,127371.0,71405.0,109065.487292,85806.7794285
134,Alabama,2010,2,111645.0,Challenger,106865.0,Incumbent,0.489062285,R,111645.0,106865.0,95599.5974651,128418.758961
135,Alabama,2010,3,117736.0,Incumbent,80204.0,Challenger,0.405193493,R,117736.0,80204.0,100815.210777,96380.4626747
136,Alabama,2010,4,167714.0,Incumbent,0.0,0,0.0,R,172111.666667,61579.0,147376.112252,73998.9590425
137,Alabama,2010,5,131109.0,Challenger,95192.0,Challenger,0.420643303,R,131109.0,95192.0,112266.269193,114391.41443
138,Alabama,2010,6,205288.0,Incumbent,0.0,0,0.0,R,152660.8,64087.2,130720.68636,77013.041588
139,Alabama,2010,7,51890.0,Challenger,136696.0,Challenger,0.724847019,D,51890.0,136696.0,44432.4699939,164266.417208
140,Alabama,2012,1,196374.0,Incumbent,0.0,0,0.0,R,103758.0,48278.0,85605.8424972,61269.87524
141,Alabama,2012,2,180591.0,Incumbent,103092.0,Challenger,0.363405632,R,180591.0,103092.0,148997.134702,130834.624016
142,Alabama,2012,3,175306.0,Incumbent,98141.0,Challenger,0.358903188,R,175306.0,98141.0,144636.729937,124551.282695
143,Alabama,2012,4,199071.0,Incumbent,69706.0,Challenger,0.259345108,R,199071.0,69706.0,164244.112953,88464.2678544
144,Alabama,2012,5,189185.0,Incumbent,101772.0,Challenger,0.349783645,R,189185.0,101772.0,156087.639631,129159.404758
145,Alabama,2012,6,219262.0,Incumbent,88267.0,Challenger,0.287020086,R,219262.0,88267.0,180902.756776,112020.135006
146,Alabama,2012,7,73835.0,Challenger,232520.0,Incumbent,0.758988755,D,73835.0,232520.0,60917.7835037,295092.410431
147,Alabama,2014,1,103758.0,Incumbent,48278.0,Challenger,0.317543213,R,103758.0,48278.0,85598.1162638,61278.3832271
148,Alabama,2014,2,113103.0,Incumbent,54692.0,Challenger,0.32594535,R,113103.0,54692.0,93307.5400815,69419.5562256
149,Alabama,2014,3,103558.0,Incumbent,52816.0,Challenger,0.337754358,R,103558.0,52816.0,85433.1205694,67038.3837053
150,Alabama,2014,4,132831.0,Incumbent,0.0,0,0.0,R,199071.0,69706.0,164229.289334,88476.5520782
151,Alabama,2014,5,115338.0,Incumbent,0.0,0,0.0,R,197416.0,102003.0,162863.949964,129470.544022
152,Alabama,2014,6,135945.0,Challenger,42291.0,Challenger,0.237275298,R,135945.0,42291.0,112151.698331,53679.1935262
153,Alabama,2014,7,0.0,0,133687.0,Incumbent,1.0,D,73835.0,232520.0,60912.2854559,295133.387215
154,Alaska,1972,1,41750.0,Challenger,53651.0,Incumbent,0.56237356,D,41750.0,53651.0,47700.5,47700.5
155,Alaska,1974,1,51641.0,Incumbent,44280.0,Challenger,0.461629883,R,51641.0,44280.0,47960.5,47960.5
156,Alaska,1976,1,83722.0,Incumbent,34194.0,Challenger,0.289986092,R,83722.0,34194.0,58958.0,58958.0
157,Alaska,1978,1,68811.0,Incumbent,55176.0,Challenger,0.445014397,R,68811.0,55176.0,61993.5,61993.5
158,Alaska,1980,1,114089.0,Incumbent,39922.0,Challenger,0.259215251,R,114089.0,39922.0,77005.5,77005.5
159,Alaska,1982,1,128274.0,Incumbent,52011.0,Challenger,0.288493219,R,128274.0,52011.0,90142.5,90142.5
160,Alaska,1984,1,113582.0,Incumbent,86052.0,Challenger,0.431048819,R,113582.0,86052.0,99817.0,99817.0
161,Alaska,1986,1,101799.0,Incumbent,74053.0,Challenger,0.421109797,R,101799.0,74053.0,87926.0,87926.0
162,Alaska,1988,1,120595.0,Incumbent,71881.0,Challenger,0.373454353,R,120595.0,71881.0,96238.0,96238.0
163,Alaska,1990,1,99003.0,Incumbent,91677.0,Challenger,0.480789805,R,99003.0,91677.0,95340.0,95340.0
164,Alaska,1992,1,111849.0,Incumbent,102378.0,Challenger,0.477894943,R,111849.0,102378.0,107113.5,107113.5
165,Alaska,1994,1,118537.0,Incumbent,68172.0,Challenger,0.365124338,R,118537.0,68172.0,93354.5,93354.5
166,Alaska,1996,1,138834.0,Incumbent,85114.0,Challenger,0.380061443,R,138834.0,85114.0,111974.0,111974.0
167,Alaska,1998,1,139676.0,Incumbent,77232.0,Challenger,0.35605879,R,139676.0,77232.0,108454.0,108454.0
168,Alaska,2000,1,190862.0,Incumbent,45372.0,Challenger,0.192063801,R,190862.0,45372.0,118117.0,118117.0
169,Alaska,2002,1,169685.0,Incumbent,39357.0,Challenger,0.18827317,R,169685.0,39357.0,104521.0,104521.0
170,Alaska,2004,1,213216.0,Incumbent,67074.0,Challenger,0.239302151,R,213216.0,67074.0,140145.0,140145.0
171,Alaska,2006,1,132743.0,Incumbent,93879.0,Challenger,0.414253691,R,132743.0,93879.0,113311.0,113311.0
172,Alaska,2008,1,158939.0,Incumbent,142560.0,Challenger,0.472837389,R,158939.0,142560.0,150749.5,150749.5
173,Alaska,2010,1,175384.0,Incumbent,77606.0,Challenger,0.306755208,R,175384.0,77606.0,126495.0,126495.0
174,Alaska,2012,1,185296.0,Incumbent,82927.0,Challenger,0.309171846,R,185296.0,82927.0,134111.5,134111.5
175,Alaska,2014,1,142572.0,Incumbent,114602.0,Challenger,0.445620475,R,142572.0,114602.0,128587.0,128587.0
176,Arizona,1972,1,80453.0,Incumbent,59900.0,Challenger,0.426781045,R,80453.0,59900.0,77101.4191334,62622.1713109
177,Arizona,1972,2,56188.0,Challenger,97616.0,Incumbent,0.634677902,D,56188.0,97616.0,53847.2715531,102052.184886
178,Arizona,1972,3,90710.0,Incumbent,53220.0,Challenger,0.369763079,R,90710.0,53220.0,86931.1241295,55638.5969477
179,Arizona,1972,4,82511.0,Challenger,73309.0,Challenger,0.47047234,R,82511.0,73309.0,79073.685184,76640.5468553
180,Arizona,1974,1,63847.0,Incumbent,52897.0,Challenger,0.453102515,R,63847.0,52897.0,64251.5064464,52566.0612901
181,Arizona,1974,2,51886.0,Challenger,84491.0,Incumbent,0.619539952,D,51886.0,84491.0,52214.7268232,83962.4002204
182,Arizona,1974,3,71497.0,Incumbent,68424.0,Challenger,0.489018803,R,71497.0,68424.0,71949.9734741,67995.9199522
183,Arizona,1974,4,78887.0,Incumbent,63677.0,Challenger,0.446655537,R,78887.0,63677.0,79386.7932563,63278.6185373
184,Arizona,1976,1,96397.0,Incumbent,68404.0,Challenger,0.415070297,R,96397.0,68404.0,98558.4991174,66936.0175912
185,Arizona,1976,2,71765.0,Challenger,106054.0,Incumbent,0.596415456,D,71765.0,106054.0,73374.1785446,103778.030665
186,Arizona,1976,3,79162.0,Challenger,88854.0,Challenger,0.528842491,D,79162.0,88854.0,80937.0406458,86947.1508544
187,Arizona,1976,4,93154.0,Challenger,92435.0,Challenger,0.498062924,R,93154.0,92435.0,95242.7816922,90451.3008894
188,Arizona,1978,1,81108.0,Challenger,33178.0,Challenger,0.290306774,R,81108.0,33178.0,71915.6289437,38040.3827457
189,Arizona,1978,2,58697.0,Challenger,67878.0,Incumbent,0.536267035,D,58697.0,67878.0,52044.5784892,77825.8213278
190,Arizona,1978,3,0.0,0,111850.0,Incumbent,1.0,D,76803.5,87986.5,68098.9792323,100881.311003
191,Arizona,1978,4,90768.0,Incumbent,48661.0,Challenger,0.349002001,R,90768.0,48661.0,80480.8133348,55792.4849234
192,Arizona,1980,1,136961.0,Incumbent,40045.0,Challenger,0.226235269,R,136961.0,40045.0,130689.385079,42063.5767611
193,Arizona,1980,2,88653.0,Challenger,127736.0,Incumbent,0.590307271,D,88653.0,127736.0,84593.4686181,134174.87929
194,Arizona,1980,3,65845.0,Challenger,141448.0,Incumbent,0.682357822,D,65845.0,141448.0,62829.8753698,148578.069814
195,Arizona,1980,4,142565.0,Incumbent,85046.0,Challenger,0.373646265,R,142565.0,85046.0,136036.770933,89332.9741348
196,Arizona,1982,1,89116.0,Challenger,41261.0,Challenger,0.316474532,R,89116.0,41261.0,78466.1198312,47740.638326
197,Arizona,1982,2,28407.0,Challenger,73468.0,Incumbent,0.721158282,D,28407.0,73468.0,25012.1983263,85005.4341033
198,Arizona,1982,3,101198.0,Incumbent,58644.0,Challenger,0.366887301,R,101198.0,58644.0,89104.2505799,67853.4692322
199,Arizona,1982,4,95620.0,Incumbent,44182.0,Challenger,0.316032675,R,95620.0,44182.0,84192.8540135,51120.3529367
200,Arizona,1982,5,80531.0,Challenger,82938.0,Challenger,0.507362252,D,80531.0,82938.0,70907.0772491,95962.6054018
201,Arizona,1984,1,162418.0,Incumbent,45609.0,Challenger,0.219245579,R,162418.0,45609.0,131252.144539,59811.1800871
202,Arizona,1984,2,0.0,0,106332.0,Incumbent,1.0,D,32206.0,81787.75,26026.0966581,107255.625955
203,Arizona,1984,3,156686.0,Incumbent,57748.0,Challenger,0.269304308,R,156686.0,57748.0,126620.039153,75730.1415877
204,Arizona,1984,4,167558.0,Incumbent,0.0,0,0.0,R,119800.666667,66823.6666667,96812.5110343,87631.8788196
205,Arizona,1984,5,116075.0,Challenger,109871.0,Incumbent,0.486271056,R,116075.0,109871.0,93801.7502822,144083.715217
206,Arizona,1986,1,127370.0,Challenger,51163.0,Challenger,0.286574471,R,127370.0,51163.0,103326.660868,66678.6132848
207,Arizona,1986,2,24522.0,Challenger,77239.0,Incumbent,0.759023595,D,24522.0,77239.0,19893.039003,100662.381242
208,Arizona,1986,3,146462.0,Incumbent,0.0,0,0.0,R,141654.0,72956.75,114914.303357,95081.5026438
209,Arizona,1986,4,121939.0,Challenger,66894.0,Challenger,0.354249522,R,121939.0,66894.0,98920.8581268,87180.172333
210,Arizona,1986,5,119647.0,Incumbent,64848.0,Challenger,0.3514892,R,119647.0,64848.0,97061.5136445,84513.705496
211,Arizona,1988,1,184639.0,Incumbent,71388.0,Challenger,0.278829967,R,184639.0,71388.0,145108.738482,98116.8029755
212,Arizona,1988,2,36309.0,Challenger,99895.0,Incumbent,0.733421926,D,36309.0,99895.0,28535.429598,137297.277319
213,Arizona,1988,3,174453.0,Incumbent,72417.0,Challenger,0.293340625,R,174453.0,72417.0,137103.508763,99531.0769468
214,Arizona,1988,4,206248.0,Incumbent,0.0,0,0.0,R,119800.666667,66823.6666667,94151.959279,91843.5106241
215,Arizona,1988,5,164462.0,Incumbent,78115.0,Challenger,0.322021461,R,164462.0,78115.0,129251.530545,107362.498801
216,Arizona,1990,1,166223.0,Incumbent,0.0,0,0.0,R,140885.75,52355.25,117394.550735,65452.6271551
217,Arizona,1990,2,39586.0,Challenger,76549.0,Incumbent,0.659138072,D,39586.0,76549.0,32985.455842,95698.7724458
218,Arizona,1990,3,134279.0,Incumbent,103018.0,Challenger,0.434131068,R,134279.0,103018.0,111889.405977,128789.352439
219,Arizona,1990,4,141843.0,Incumbent,89395.0,Challenger,0.386593034,R,141843.0,89395.0,118192.189486,111758.373889
220,Arizona,1990,5,138975.0,Incumbent,75642.0,Challenger,0.352451111,R,138975.0,75642.0,115802.39796,94564.8740721
221,Arizona,1992,1,113613.0,Incumbent,130715.0,Challenger,0.534998035,D,113613.0,130715.0,101505.540278,148418.138454
222,Arizona,1992,2,41257.0,Challenger,90693.0,Challenger,0.687328534,D,41257.0,90693.0,36860.3423485,102975.834685
