,State,year,contestedFrac,avgTurnout
882,RI,1988,1.0,195497.0
883,RI,1990,1.0,173432.5
884,RI,1992,1.0,189261.0
885,RI,1994,1.0,170954.0
886,RI,1996,1.0,174132.5
887,RI,1998,1.0,140167.5
888,RI,2000,1.0,168350.5
889,RI,2002,1.0,160906.5
890,RI,2004,1.0,196136.5
891,RI,2006,0.5,166532.0
892,RI,2008,1.0,211221.5
893,RI,2010,1.0,156331.0
894,RI,2012,1.0,197302.5
895,RI,2014,1.0,157748.5
896,RI,2016,1.0,202483.0
897,SC,1972,0.8333333333333334,109402.39999999999
898,SC,1974,1.0,85734.833333333328
899,SC,1976,0.8333333333333334,132718.60000000001
900,SC,1978,0.6666666666666666,107336.75
901,SC,1980,0.6666666666666666,154155.25
902,SC,1982,0.8333333333333334,114229.2
903,SC,1984,0.8333333333333334,162662.0
904,SC,1986,0.8333333333333334,123772.39999999999
905,SC,1988,1.0,164854.66666666666
906,SC,1990,0.5,127213.0
907,SC,1992,0.8333333333333334,187675.79999999999
908,SC,1994,0.8333333333333334,146364.20000000001
909,SC,1996,0.6666666666666666,182719.25
910,SC,1998,0.6666666666666666,175589.25
911,SC,2000,0.8333333333333334,220952.20000000001
912,SC,2002,0.5,174263.33333333334
913,SC,2004,0.6666666666666666,256576.0
914,SC,2006,1.0,178722.33333333334
915,SC,2008,1.0,309872.0
916,SC,2010,1.0,216308.83333333334
917,SC,2012,0.7142857142857143,270820.20000000001
918,SC,2014,0.7142857142857143,174164.0
919,SC,2016,1.0,281095.42857142858
920,SD,1972,1.0,150496.0
921,SD,1974,1.0,136235.0
922,SD,1976,1.0,146844.5
923,SD,1978,1.0,127761.5
924,SD,1980,1.0,159751.5
925,SD,1982,1.0,275652.0
926,SD,1984,1.0,316222.0
927,SD,1986,1.0,289723.0
928,SD,1988,1.0,311916.0
929,SD,1990,1.0,257298.0
930,SD,1992,1.0,319445.0
931,SD,1994,1.0,295090.0
932,SD,1996,1.0,305940.0
933,SD,1998,1.0,258590.0
934,SD,2000,1.0,309404.0
935,SD,2002,1.0,333679.0
936,SD,2004,1.0,386660.0
937,SD,2006,1.0,328332.0
938,SD,2008,1.0,379007.0
939,SD,2010,1.0,300292.0
940,SD,2012,1.0,361429.0
941,SD,2014,1.0,276319.0
942,SD,2016,1.0,369973.0
943,TN,1972,0.875,140589.85714285713
944,TN,1974,0.625,126124.0
945,TN,1976,0.625,176170.0
946,TN,1978,0.75,135410.83333333334
947,TN,1980,0.625,182858.39999999999
948,TN,1982,0.7777777777777778,136315.85714285713
949,TN,1984,0.5555555555555556,167606.0
950,TN,1986,0.7777777777777778,130765.42857142857
951,TN,1988,0.6666666666666666,167526.5
952,TN,1990,0.5555555555555556,85897.199999999997
953,TN,1992,0.8888888888888888,185476.375
954,TN,1994,0.8888888888888888,157677.25
955,TN,1996,1.0,190301.22222222222
956,TN,1998,0.5555555555555556,109630.39999999999
957,TN,2000,0.6666666666666666,220467.33333333334
958,TN,2002,0.7777777777777778,175800.0
959,TN,2004,0.8888888888888888,245047.0
960,TN,2006,1.0,184489.77777777778
961,TN,2008,0.6666666666666666,266615.33333333331
962,TN,2010,1.0,166289.44444444444
963,TN,2012,0.8888888888888888,247711.5
964,TN,2014,0.8888888888888888,147716.75
965,TN,2016,1.0,256435.66666666666
966,TX,1972,0.5416666666666666,144444.07692307694
967,TX,1974,0.6666666666666666,68579.125
968,TX,1976,0.75,160636.61111111112
969,TX,1978,0.8333333333333334,96307.050000000003
970,TX,1980,0.75,182356.72222222222
971,TX,1982,0.6666666666666666,109592.72222222222
972,TX,1984,0.6666666666666666,199605.88888888888
973,TX,1986,0.6296296296296297,128315.70588235294
974,TX,1988,0.5185185185185185,200591.64285714287
975,TX,1990,0.5185185185185185,155311.57142857142
976,TX,1992,0.8333333333333334,189704.79999999999
977,TX,1994,0.8333333333333334,132791.67999999999
978,TX,1996,0.8,141092.25
979,TX,1998,0.6333333333333333,117823.15789473684
980,TX,2000,0.7,204369.85714285713
981,TX,2002,0.71875,144463.65217391305
982,TX,2004,0.78125,225695.48000000001
983,TX,2006,0.84375,134114.96296296295
984,TX,2008,0.75,239903.16666666666
985,TX,2010,0.8125,144834.19230769231
986,TX,2012,0.8611111111111112,213278.67741935485
987,TX,2014,0.6388888888888888,129246.52173913043
988,TX,2016,0.7222222222222222,237923.19230769231
989,UT,1972,1.0,231670.0
990,UT,1974,1.0,196799.0
991,UT,1976,1.0,258982.5
992,UT,1978,1.0,184655.5
993,UT,1980,1.0,292211.0
994,UT,1982,0.6666666666666666,174256.0
995,UT,1984,1.0,198544.33333333334
996,UT,1986,1.0,142133.33333333334
997,UT,1988,1.0,200393.0
998,UT,1990,1.0,141629.33333333334
999,UT,1992,1.0,231280.66666666666
1000,UT,1994,1.0,156126.66666666666
1001,UT,1996,1.0,216878.66666666666
1002,UT,1998,0.6666666666666666,164965.5
1003,UT,2000,1.0,243815.0
1004,UT,2002,1.0,181129.0
1005,UT,2004,1.0,294010.33333333331
1006,UT,2006,1.0,178906.0
1007,UT,2008,1.0,299226.0
1008,UT,2010,1.0,203068.33333333334
1009,UT,2012,1.0,243045.5
1010,UT,2014,1.0,133631.25
1011,UT,2016,1.0,266736.5
1012,VT,1972,1.0,185986.0
1013,VT,1974,1.0,130903.0
1014,VT,1976,1.0,184660.0
1015,VT,1978,1.0,113916.0
1016,VT,1980,0.0,133201.5
1017,VT,1982,1.0,152487.0
1018,VT,1984,1.0,208385.0
1019,VT,1986,0.0,176326.0
1020,VT,1988,1.0,144267.0
1021,VT,1990,1.0,209856.0
1022,VT,1992,1.0,271904.0
1023,VT,1994,1.0,204025.0
1024,VT,1996,1.0,247529.0
1025,VT,1998,1.0,207143.0
1026,VT,2000,1.0,263013.0
1027,VT,2002,1.0,217693.0
1028,VT,2004,1.0,301729.0
1029,VT,2006,1.0,256838.0
1030,VT,2008,0.0,243623.5
1031,VT,2010,1.0,230409.0
1032,VT,2012,1.0,276143.0
1033,VT,2014,1.0,182781.0
1034,VT,2016,0.0,182781.0
1035,VA,1972,0.8,128822.0
1036,VA,1974,0.7,98959.428571428565
1037,VA,1976,0.6,150006.66666666666
1038,VA,1978,0.5,124170.60000000001
1039,VA,1980,0.5,177736.39999999999
1040,VA,1982,0.8,144177.75
1041,VA,1984,0.6,208961.66666666666
1042,VA,1986,0.6,125853.83333333333
1043,VA,1988,0.7,202799.71428571429
1044,VA,1990,0.5,144159.20000000001
1045,VA,1992,0.9090909090909091,207960.10000000001
1046,VA,1994,0.7272727272727273,173154.5
1047,VA,1996,0.9090909090909091,197863.29999999999
1048,VA,1998,0.36363636363636365,139441.5
1049,VA,2000,0.6363636363636364,230903.71428571429
1050,VA,2002,0.45454545454545453,158817.79999999999
1051,VA,2004,0.7272727272727273,272276.625
1052,VA,2006,0.7272727272727273,216524.125
1053,VA,2008,0.8181818181818182,332917.55555555556
1054,VA,2010,0.9090909090909091,196972.70000000001
1055,VA,2012,1.0,334798.72727272729
1056,VA,2014,0.7272727272727273,199890.75
1057,VA,2016,0.9090909090909091,345461.79999999999
1058,WA,1972,1.0,185186.28571428571
1059,WA,1974,1.0,139230.28571428571
1060,WA,1976,1.0,200523.85714285713
1061,WA,1978,1.0,136871.28571428571
1062,WA,1980,1.0,229852.71428571429
1063,WA,1982,1.0,161715.875
1064,WA,1984,1.0,224564.375
1065,WA,1986,1.0,161854.5
1066,WA,1988,0.875,222291.28571428571
1067,WA,1990,1.0,161585.25
1068,WA,1992,1.0,238730.88888888888
1069,WA,1994,1.0,186718.33333333334
1070,WA,1996,1.0,238906.88888888888
1071,WA,1998,0.8888888888888888,201954.125
1072,WA,2000,0.8888888888888888,256284.875
1073,WA,2002,1.0,187373.55555555556
1074,WA,2004,1.0,300471.55555555556
1075,WA,2006,1.0,226900.0
1076,WA,2008,1.0,323829.22222222225
1077,WA,2010,0.8888888888888888,274877.375
1078,WA,2012,1.0,300626.59999999998
1079,WA,2014,0.9,208502.33333333334
1080,WA,2016,0.8,316545.25
1081,WV,1972,1.0,180300.0
1082,WV,1974,0.75,116364.66666666667
1083,WV,1976,0.75,158513.66666666666
1084,WV,1978,0.75,124270.0
1085,WV,1980,1.0,171458.0
1086,WV,1982,1.0,136404.0
1087,WV,1984,1.0,182287.0
1088,WV,1986,0.75,101701.66666666667
1089,WV,1988,0.75,150074.33333333334
1090,WV,1990,0.75,99760.666666666672
1091,WV,1992,0.6666666666666666,194690.5
1092,WV,1994,1.0,135521.33333333334
1093,WV,1996,0.3333333333333333,205484.0
1094,WV,1998,0.3333333333333333,128493.0
1095,WV,2000,0.3333333333333333,211772.0
1096,WV,2002,0.6666666666666666,144344.0
1097,WV,2004,1.0,239479.33333333334
1098,WV,2006,1.0,151571.66666666666
1099,WV,2008,0.6666666666666666,228840.0
1100,WV,2010,1.0,170314.0
1101,WV,2012,1.0,213784.66666666666
1102,WV,2014,1.0,141769.0
1103,WV,2016,1.0,223155.33333333334
1104,WI,1972,1.0,197773.33333333334
1105,WI,1974,1.0,131253.77777777778
1106,WI,1976,0.8888888888888888,222357.625
1107,WI,1978,1.0,160498.77777777778
1108,WI,1980,1.0,236383.33333333334
1109,WI,1982,0.7777777777777778,170678.42857142858
1110,WI,1984,0.8888888888888888,236342.25
1111,WI,1986,0.6666666666666666,169772.16666666666
1112,WI,1988,0.8888888888888888,231903.875
1113,WI,1990,0.6666666666666666,154322.83333333334
1114,WI,1992,1.0,262743.22222222225
1115,WI,1994,0.7777777777777778,168604.14285714287
1116,WI,1996,1.0,237016.22222222222
1117,WI,1998,0.7777777777777778,188923.42857142858
1118,WI,2000,1.0,277701.44444444444
1119,WI,2002,0.625,216596.39999999999
1120,WI,2004,0.875,358292.85714285716
1121,WI,2006,0.875,263122.85714285716
1122,WI,2008,0.75,360087.33333333331
1123,WI,2010,1.0,263056.375
1124,WI,2012,1.0,355876.25
1125,WI,2014,1.0,291989.625
1126,WI,2016,0.75,362115.5
1127,WY,1972,1.0,146299.0
1128,WY,1974,1.0,126933.0
1129,WY,1976,1.0,151868.0
1130,WY,1978,1.0,129377.0
1131,WY,1980,1.0,169699.0
1132,WY,1982,1.0,159277.0
1133,WY,1984,1.0,184091.0
1134,WY,1986,1.0,159787.0
1135,WY,1988,1.0,174877.0
1136,WY,1990,1.0,158055.0
1137,WY,1992,1.0,191300.0
1138,WY,1994,1.0,185448.0
1139,WY,1996,1.0,201728.0
1140,WY,1998,1.0,168086.0
1141,WY,2000,1.0,202486.0
1142,WY,2002,1.0,176190.0
1143,WY,2004,1.0,232096.0
1144,WY,2006,1.0,185660.0
1145,WY,2008,1.0,238002.0
1146,WY,2010,1.0,177429.0
1147,WY,2012,1.0,224025.0
1148,WY,2014,1.0,150841.0
1149,WY,2016,1.0,231642.0
