,State,cycle,meanPopVote,expSA,expGA,expMM,expEG,expTA,expWA,stdSA,stdGA,stdMM,stdEG,stdTA,stdWA,prOp_SA_GA,prOp_SA_MM,prOp_SA_EG,prOp_SA_TA,prOp_SA_WA,prOp_GA_MM,prOp_GA_EG,prOp_GA_TA,prOp_GA_WA,prOp_MM_EG,prOp_MM_TA,prOp_MM_WA,prOp_EG_TA,prOp_EG_WA,prOp_TA_WA,corr_SA_GA,corr_SA_MM,corr_SA_EG,corr_SA_TA,corr_SA_WA,corr_GA_MM,corr_GA_EG,corr_GA_TA,corr_GA_WA,corr_MM_EG,corr_MM_TA,corr_MM_WA,corr_EG_TA,corr_EG_WA,corr_TA_WA,MI_SA_GA,MI_SA_MM,MI_SA_EG,MI_SA_TA,MI_SA_WA,MI_GA_MM,MI_GA_EG,MI_GA_TA,MI_GA_WA,MI_MM_EG,MI_MM_TA,MI_MM_WA,MI_EG_TA,MI_EG_WA,MI_TA_WA,ndist
47,KY,1980,0.532672368535613,-0.39565,-0.45729999999999998,-0.087465034877039716,-0.011995277738011583,0.06925720236072351,-0.14171296725790203,0.31748410529617316,0.25354119648260592,0.049995230554322138,0.08702527325077121,0.023721692753894592,0.094387060948380092,0.0268,0.0268,0.2823,0.7963,0.0246,0.0,0.4182,0.9472,0.0252,0.4182,0.9472,0.0252,0.5534,0.4158,0.9312,0.52485648093053561,0.582614305059728,0.50472125671497847,-0.22158548793746644,0.50842220136634253,0.52500530142734758,0.22451374241304123,-0.14751522763649066,0.43249443882469008,0.16022488536931787,-0.35495480038934107,0.92135042308274218,-0.086236655751840141,0.1051211597525458,-0.23932462804700422,0.11999074869145956,0.34926451910712686,0.23046103973984744,0.10776185775788338,0.34854054301759851,0.29739047589029299,0.043842890766531278,0.02360966883431756,0.21925583873933771,0.047128759828530695,0.19868533665207533,4.0949805710497644,0.016039347013657369,0.042219822233061977,0.14095494478851428,7.0
48,LA,1980,0.5811562347269057,-0.03005,-0.21390000000000001,-0.0056473564710697501,0.07527729556618365,0.091845294200221209,-0.0055179776618211321,0.44112521651529352,0.6243282538671926,0.058670868242212584,0.079093896228067131,0.032617996516555801,0.093465849228519679,0.0036,0.0138,0.161,0.2921,0.0075,0.0,0.2285,0.3162,0.012,0.3813,0.4988,0.0432,0.1659,0.3959,0.538,0.56802472361062162,0.81558541988881561,0.77219082479723189,-0.32029091726676728,0.81595766734123187,0.75701645722537714,0.41853472566240774,-0.23094840828905658,0.57542815302184336,0.60067107318171686,-0.31595524364486144,0.8990479278301986,-0.20478344777958377,0.60877160000458175,-0.3192023093646047,0.22447454723653695,0.82174605816549284,0.69166672784937688,0.14090747945771576,0.99372296507843239,0.68232268759563197,0.19657290771809224,0.076343743116559448,0.46347555076801722,0.46168009152350864,0.24300410644564077,2.543552648643594,0.078425308683219619,0.5308860642742832,0.22898672531066577,8.0
49,MD,1980,0.6145743869627506,-0.49625000000000002,-0.70050000000000001,-0.048514047685498995,-0.013720419276797421,0.090364038127604296,-0.064690385075440379,0.65803057521956565,0.81906461081142334,0.046942781749419002,0.11127002727840699,0.045040236227280053,0.076968634173737407,0.039,0.0889,0.1431,0.6252,0.0525,0.0,0.1856,0.5626,0.0425,0.3749,0.8481,0.1352,0.5474,0.3375,0.8237,0.50550929431243885,0.61971561464279157,0.7843543720301297,-0.64078453082076881,0.69258948576330159,0.71130815607147302,0.4366995900895479,-0.63235159983382538,0.55850319341953691,0.38513517643555839,-0.69779377839965062,0.75905061559591036,-0.49865953788637102,0.50057231129374913,-0.73983404885826576,0.15721118630147859,0.36740166091392845,0.69326794378382606,0.44917520468747746,0.55392242040432149,0.65179152704804855,0.17142372399605832,0.38804573241877283,0.29151055181204988,0.13049427229287081,0.61265956150737189,0.7482001729809703,0.2257995085835528,0.27003473199749256,0.89625157010244738,8.0
50,MA,1980,0.6402140082185733,-0.34765000000000001,-1.7781,-0.039316754245405663,-0.10379377581314647,0.087159178725659731,-0.02946378770008443,0.46447395094354915,1.0402252625559936,0.023745295312331587,0.043583189005165821,0.024919785222365296,0.046487230031777606,0.1048,0.1048,0.0743,0.575,0.0095,0.0,0.0577,0.9536,0.2209,0.0577,0.9536,0.2209,0.9853,0.1894,0.8055,0.07010533740719023,0.10598078859819104,0.51625274717942671,-0.36190590646769699,0.73541056990384579,0.57562952373051901,0.046575186747111981,-0.6234614125353749,0.036751374188977178,0.019552601960898343,-0.68167808847919187,0.028659486297235599,-0.14429099638152673,0.32449669510075629,-0.27140480479871743,0.0053499195950061328,0.015401634048103352,0.24820550412655162,0.11140683314469468,0.86764390106578304,0.45347696792924536,0.010640077828473968,0.35405731445259059,0.021920982194076344,0.0018971606305566119,0.46687631551804881,-0.0062773719653229539,0.020046138331352058,0.14553853900792302,0.09680030839807903,11.0
51,MI,1980,0.5483406482398421,-1.09165,-1.3455999999999999,-0.050424284674364918,-0.022872428974436466,0.065796883327748329,-0.093224579756363515,0.69099422921069331,0.81585979354315041,0.025532468134180062,0.05238180150072292,0.018850924135691734,0.070763096693868072,0.0151,0.0245,0.247,0.8989,0.0179,0.0,0.2584,0.8576,0.0069,0.3233,0.9754,0.0232,0.6657,0.3253,0.9846,0.52931843316724869,0.60462813419338957,0.73491045425932811,-0.52966929895380155,0.53603377594502621,0.53781646293004215,0.37253038114067677,-0.44349048386057977,0.46402128107266533,0.21401696844064017,-0.5276747257104577,0.70814688174570894,-0.3581617103881603,0.20121558673970183,-0.46289443809519953,0.19506051388192702,0.35632227512552228,0.59079341086755355,0.236931657203105,0.40550777880238198,0.3250937924046442,0.14219959418299799,0.17431105159637283,0.28343849625481055,0.068958896283483534,0.25703053858894492,0.87522028304344279,0.10726037829321623,0.10019617045839001,0.25846705826841826,18.0
52,MN,1980,0.5726037085774676,-0.57115000000000005,-0.65259999999999996,-0.055482383161290907,-0.027413414284537321,0.071679648068971702,-0.08876822448327909,0.5043194536314568,0.5811600594513272,0.041781323889179427,0.07510220922181908,0.025622268789942972,0.090083990632198893,0.0193,0.0387,0.1957,0.7499,0.0195,0.0,0.2323,0.67,0.0261,0.3472,0.8999,0.0631,0.6263,0.3367,0.9126,0.43222231439804815,0.68257268747457789,0.65498233536937989,-0.62167316029873698,0.61366696423046574,0.70167915869885322,0.23138706733714842,-0.4791008288210965,0.42650175909124288,0.20507433799766334,-0.71100180824912451,0.79763858563314771,-0.34992773373508573,0.1608048907157468,-0.60730951551006662,0.10320543484757519,0.45172954171029434,0.41721014498375314,0.42584543277749853,0.6250289157402511,0.53930161215914152,0.055592422062417872,0.22553543148174396,0.24381126659095093,0.073043067080791738,0.65931888972227581,1.169856298338992,0.08626081272616816,0.14673079398094394,0.58283290324309966,8.0
53,MS,1980,0.6415530603045199,-0.11459999999999999,0.0126,0.00026231357904336661,0.024378631293994681,0.10735069068994835,-0.033297587036393433,0.49833891496391963,0.84552512160971738,0.061041504855839035,0.14844371984684379,0.051861928890426859,0.092185033849157799,0.1603,0.1603,0.0981,0.382,0.0692,0.0,0.3825,0.4859,0.2849,0.3825,0.4859,0.2849,0.433,0.3566,0.6206,0.44869881223311198,0.48597777187826235,0.70233861132070885,-0.24177741343604267,0.63017718460556049,0.76251926749653065,0.32311198509905115,-0.16049887727698117,0.47534164321797823,0.34133524996940828,-0.15901377924224075,0.53439636925272627,-0.16522981013189245,0.48983540988179974,-0.35994676996125213,0.12953285540337309,0.21546553692931225,0.52943975672372201,0.2335445987042164,0.44042061183334247,1.0551275081807154,0.092497678843256437,0.12430565081450962,0.24051343448840778,0.10747409884227131,0.21887746255779597,0.42174924740989639,0.066209966507588328,0.23286958057006632,0.74493837041305266,5.0
54,MO,1980,0.5487137946458958,-0.26734999999999998,-0.36109999999999998,-0.023131595420396989,-0.027634521534363358,0.050057395791786065,-0.031902635882704602,0.66749047323028166,0.77463978511284071,0.040285558121370225,0.08720850132241581,0.0224387415914317,0.071278607640874528,0.1214,0.1214,0.1251,0.52,0.0344,0.0,0.3599,0.715,0.183,0.3599,0.715,0.183,0.5821,0.2893,0.684,0.61069051097272098,0.66101485164256157,0.73256412638982016,-0.31414806774404158,0.72847489134583043,0.70148225140253251,0.44624845811923691,-0.25915524102629561,0.575180282060618,0.34262462701941693,-0.28624038768175253,0.7760041395599605,-0.2341031382996322,0.39909624608961647,-0.31933300318111257,0.24013700703219082,0.45237802895320017,0.61316711308917415,0.2790049037941138,0.8405026411258123,0.8843146813235524,0.29276504321178876,0.14296015976896959,0.38686290566603454,0.26921258903672873,0.16148492266334905,1.3131115471461339,0.068657477119554208,0.29740319826004419,0.26628249761278477,9.0
55,NE,1980,0.3511428015639785,0.0154,0.13239999999999999,0.022271199339552336,0.074482523042999987,0.070589338252930858,0.0067151876315562735,0.30646734283316762,0.55758526714128054,0.053710727991874901,0.13535416526160388,0.037558555266272907,0.040253688788946015,0.0823,0.0823,0.0316,0.1403,0.0289,0.0,0.3868,0.339,0.239,0.3868,0.339,0.239,0.2874,0.404,0.443,0.29152348569232733,0.38620340390096453,0.60414067935839944,0.081538778059010997,0.53030287729818726,0.75051947083631987,0.14195661217085814,-0.071469395552122561,0.4280455689361905,0.15211000112354653,0.17508173433459798,0.65868557975155662,-0.082889928058195728,0.24517167070114163,0.18359317276962114,0.051048911048959561,0.14843017434746458,0.3576108409135812,0.12672602559214691,0.26369539963538924,0.93522269189022511,0.026984289981805992,0.063880809710445186,0.23254776460518167,0.039924331351124047,0.52381968462836115,0.99381415459921074,0.036058397274227806,0.072637690068688962,1.306629939972257,3.0
56,NJ,1980,0.5095928335647794,-0.84284999999999999,-0.97519999999999996,-0.056183807814127996,-0.049255664600595356,0.057583877536920396,-0.12221098464120851,0.57983833846157062,0.60267842347989586,0.031485194076884992,0.067263008344137537,0.019741081766590226,0.10402056225607681,0.0092,0.0153,0.1421,0.8476,0.014,0.0,0.1615,0.829,0.0043,0.2208,0.9551,0.0184,0.7639,0.2212,0.9543,0.70774968328368415,0.64057315588521313,0.64040065720705497,-0.54536803024666547,0.56899691687209641,0.5869444573440209,0.42987672280274059,-0.49520941409468944,0.516487908269046,0.34175381708856745,-0.57910989032903215,0.79284933945295899,-0.33054997206165593,0.2873198505804373,-0.46468875340126792,0.38002995890433844,0.45453509208221243,0.41647115331878182,0.29318022636136287,0.50905580425107233,0.40163274552407513,0.17192433083673575,0.2210977519424393,0.4054278553632108,0.14618674887814831,0.34681043032329323,1.4532475027860619,0.10382672644418292,0.18498511393127104,0.28810930581859245,14.0
57,NM,1980,0.4735393002762573,0.33329999999999999,0.40839999999999999,0.076740992299812849,0.088253174133806345,0.10842116318223836,0.13428035167487973,0.29944962348899484,0.28985831329147427,0.055488103999224547,0.11009885832457615,0.040900145694410653,0.11294829736093087,0.0215,0.0215,0.0422,0.0636,0.0215,0.0,0.1484,0.0918,0.0355,0.1484,0.0918,0.0355,0.1744,0.1645,0.1253,0.60411007208874279,0.68722151135685572,0.69132056689103039,0.2370781409656281,0.64952873088002361,0.64133923655744074,0.45268545299586732,0.17751991478690385,0.52686264379957826,0.41152227671644398,0.43245076690968753,0.97420148006994012,0.11920946535092057,0.36095302121236233,0.39762009920586111,0.15199240795674565,0.46879095552773342,0.45330621914035885,0.077929890617753905,0.47798275107355737,0.4421874164822186,0.17009195157111789,0.033156960391193646,0.3356568168493107,0.24678191103978891,0.43161540395086556,6.0821189964025857,0.028133750110404147,0.21339746938240561,0.39601334274218281,3.0
58,NY,1980,0.5460621311637037,-1.6836,-1.794,-0.049885338477016795,-0.0015609076379617729,0.086157150944734848,-0.096554605337955374,0.97104857423990554,1.1975422375603602,0.028919397637813662,0.037896278080262115,0.019266934874235003,0.077390442517348321,0.0117,0.0225,0.4261,0.9376,0.0053,0.0,0.3833,0.8648,0.0158,0.4551,0.9569,0.0337,0.513,0.4602,0.9728,0.71147517647325575,0.72020895589789291,0.74991071519452446,-0.6074090673235617,0.62383009886058838,0.62717839205797199,0.54112215018331722,-0.49808812646449901,0.49873289847006108,0.32610053566754643,-0.52407924847233367,0.68830105284551779,-0.46087914063940083,0.32609360376733343,-0.43427284780336045,0.35920318016595343,0.56215259582346588,0.59380230992620164,0.35482123127956544,0.68863709822004804,0.50621492704815929,0.25580008181484837,0.20788144799783947,0.33746146834235469,0.099142015111253159,0.23575345444995574,0.782104357301174,0.16445052581001224,0.19471228705664942,0.21514754512543383,34.0
59,NC,1980,0.5447713067076576,-0.37030000000000002,-0.30859999999999999,-0.0081282410408757399,-0.086174460304283731,0.044127531454088639,-0.021537851782752675,0.71981228314908408,1.0075056063142653,0.02531881003495055,0.08893272466750278,0.01823136275824172,0.038593866741314556,0.1788,0.1788,0.0722,0.5706,0.0581,0.0,0.312,0.6163,0.2535,0.312,0.6163,0.2535,0.8351,0.2027,0.739,0.55144400039766373,0.595674595865192,0.7876644679032323,-0.40366512049705028,0.73573808851947375,0.76293350455604436,0.4285404974860762,-0.30744135040405607,0.56122102855818967,0.40669277743209453,-0.32042860210902652,0.64931123560479465,-0.29311902358153535,0.58761041231020061,-0.44768364864147769,0.18951486489115615,0.33914948054225402,0.73495274564022817,0.22619567195143941,0.67262714329580353,1.0756897047184624,0.22067623565171446,0.12299032600259507,0.30768919181075149,0.23046836992821279,0.13987418524345377,0.53133085118925716,0.11431567972459736,0.37615476917091545,0.33513711192983731,11.0
60,OH,1980,0.5127589686958407,-0.064199999999999993,-0.1043,-0.01455348959847453,0.015170658335132455,0.047356029304028595,-0.026843349923491668,0.62403309345752889,0.66420300101900787,0.053631912985561442,0.044287954742894216,0.01558835361168491,0.092270939886604481,0.0254,0.0254,0.2316,0.5161,0.0204,0.0,0.3551,0.6415,0.0468,0.3551,0.6415,0.0468,0.3724,0.3463,0.6121,0.86888609996241939,0.78499626178776005,0.6473702251852117,0.20359621695106531,0.78946345901922366,0.74543117376084411,0.54809346203560894,0.18969633399783739,0.74572957728531652,0.48674633492358449,0.14317725623198671,0.92082229068320542,0.12104861425917571,0.47791296131434197,0.12918684126009772,0.60712843842612563,0.95307642210812049,0.41204614816411833,0.089389449644654007,1.0259336419176774,0.96069935605304035,0.26150851790334551,0.062148854334422854,0.83162096952119424,0.28869913155217247,0.074645666004936675,4.5791376681170632,0.024528568581250808,0.30226472566000756,0.035738751407972301,21.0
61,OK,1980,0.6087776168192918,-0.4138,-0.81720000000000004,-0.075275668190211351,-0.014325968191304482,0.098225945282886029,-0.079295678474036554,0.49070728480830239,0.44023123509587025,0.042136934601643319,0.080661999604800971,0.033713480238698433,0.11213523791746652,0.0543,0.076,0.2539,0.6227,0.0176,0.0,0.4384,0.8186,0.0962,0.5266,0.9613,0.1368,0.4655,0.4592,0.8511,0.24417541663047967,0.63950788244193291,0.50892480003202756,-0.6208552798901672,0.6487864838313927,0.59770041436004984,0.060422590194093025,-0.43643552454065676,0.21720481353585117,0.015225807087895662,-0.77588021592256806,0.70490824603994251,-0.21434002360771706,0.066431122451698923,-0.59498626899539186,0.035582205802513235,0.40970224779880893,0.26543181918591757,0.40460533186201009,0.77600671652353537,0.37159225582659416,0.015995884403148523,0.18309905601741175,0.062271329828682345,0.011168560342345561,0.74801041358345655,0.86648106600538832,0.063918620569323584,0.096661029303738641,0.51653011741908628,6.0
62,OR,1980,0.5788100576341104,0.080600000000000005,0.029100000000000001,-0.0033345782633394856,-0.013230317669569187,0.06873473469601328,0.0086575007964153662,0.43442204392874118,0.65772064711772915,0.045693557314044973,0.11866110543290501,0.029326156193696645,0.061942264248431293,0.1701,0.1701,0.0558,0.2125,0.0417,0.0,0.4413,0.5278,0.2944,0.4413,0.5278,0.2944,0.4791,0.3231,0.429,0.38573548051340084,0.51007824295493365,0.7377702469636318,0.069928966800275744,0.70256589903029554,0.75462298152853302,0.21244082563318523,0.17049710350389971,0.41363585743514342,0.26549028811458847,0.10439728102380695,0.60893184940930356,0.094579710453962393,0.49737480649683158,0.06791091386509629,0.089193078247933835,0.24435338458612782,0.64844973270263906,0.1506461967004229,0.61123996770157218,1.016438054470935,0.08236248626137721,0.053735060506370225,0.16484033766658079,0.24517582764854023,0.14950674036894462,0.7475657716133628,0.069355118840168581,0.32268364837996732,0.34955171416768244,5.0
63,PA,1980,0.5173260264432089,0.079750000000000001,0.040599999999999997,-0.00084299418014757667,0.020750580956759392,0.042121420459790344,1.6173009008914141e-05,0.81032746501649322,0.89757016618218877,0.036590246223611789,0.043496863370059695,0.011916383821219395,0.068676091360449942,0.0607,0.0607,0.1461,0.3833,0.0389,0.0,0.2916,0.5121,0.088,0.2916,0.5121,0.088,0.3195,0.2744,0.4801,0.83421743088091138,0.77426071494248772,0.77928071269712829,0.15011516213822831,0.78175235646775665,0.75419259314520171,0.64452017687369989,0.13153149672979181,0.74663934920207031,0.59271742618146173,0.11623098062992836,0.88036687168293415,0.11460432758663303,0.59362706369666141,0.10975863074364332,0.61322106873320603,0.80380683062271285,0.67909336167952028,0.13618851891139161,0.99050515576331355,1.0622641418143979,0.39201181573373101,0.074204372988979417,0.84795977004733114,0.42262708038499119,0.075950859807918117,2.220556916086474,0.064653330975901382,0.43485418536965187,0.0789712930426162,23.0
64,SC,1980,0.5408944136735966,-0.039,-0.054800000000000001,-0.0024577809904715443,-0.0053304828709080342,0.053107004959735721,-0.0063991643119498537,0.5364771950214452,0.59466992797040208,0.038274708515067944,0.11354810628957024,0.026986687168641343,0.064556536918422516,0.0158,0.0402,0.031,0.2973,0.0348,0.0,0.0455,0.1923,0.0123,0.2699,0.5165,0.0961,0.5002,0.2764,0.5362,0.63077110966741434,0.75776421801799043,0.79449784856189387,-0.11733608123007233,0.72088302285482919,0.74399073190469667,0.49536758209093235,-0.093524036227940935,0.69100134242212663,0.59511234832925453,-0.1356425361616794,0.89901098671617574,-0.11506027452416606,0.55680939311577637,-0.16201870457857642,0.26573074634133903,0.65431436309366964,0.76518271877211341,0.23252280261020064,0.72667827841136901,0.60625027634388318,0.28116601637424687,0.14565237915433316,0.54433591743286169,0.36324920970255931,0.50016971704124924,1.928065113775838,0.05716277006871226,0.40453694801226819,0.53574519777998575,6.0
65,TN,1980,0.5543820893662058,-0.96035000000000004,-1.1238999999999999,-0.091542194555318451,-0.05707744842811837,0.10147124212522629,-0.16147780437554252,0.39839521756032348,0.52960063980679672,0.039490785764614733,0.054601453616600099,0.026291815104620534,0.098094690316759547,0.0111,0.0111,0.1214,0.9581,0.0045,0.0,0.1493,0.987,0.0134,0.1493,0.987,0.0134,0.8547,0.1471,0.9944,0.39668164820949786,0.46076754973364437,0.61559929829141768,-0.36871623741016352,0.53372875364982519,0.18839022858942961,0.25310723545605163,-0.31590591030766463,0.31555529042745162,0.038255955083444662,-0.41581793197768352,0.64493348433359587,-0.15851346367204525,0.096385124074249873,-0.4122591899211559,0.10925094731697584,0.30031715850074636,0.37753327231230388,0.13960187634074789,0.36386353305507368,0.10713649631329242,0.052341851091583166,0.094314068341923157,0.1081257141795364,0.010038716808325434,0.15909634831209457,1.0035308131267042,0.012191834974666133,0.0020282115398607462,0.17086240208900555,9.0
66,TX,1980,0.5408186559899886,-3.2074500000000001,-3.6478999999999999,-0.061484979125102521,-0.10628836187131278,0.076739768746919804,-0.13451284677464814,1.0568354591036213,1.2186771957375511,0.01965242001801035,0.04281842536831041,0.016549725353559055,0.072522133988542403,0.0011,0.0011,0.0048,0.9988,0.0002,0.0,0.0063,0.9987,0.0012,0.0063,0.9987,0.0012,0.9944,0.0055,0.9999,0.63092892631164799,0.57290568599060454,0.78794074306868755,-0.65894807582278081,0.52105455664423173,0.36448247922554644,0.54062068587656409,-0.58100906006926367,0.39402197590581967,0.21644650510917066,-0.60576884731280223,0.6133134984329025,-0.48447953107225999,0.24287320484980396,-0.51682497586778076,0.27646785751305131,0.30306550771278185,0.66329227076560804,0.39865980474023882,0.35281690725520026,0.11221017384678052,0.22556029296209526,0.28781503608252296,0.20433015872469537,0.032997756807656042,0.3453481216338144,0.5645208823547555,0.17831927200882103,0.11146945510537289,0.36397256212188434,27.0
67,UT,1980,0.4394399751700521,0.033799999999999997,0.1212,0.016638442835551701,0.073872004140173517,0.072082965165671156,0.012334502993752749,0.44008740915046551,0.60675149339533874,0.050890947372665668,0.18875155309324887,0.040431636062618223,0.066492477013037954,0.0955,0.0955,0.0634,0.2447,0.0509,0.0,0.3127,0.3636,0.1742,0.3127,0.3636,0.1742,0.3091,0.3263,0.4342,0.53279042512672703,0.60988685757662708,0.70268852620408218,0.05404053102809267,0.66509865071543117,0.74056870399733032,0.3738536396377139,-0.022282015719194793,0.59225021659315302,0.38680035474512636,0.12302687147878678,0.8278752824590242,-0.04492994763191429,0.42384585220433046,0.12535655826254177,0.18388086033922518,0.36983513133574863,0.59577409519917701,0.22550655538509135,0.47924329781898101,0.95188001584386384,0.17813409192006285,0.065521062602378888,0.40254286222806723,0.22771668297433006,0.46554804396440602,1.4289449726840668,0.041021003060730643,0.2033853435517497,1.0385852115954985,3.0
68,VA,1980,0.479269004510947,-0.22165000000000001,-0.24990000000000001,-0.0084728299749185793,-0.014749454568884766,0.039511795606214414,-0.018032431441524249,0.74910105642648372,0.81775110008251817,0.027801083761202137,0.089950898353056127,0.017691171394712629,0.060606955502215822,0.0129,0.025,0.041,0.443,0.0187,0.0,0.0587,0.3548,0.012,0.2211,0.6235,0.0537,0.6026,0.2208,0.6158,0.798605917585827,0.82209005842175265,0.85309565577270052,-0.15927354554999909,0.76193916939461637,0.78173029356930945,0.66362543878318614,-0.16568738804780042,0.72120805442892366,0.71537335420420667,-0.15304678340539693,0.87797382087072318,-0.1246101901778509,0.69017907536316125,-0.1908545213823421,0.52792645279964812,0.9072543631750225,1.0970013537168199,0.21976541317142195,1.0865271367525089,0.80833690958954407,0.62433338116443471,0.13441865644128548,0.82043603858050085,0.67634713588458306,0.31761278945982496,1.9777114195148251,0.10308001062244614,0.73302551138845984,0.25233690424955901,10.0
69,WA,1980,0.5508360171731579,-0.62270000000000003,-0.74260000000000004,-0.057908569268038376,-0.03674807774738971,0.072922736500359284,-0.11873654465412899,0.50306064942678641,0.530257821569596,0.038590149359881802,0.070275945237182058,0.025453675606864453,0.11537343825175742,0.0143,0.023,0.1284,0.7709,0.0156,0.0,0.1593,0.7334,0.0106,0.2538,0.9241,0.0332,0.7131,0.251,0.9183,0.56193789517217696,0.72849502031810964,0.69278164492587646,-0.54868676657627868,0.60187811900875277,0.68003929736992208,0.38767372208631751,-0.46693107671270678,0.47963595244649992,0.31415990911205294,-0.63181524958529667,0.85124095657148291,-0.34836210191920025,0.1661658883215209,-0.53011565810156824,0.19402916277508131,0.56791284952833543,0.4928891645618379,0.30768989721373519,0.6661643177479103,0.52554733324693104,0.15318221914649535,0.20964007992097311,0.38257599962591987,0.13361041260233611,0.47186820690538733,1.8049472638532364,0.094704395228155464,0.18346989928808113,0.38535128110167627,8.0
70,WV,1980,0.6350997552573533,-0.02775,-0.019599999999999999,-0.002034167761674391,-0.16703463349696937,0.070864859550131706,-0.0066496032979652666,0.3669038012067114,0.9664932751577181,0.041767695985807048,0.1206206505208544,0.04477386011302073,0.057536605950334267,0.0364,0.0767,0.0729,0.2028,0.0063,0.0,0.2539,0.3145,0.0961,0.4278,0.5153,0.2105,0.9065,0.3857,0.5368,0.35015509170438319,0.49341965763285528,0.71419308420793359,-0.078948809295310993,0.67475958665429125,0.8147918232627972,0.25288573179012369,-0.051877709740759032,0.36056999106108484,0.34552264437944097,-0.095785208395991653,0.49220166056188674,0.19163117289878018,0.44799692196796781,-0.14137374107953044,0.077659269529561717,0.20910915478650915,0.57744231312904559,0.17771609659977244,0.62693086367328998,0.92132602597673308,0.083171754821321331,0.25150542740087944,0.27222878773942327,0.10240037979020108,0.83983187011978222,0.57623128847868899,0.045030198756083904,0.33526840542228836,0.73204427736567101,4.0
71,WI,1980,0.494086988649819,-0.37009999999999998,-0.37240000000000001,-0.058874606921482518,-0.049700297268565272,0.055238964680795789,-0.098943056619885852,0.39190732212464913,0.42016174693724673,0.05444403550113542,0.053439924944745053,0.019225934989809762,0.096343152005859703,0.002,0.002,0.0156,0.7987,0.0029,0.0,0.0608,0.8468,0.0062,0.0608,0.8468,0.0062,0.8302,0.0614,0.8476,0.90662966582967952,0.70461208463967184,0.83414680890210668,-0.25720342668570317,0.71694122186399722,0.6582173487024009,0.75523451718970702,-0.22375764810794449,0.67360761105997846,0.62043532347839025,-0.36660192799944585,0.9051879062709971,-0.2281598719464617,0.62916035538174708,-0.22651753956234097,0.47227625760419839,0.76040659586996817,0.77580863416827461,0.09530760451904946,0.77306679613623819,0.62579033230315573,0.53623787544667212,0.055166887606217241,0.59763545547903041,0.58429597696981683,0.18935832435780978,6.328900914574759,0.047779640954161033,0.5675679883826642,0.10386850656187842,9.0
72,AL,1990,0.4813514692661968,0.1842,0.14560000000000001,0.0064906102389915288,0.01930290083493846,0.069341196562042046,0.0180684633674142,0.57801710214926838,0.6745710819583518,0.058117807142950742,0.10281613154871407,0.025406403468257881,0.091604769892178015,0.0846,0.0846,0.0677,0.2684,0.0597,0.0,0.2658,0.4578,0.1169,0.2658,0.4578,0.1169,0.4328,0.2443,0.3903,0.7024834613139681,0.71837506202449675,0.8182179373879076,0.33361612002021612,0.7279956990939549,0.76371425722266018,0.58638421275237929,0.34019614942801113,0.71382621176021466,0.59515157176634026,0.25126812943951737,0.90155876942772384,0.26270842357344626,0.6052115247599299,0.2973354091792203,0.34728704151709477,0.60659421726725316,0.81787579443014846,0.24341031190442441,0.71522197452853242,1.023305375772724,0.31009143675208306,0.13761890662258791,0.67142783580206467,0.39768101558714297,0.18313304706275693,2.1388179972765746,0.10494728319987695,0.43273591292068508,0.24536584650215582,7.0
73,AZ,1990,0.4060133337297319,-0.11475,0.27360000000000001,0.012562477440541665,0.072697092422646006,0.082660987193002758,-0.034495362705836849,0.53970970544971275,0.78511443781658141,0.034015213131537242,0.095503576816647423,0.027051083039187743,0.067934695257419145,0.1207,0.2262,0.2477,0.4264,0.0697,0.0,0.1428,0.1436,0.2104,0.3195,0.3462,0.3959,0.2437,0.498,0.6797,0.3264063527262992,0.52240249195045829,0.60358036764212541,-0.12364750848087237,0.64453030122286925,0.7846600327357296,0.27534431842093166,0.14520394563683969,0.2666419020183467,0.37844095802317063,0.10171087637154837,0.43268740201486972,-0.088230298738983151,0.16329978089426081,-0.23290972404168692,0.065782535022730487,0.26664454617051692,0.41793589216053484,0.17107105876823603,0.58210960406478918,0.78905315149277055,0.081848448795427797,0.17993882983929654,0.10030418419292997,0.16209419961191426,0.32644026366582007,0.27001199321525399,0.056343301269840308,0.079928473507605013,0.25191340636114984,6.0
74,AR,1990,0.5125141447905862,-0.091700000000000004,-0.12280000000000001,-0.0074655590997598897,-0.032543904921624657,0.048242817588579581,-0.011942450791655748,0.44436567833892004,0.4590656098243609,0.03078435446270044,0.1474305855411232,0.027808513278275052,0.047710863033849284,0.0081,0.0262,0.0348,0.2907,0.0217,0.0,0.0229,0.1668,0.0066,0.2986,0.5945,0.0952,0.5763,0.3106,0.5705,0.587281031550829,0.71964073088001912,0.74005841492385493,-0.20806094189577268,0.7009673071212208,0.64441099847620553,0.45583703771749218,-0.28109797346405996,0.6580643242663845,0.55040035684728594,-0.21403260880193775,0.87212279555638306,-0.16379256629994571,0.52971025337259148,-0.29529828168381256,0.20942096012822056,0.57028250343105391,0.64258461212877327,0.21217203685721753,0.62554962656365809,0.40350636672135715,0.23836323849298624,0.15683398046988628,0.40461924799643056,0.31897934755849139,0.84808430918593625,1.7887183562813291,0.065459788788694254,0.34949290585639747,0.81902703355660866,4.0
