,State,cycle,meanPopVote,expSA,expGA,expMM,expEG,expTA,expWA,stdSA,stdGA,stdMM,stdEG,stdTA,stdWA,prOp_SA_GA,prOp_SA_MM,prOp_SA_EG,prOp_SA_TA,prOp_SA_WA,prOp_GA_MM,prOp_GA_EG,prOp_GA_TA,prOp_GA_WA,prOp_MM_EG,prOp_MM_TA,prOp_MM_WA,prOp_EG_TA,prOp_EG_WA,prOp_TA_WA,corr_SA_GA,corr_SA_MM,corr_SA_EG,corr_SA_TA,corr_SA_WA,corr_GA_MM,corr_GA_EG,corr_GA_TA,corr_GA_WA,corr_MM_EG,corr_MM_TA,corr_MM_WA,corr_EG_TA,corr_EG_WA,corr_TA_WA,MI_SA_GA,MI_SA_MM,MI_SA_EG,MI_SA_TA,MI_SA_WA,MI_GA_MM,MI_GA_EG,MI_GA_TA,MI_GA_WA,MI_MM_EG,MI_MM_TA,MI_MM_WA,MI_EG_TA,MI_EG_WA,MI_TA_WA,ndist
10,IA,1970,0.5286679879540381,-0.093799999999999994,-0.1072,-0.0043967098856793965,-0.053794811380365785,0.060321194427199257,-0.0071297045908117578,0.80546038800406827,0.94519706926649694,0.03801861243016659,0.15903216257679856,0.031691299495148234,0.079188845033381222,0.0226,0.0422,0.0641,0.4007,0.0327,0.0,0.0742,0.3275,0.0263,0.2196,0.5506,0.0865,0.6258,0.2319,0.5503,0.7922501808176351,0.82260935697659487,0.84019689937465403,-0.09794718589275643,0.78159169621231173,0.80256609390875489,0.66937927632035144,-0.10309528162769901,0.73795529456241238,0.68508461980792168,-0.095991495361570159,0.89864938138545247,-0.046470988137180251,0.65792297688587342,-0.075803314467808539,0.51968503142152822,0.92481833243593059,1.0424042342659934,0.28584543011210217,0.9944491558299039,0.90631698618570677,0.61086201523011008,0.20225565873709339,0.79369443854451693,0.56916922269347592,0.49944534075014113,1.8348810957373076,0.11342694513734564,0.56267131323868269,0.51731476559808798,6.0
11,KS,1970,0.4075340148253909,0.14030000000000001,0.5282,0.037622927006072705,0.073396496038811293,0.084640812602529647,0.0186416507210725,0.61298734517813247,0.71781354516933094,0.048495203826364908,0.14277602773173423,0.04162204309917357,0.077824694367101349,0.1862,0.1862,0.1071,0.2679,0.0931,0.0,0.3104,0.2016,0.265,0.3104,0.2016,0.265,0.3152,0.299,0.3942,0.47263481214094843,0.51264142082575381,0.73108404083047662,0.20001726083582738,0.6462906094282358,0.66321507200204521,0.44286574483226876,0.35534157876424149,0.52842422946755196,0.29524876675970746,0.31385786117714809,0.68978703430342025,0.052630467553926731,0.44842737403628602,0.20063799486059974,0.14899025639850264,0.24174777443481638,0.60537666987502725,0.20130739787078478,0.49803435039172239,0.7818452971212132,0.21289167622230645,0.16462794117405477,0.29078840025725849,0.11119385285831949,0.25452534979140812,0.72135378672682893,0.026152798879537031,0.23932533448839136,0.58493334854261569,5.0
12,KY,1970,0.5587860563100105,-0.62024999999999997,-0.85909999999999997,-0.074077849977581905,-0.048725431472460022,0.082631270202844137,-0.12286560550294616,0.55040460755993159,0.56513637992328125,0.040767920701147146,0.094894521317555755,0.030912714370809249,0.11681031155621699,0.0527,0.0527,0.1337,0.7705,0.0431,0.0,0.293,0.9576,0.0446,0.293,0.9576,0.0446,0.697,0.2846,0.9454,0.52445785260288391,0.48958908223555769,0.75736273677180688,-0.53419711051580721,0.54124453588204957,0.41202331368314454,0.41023192250613438,-0.58016925319633372,0.51620992489718864,0.17609938852531282,-0.60168399415125728,0.68431444208807368,-0.33128392087857722,0.24535349656924574,-0.66998718385467193,0.21495471832210752,0.25243106319410075,0.62809934817064783,0.31527230455594069,0.39040091411665856,0.29871558252108299,0.14761201752654046,0.29135622835581826,0.32601840865055604,0.030573040398752561,0.35110028235807805,1.091918739925104,0.085928658838106325,0.076950511226442059,0.51617896754447756,7.0
13,LA,1970,0.5149963258850622,-0.127,-0.079200000000000007,-0.0045582329978682357,-0.011279651889610826,0.080133641796090921,-0.017178574766700837,0.60154566386814878,0.77122424669084955,0.037866938299901252,0.090368889726192933,0.031762349248316724,0.076596599658752068,0.016,0.0308,0.0287,0.3732,0.0325,0.0,0.0863,0.2855,0.0271,0.2528,0.5416,0.0963,0.5396,0.2581,0.6321,0.72958835831907576,0.79266471459399124,0.8509683322502718,-0.30798703001578293,0.75471582871590448,0.79700856712332169,0.61155842862505472,-0.22834046445761683,0.70393609431645943,0.65834364251174882,-0.24606600011047841,0.88192171963182109,-0.27575901757848686,0.64608325317284931,-0.28279621043817404,0.40444933614545753,0.77929755422050073,0.95903039705281545,0.15281189616345481,0.81601285651062327,0.80569718768994014,0.37096804176095338,0.1084777654137989,0.69173172306068542,0.44273068079625588,0.17731930794620585,2.1224016969578301,0.12404995245734746,0.51382306923641219,0.24397997912941105,8.0
14,MD,1970,0.6049544654432731,-0.33679999999999999,-0.3669,-0.040903824254906365,0.04055312048134966,0.07900764232211463,-0.061980539168507265,0.62761863461424683,0.70677743557243211,0.065113270611724103,0.10125924970564736,0.037957627400680122,0.11077539155617809,0.0423,0.0838,0.2457,0.5504,0.0502,0.0,0.2597,0.4531,0.0406,0.4695,0.7289,0.1172,0.3456,0.4547,0.7427,0.51410669142547938,0.69827477495331258,0.7206214232896232,-0.52779944221027209,0.66141763344142235,0.78597914664326329,0.33828288815849694,-0.39829064017557508,0.58043222738718159,0.38272688363118473,-0.56300016190908841,0.85549778295997803,-0.34147153799013202,0.34823288972987315,-0.56126513372580278,0.16012259997336237,0.51590453797537417,0.54819067776768393,0.42450643275296529,0.66055654744147974,0.78728406324561451,0.081353236324027814,0.24456003269244589,0.42361118635160838,0.14958119311807241,0.65252116862054776,1.4140598998451439,0.12246608300522789,0.22146705681587292,0.71928968389735415,8.0
15,MA,1970,0.6337402184093665,-0.79925000000000002,-1.2324999999999999,-0.057428193210580653,-0.024728539805469959,0.084256404410149963,-0.067463603769948824,0.64534183508309051,1.0154540189917358,0.039006637895983201,0.057048125869860689,0.029520729717962546,0.063500610153983797,0.0538,0.0878,0.1846,0.8098,0.0191,0.0,0.2289,0.7664,0.0708,0.3138,0.9255,0.1155,0.6907,0.2721,0.9298,0.2396406134141231,0.4153053915523669,0.60224202808505656,-0.53813114824212271,0.65704374639163743,0.66167993760507937,0.23781878647146906,-0.68378351042734531,0.19722399206954017,0.16965443739233746,-0.73282033270290903,0.26750252485229392,-0.37687619532431227,0.36366296593784236,-0.48529881861661456,0.033054620066531912,0.1727763033731371,0.31829054723306438,0.26819808487891339,0.60717073245951969,0.5628827892800301,0.069604408949382024,0.45522660685319494,0.037482727496375823,0.029659691486356835,0.6292979490981403,0.10356280137400162,0.11354335918760144,0.1658044988762096,0.24636080251477047,12.0
16,MI,1970,0.5426127970547517,-0.18875,0.073499999999999996,0.00040413273920635067,-0.0036395102765241069,0.071729347389624484,-0.0097188977114188394,0.97130982790157017,1.146267483144441,0.032823519904226252,0.062991615017566879,0.020266461374247306,0.048529502928740892,0.1692,0.1692,0.109,0.5007,0.1104,0.0,0.3044,0.4814,0.206,0.3044,0.4814,0.206,0.5294,0.2658,0.6012,0.65051463556748823,0.65456925978288649,0.8205655047872451,-0.22580186248007394,0.73076244445015925,0.77427049431482819,0.52572488592860844,-0.13555453442572601,0.71997101368341054,0.52714014929872755,-0.17136001173949911,0.80987309481797198,-0.18263972284367289,0.61145977061125412,-0.26007674811423326,0.31484841614383319,0.44455425138426624,0.79619721968309165,0.14294495486836506,0.67121066171264276,1.117966731411691,0.24773116878100354,0.08259591228575669,0.59926804539436973,0.32750080871582365,0.076391800770688287,0.94564966985166821,0.06259108229011752,0.40724759202447341,0.1653877268176096,19.0
17,MN,1970,0.5319365884678126,-0.28184999999999999,-0.30049999999999999,-0.028715696456990333,-0.01477108780404952,0.056308234369310296,-0.046177897356993847,0.53834427549282582,0.66305634328572505,0.043500636814349715,0.082748820396434219,0.02369045401007289,0.087090978410687511,0.0121,0.0232,0.082,0.5204,0.0204,0.0,0.0964,0.4008,0.0097,0.286,0.7534,0.0549,0.5772,0.2871,0.7569,0.69036820863074877,0.77957364103451943,0.77879579916942088,-0.34144978885578392,0.71754588413032128,0.76264675041271235,0.53656100496116221,-0.29065144073387189,0.6792600092333827,0.55677108689398014,-0.42416037041598675,0.88967317470901064,-0.25090190256183059,0.51076846691741595,-0.40558782437075636,0.3327435409280331,0.7217059047786859,0.70037181902140744,0.22139869696074338,0.75371230996764549,0.66569774003730287,0.26607956704664115,0.12497182956165878,0.62504992013373439,0.31580519678177515,0.45955588316154944,2.0581953994031195,0.068104346049377068,0.35475973112716608,0.39385453715255908,8.0
18,MS,1970,0.5732978312226799,-0.10635,-0.37559999999999999,-0.055328231331241616,0.039587142592486017,0.11188382307415129,-0.044436463648026267,0.39144603778816051,0.35119364131112873,0.047811677548975223,0.076349353768818157,0.031164176869642984,0.10492375387474229,0.1505,0.1505,0.2059,0.4095,0.0813,0.0,0.6381,0.8764,0.2399,0.6381,0.8764,0.2399,0.2859,0.528,0.6503,0.33777150471323564,0.58244624775584397,0.59017358679046084,-0.052370545211471893,0.62735577584506708,0.63649291480962311,0.14107322411394391,-0.050766886916673158,0.37577836430173089,0.099414766793225959,-0.22001526150845158,0.85686502211113624,-0.0075160163838223311,0.074869029894354608,-0.086392128713429397,0.075369386378467518,0.39887847456916303,0.31273454990221328,0.078192247067778498,0.43771018732948974,0.54042587054403868,0.03345748668959414,0.010513971102159902,0.1920217390061551,0.041946249572399549,0.07943512743783683,2.8088602119973256,0.0060932045424521887,0.030486541256654252,0.17546891333603584,5.0
19,MO,1970,0.6014555851245339,-0.38865,-1.1779999999999999,-0.034118131608379905,-0.10380490484353161,0.069057714378350107,-0.024245733005093761,0.88628704603689057,1.2192885903126653,0.033012387459048817,0.089096146592599373,0.030687191651730381,0.057766241878469633,0.1473,0.1976,0.1676,0.5167,0.1261,0.0,0.1167,0.7195,0.1714,0.1878,0.8492,0.2526,0.881,0.2962,0.6794,0.44174579586936935,0.52428011702876942,0.71918108150427329,-0.4238432811503024,0.60476179671216335,0.75623921798928528,0.37221304606132249,-0.60026536846690892,0.50422718988245574,0.30102918345099189,-0.6640714202585597,0.64396384513009031,-0.23431788155470026,0.36104241420915478,-0.51551850878864036,0.13673467053897981,0.26376587026995768,0.56124088641209946,0.2186607844547418,0.39711503974038165,0.79960437195687473,0.12794752365324932,0.43395584537199344,0.25340255705952147,0.087788938452058402,0.60335143954471182,0.47929906639826553,0.040346460019244759,0.088703628025587969,0.52591956660692818,10.0
20,NE,1970,0.36176431365347933,0.025850000000000001,0.1396,0.015804505185183386,0.066981347493809532,0.092822008079486998,0.0045313562983278956,0.38925817871044055,0.68538953587108997,0.05758456293538939,0.16945153162109647,0.053304301969102026,0.072083327121371055,0.1177,0.1177,0.03,0.2026,0.0336,0.0,0.397,0.3938,0.2496,0.397,0.3938,0.2496,0.333,0.3252,0.4452,0.39366344980987578,0.43242199096103545,0.72380780402399347,0.094380106274738723,0.6255271182117863,0.7430239332135824,0.28053363655294639,0.1142272743153548,0.43345473528774409,0.25822495360584863,0.1548973408247025,0.53399197726679537,-0.074711787393625467,0.44919068652121419,0.069058369513154916,0.10392426789954144,0.17483714101982362,0.59786565158582783,0.16754591013903802,0.44945491361777989,1.0001874928391081,0.090747638266718833,0.10912222267427518,0.26303589064759891,0.12778293278062156,0.3811934163684797,0.69290154835125728,0.064816676485898742,0.19610579928960778,1.3499855543040464,3.0
21,NJ,1970,0.5416208196671157,-0.76090000000000002,-0.85850000000000004,-0.025757872477668631,-0.055761755709990812,0.059416350055764247,-0.047282041545350657,0.9791205532036239,1.1971303446601838,0.034575493186985141,0.075884985415926087,0.024871891205882787,0.059211981688736801,0.1054,0.1054,0.0708,0.7108,0.0623,0.0,0.2026,0.7699,0.1298,0.2026,0.7699,0.1298,0.7751,0.177,0.8235,0.7081099045044128,0.68921266951230031,0.82653217021685121,-0.55886304052584557,0.71932453019297737,0.73966627832587284,0.59382501394525888,-0.49233243298755242,0.69224930967635556,0.51241830216406881,-0.52777290775324104,0.79141558377057886,-0.4383590712338078,0.54355630278627121,-0.60546204095291078,0.3790541503200992,0.52551060607053179,0.85923551780144458,0.38350792270128126,0.73634786366387761,0.94677501472182368,0.35667467908787648,0.28336346355277497,0.62011922688719701,0.26740600608124232,0.30963194885315953,0.91709391536422091,0.18772811770824838,0.36014827521658577,0.5610655437974853,15.0
22,NY,1970,0.5583664556633787,-1.7496499999999999,-1.5219,-0.026866405589495917,-0.0081409887628571022,0.09458833272121657,-0.067027207835143057,1.292678219510919,1.6775284796926753,0.029591644335732459,0.04620236375770239,0.020489868693295814,0.047844166020774397,0.1138,0.1138,0.3267,0.8817,0.0456,0.0,0.3437,0.818,0.1419,0.3437,0.818,0.1419,0.5679,0.383,0.9443,0.66583999888249312,0.66194314999469239,0.66418973457005936,-0.5898549683481723,0.72486339711041448,0.75326326169385438,0.4901537584749211,-0.50835295362829724,0.67977195313467953,0.39707715998709209,-0.51287864966255214,0.7193594858806055,-0.45231331964167404,0.52246645964694416,-0.61293593904100219,0.31799040536534651,0.45061933952438399,0.42564561843788956,0.34265597547724014,0.65743873799853791,0.9686148717457348,0.21453082692383948,0.24249675410000612,0.55755930974681089,0.16050995590300987,0.21733456716674418,0.64623221018921717,0.1494476852293268,0.30560470699824782,0.39666596262062431,39.0
23,NC,1970,0.5759108819486015,-0.55300000000000005,-0.52769999999999995,-0.018123581689073243,-0.068199635347896026,0.054159837236282371,-0.044529474859439366,0.67671027307066045,1.03568333673831,0.034088413358195173,0.078831477505636557,0.022479318562889941,0.046385488964050217,0.1749,0.1749,0.0515,0.6827,0.0635,0.0,0.2863,0.6917,0.2417,0.2863,0.6917,0.2417,0.8038,0.183,0.8562,0.46366682468024112,0.51081027490193565,0.77514643213657985,-0.57933628424323091,0.65601194590422629,0.73583178003321081,0.37542081763496271,-0.47745406846029559,0.50726453935091698,0.34336843128477457,-0.50117745145726622,0.5760789419393777,-0.43137019395509996,0.50080397004849886,-0.69698649866680684,0.13264752335435656,0.23841683287406429,0.64878426946597567,0.38086198211986666,0.48779465740218986,1.0028687418478708,0.13993630556831338,0.21380010123836546,0.24527554771489135,0.13345656964284902,0.29894031688029082,0.40264268958002652,0.14442163146639392,0.25099602859309039,0.66774420713606641,11.0
24,OH,1970,0.4763200663524034,1.5589,1.5983000000000001,0.047608454640280726,0.052260633083767015,0.079953115937151001,0.10448509399691731,1.1790334185171334,1.3022314274617501,0.036867183914540358,0.057696810222168368,0.020371923061911212,0.10796724338444949,0.0314,0.0314,0.0833,0.065,0.0162,0.0,0.1348,0.1036,0.0443,0.1348,0.1036,0.0443,0.1828,0.1267,0.0793,0.87698140881213682,0.7060383349757523,0.88128354081650639,0.60695624285068828,0.65860691085831957,0.66257537629388186,0.76983691675276789,0.57086099347090014,0.62723632992135725,0.51874455074480041,0.52448280474337894,0.6854592089992142,0.5150800072816033,0.46824055021750499,0.47564423952549223,0.75979754707391223,0.58315428675837411,1.0934401919523875,0.41209878926896459,0.87868057445379677,0.6650747780027082,0.66104002384535299,0.35436220050938411,0.73803260467808007,0.29434659674057284,0.28017150392284679,1.0926480518171704,0.25058613417493791,0.44066106551357986,0.27980741988987018,23.0
25,OK,1970,0.6138915409089545,-0.11355,0.027699999999999999,0.00072567195609452332,-0.052191065478718192,0.089380249781119234,-0.022461315670895231,0.57503431545116923,1.0093733667277665,0.051259371845146652,0.13499694341307064,0.043811809565564463,0.10005404478192408,0.073,0.1336,0.0336,0.3966,0.0165,0.0,0.197,0.296,0.1238,0.344,0.4902,0.2344,0.6626,0.2102,0.587,0.50949778599397788,0.67819327090873982,0.81939567600423624,-0.19092612689280847,0.80865064501830297,0.81470136866544585,0.40382248994977737,-0.11540112923324872,0.4733923400309768,0.52460717380018651,-0.11423336182170893,0.61810594742599823,-0.037264970350709012,0.71841712913585665,-0.18568221642715221,0.15812635223234253,0.47726844039880001,0.89255184719267233,0.34387621710157767,1.0073442884037231,0.93743952395744135,0.17485746226484275,0.20468003399957535,0.2623788358561091,0.29864410113524881,0.48096951322428716,0.53008273913707282,0.14076091003548324,0.63798892991200962,0.50389191040540993,6.0
26,OR,1970,0.6042135148308192,-0.041799999999999997,0.0071999999999999998,-0.0017090970420249227,-0.090413626156831212,0.069254357087156895,-0.00831265154978773,0.48065149805889362,0.67527309984623085,0.045774530171426117,0.16082675214928469,0.042060179973949188,0.061337673925337351,0.0236,0.0683,0.0543,0.2908,0.0325,0.0,0.1276,0.2065,0.0349,0.3466,0.5177,0.1515,0.7351,0.3277,0.5568,0.47637160670883494,0.65561980848279389,0.73515688603354112,-0.082602720451545528,0.67918248942293546,0.78759624226594394,0.34275698602243143,-0.030861854504991178,0.5880939352649418,0.46047795345051923,-0.07679401708602096,0.81632366558867142,0.055215849692492644,0.47130728860141258,-0.16361343754486396,0.13943791263402289,0.43360019844021674,0.61071313683027362,0.22080250894018538,0.51708101813551932,0.76604868720204899,0.13786214949103578,0.15847180590744178,0.34903478162316237,0.21262579162040807,0.84058073136123168,1.1421137385101128,0.031999547276998129,0.22318590794587312,1.3634605979873382,4.0
