year,state,Popular vote,Seat pct,Number of Districts,Standard deviation of vote among districts,Nagle area,Specific Asymmetry,Grofman King Asymmetry,Mean minus median,Efficiency gap,Lopsided Margins
1998,Alabama,0.5370589287702455,0.7142857142857143,7.0,0.18829948058867624,0.10185714285714272,0.2857142857142857,0.7142857142857143,0.04396889723724784,0.14016785674522325,0.08923232293797209
2000,Alabama,0.5403132800942602,0.5714285714285714,7.0,0.17495139968445478,0.07042857142857183,0.1428571428571428,0.5714285714285714,0.07807644822926052,-0.009197988759948927,-0.027606223845705852
2002,Alabama,0.536900505598683,0.7142857142857143,7.0,0.2040156240130611,0.11128571428571461,0.2857142857142857,0.5714285714285714,0.07868297816353875,0.14048470308834837,0.09116144803974927
2004,Alabama,0.558336529229457,0.7142857142857143,7.0,0.20723601803191447,0.13642857142857143,0.2857142857142857,0.7142857142857143,0.07328638012526156,0.09761265582680034,0.05922454246329076
2006,Alabama,0.5785752121713982,0.7142857142857143,7.0,0.17310120706606455,0.13557142857142887,0.2857142857142857,0.7142857142857143,0.10298458362135321,0.057135289942917944,-0.006181710000277979
2008,Alabama,0.5504817331764327,0.5714285714285714,7.0,0.1629070517823009,0.058142857142857475,0.0,0.42857142857142855,-0.00948669170373495,-0.029534894924293953,-0.07157540690725121
2010,Alabama,0.5798640853803783,0.8571428571428571,7.0,0.149283137641177,0.07357142857142868,0.1428571428571428,0.5714285714285714,0.014942421641951698,0.19741468638210058,0.09818498246809151
2012,Alabama,0.6111858422886246,0.8571428571428571,7.0,0.15907280632405627,0.1364285714285706,0.1428571428571428,0.8571428571428571,0.03903051270541236,0.1347711725656079,0.08165556683175906
2014,Alabama,0.6328688748838259,0.8571428571428571,7.0,0.16453971547346663,0.13671428571428473,-1.1102230246251565E-16,0.8571428571428571,0.04118577513554289,0.09140510737520524,0.06211935216521597
1972,Alaska,0.43762643997442374,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,-0.3752528799488475,0.0
1974,Alaska,0.5383701170755101,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.42325976584897984,0.0
1976,Alaska,0.7100139082058414,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.07997218358831715,0.0
1978,Alaska,0.5549856033293813,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.3900287933412374,0.0
1980,Alaska,0.7407847491412951,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.018430501717409786,0.0
1982,Alaska,0.7115067809301938,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.07698643813961237,0.0
1984,Alaska,0.5689511806606089,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.3620976386787822,0.0
1986,Alaska,0.5788902031253554,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.3422195937492891,0.0
1988,Alaska,0.6265456472495272,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.24690870550094557,0.0
1990,Alaska,0.5192101950912523,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.46157960981749535,0.0
1992,Alaska,0.5221050567855593,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.4557898864288814,0.0
1994,Alaska,0.6348756621266248,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.23024867574675034,0.0
1996,Alaska,0.6199385571650562,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.2601228856698876,0.0
1998,Alaska,0.6439412100982905,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.21211757980341894,0.0
