Year,ABBcode,YrStatAbbCD,Any Congregation,No Congregation,Evangel. Prot Congregation,Roman Catholic,Mainline Prot,"Other, inc LDS"
2012,CA45,2012CA45,47.65908558,52.34091442,10.66579276,28.96914119,11.49057614,1.533507051
2012,CA46,2012CA46,45.76341624,54.23658376,11.49057614,26.49207769,11.49057614,2.372854728
2012,CA47,2012CA47,45.76341624,54.23658376,11.49057614,26.49207769,9.046057721,2.372854728
2012,CA48,2012CA48,44.16176869,55.83823131,10.33548207,26.6691375,11.49057614,1.533507051
2012,CA49,2012CA49,37.07283963,62.92716037,11.10955266,16.19163681,10.61679179,1.533507051
2012,CA5,2012CA5,43.91727105,56.08272895,9.767025176,25.90529617,8.043090329,2.218167902
2012,CA50,2012CA50,42.69335914,57.30664086,9.194490875,26.43492345,10.26737413,2.218167902
2012,CA51,2012CA51,43.91727105,56.08272895,9.767025176,25.90529617,9.634321669,1.694159806
2012,CA52,2012CA52,43.91727105,56.08272895,9.767025176,25.90529617,9.767025176,2.218167902
2012,CA53,2012CA53,38.3117244,61.6882756,4.635994109,25.41285224,9.767025176,2.26461356
2012,CA6,2012CA6,38.13958403,61.86041597,9.089397193,20.9795859,10.49778438,2.335914371
2012,CA7,2012CA7,35.3077052,64.6922948,3.768837669,15.02517899,11.10955266,2.28280213
2012,CA8,2012CA8,33.74050088,66.25949912,8.172175722,15.32837484,11.86740737,2.309782565
2012,CA9,2012CA9,49.15183828,50.84816172,8.945672681,25.21860935,9.726274207,2.309782565
2012,CO1,2012CO1,32.63199929,67.36800071,8.866828719,16.10243137,10.85577815,2.095969776
2012,CO2,2012CO2,45.35088397,54.64911603,11.07909189,24.20647667,12.26888294,2.244593382
2012,CO3,2012CO3,38.283101,61.716899,14.31249269,14.47079967,10.58733339,4.729822819
2012,CO4,2012CO4,33.59421795,66.40578205,15.12262048,9.118792407,11.12595292,2.753818497
2012,CO5,2012CO5,33.67081005,66.32918995,13.68831616,10.81460808,15.13341556,2.916090808
2012,CO6,2012CO6,33.47553867,66.52446133,11.16241591,14.47157971,11.51584478,3.003377029
2012,CO7,2012CO7,48.7618747,51.2381253,5.325666995,30.72806639,10.58878487,2.312666343
2012,CT1,2012CT1,44.13690787,55.86309213,3.445539194,30.92124483,4.727848613,0.359310093
2012,CT2,2012CT2,49.66202316,50.33797684,3.896918969,35.64645478,4.294704299,0.408618022
2012,CT3,2012CT3,62.96968045,37.03031955,5.092042975,43.9446229,4.33680106,0.421803389
2012,CT4,2012CT4,50.86081605,49.13918395,4.281388524,34.40120733,4.517042038,0.423816926
2012,CT5,2012CT5,41.75329144,58.24670856,7.197076845,20.32799738,4.731481427,0.397031761
2012,DE0,2012DE0,48.69260127,51.30739873,29.51179988,5.181938907,7.197076845,0.538124183
2012,FL1,2012FL1,36.01569813,63.98430187,10.14923484,12.32327597,29.26333354,1.332324985
2012,FL10,2012FL10,39.31903866,60.68096134,17.29354489,11.03044343,20.50160799,1.225122056
2012,FL11,2012FL11,40.18949488,59.81050512,21.91614393,8.95008196,15.91258409,1.186121646
2012,FL12,2012FL12,41.33745468,58.66254532,14.5303171,17.54331615,13.7781966,1.110198903
2012,FL13,2012FL13,37.00960417,62.99039583,13.40862504,16.09955366,10.14923484,0.982972994
2012,FL14,2012FL14,37.71383885,62.28616115,13.60773014,15.32214113,14.77680719,0.766591942
2012,FL15,2012FL15,34.78760067,65.21239933,12.65898741,14.10456572,20.33930698,0.878800465
2012,FL16,2012FL16,38.93036229,61.06963771,11.36702404,20.24632108,13.46255986,0.916403993
2012,FL17,2012FL17,39.10279059,60.89720941,10.49501759,21.44514883,18.24186683,0.926001222
2012,FL18,2012FL18,36.65938703,63.34061297,11.41573793,15.94619402,10.81559257,0.873354545
2012,FL19,2012FL19,44.23881089,55.76118911,25.58306911,4.075568726,13.27942706,0.638550122
2012,FL2,2012FL2,37.20135095,62.79864905,12.36808372,16.97993617,25.41208525,0.617552811
2012,FL20,2012FL20,39.2232382,60.7767618,11.1974553,20.79961153,11.95491964,0.573568914
2012,FL21,2012FL21,36.66665985,63.33334015,11.62854691,15.96162767,11.89609543,0.663958079
2012,FL22,2012FL22,36.17537978,63.82462022,11.89671794,15.69969906,11.89609543,0.740339897
2012,FL23,2012FL23,38.84674723,61.15325277,17.00768809,12.82337233,11.61672479,0.479580111
2012,FL24,2012FL24,39.02264011,60.97735989,10.93917809,20.82807599,11.61672479,0.642042232
2012,FL25,2012FL25,46.63625995,53.36374005,23.90656347,10.28078003,11.63329577,0.446211275
2012,FL26,2012FL26,50.86940647,49.13059353,29.50943412,7.263348349,10.77903504,0.509532328
2012,FL27,2012FL27,29.24842529,70.75157471,14.1504987,8.49720044,10.88808641,0.45492286
2012,FL3,2012FL3,42.1142054,57.8857946,22.75127786,8.990998675,22.95989866,0.460726159
2012,FL4,2012FL4,36.83587555,63.16412445,15.29535303,13.3491742,30.46070663,0.460726159
2012,FL5,2012FL5,40.89556659,59.10443341,18.68137098,11.99853034,21.98904711,0.537966654
2012,FL6,2012FL6,34.05494488,65.94505512,13.56716636,10.68761182,15.49622554,0.537966654
2012,FL7,2012FL7,48.16425746,51.83574254,31.37656849,3.649662587,17.88401598,0.534769577
2012,FL8,2012FL8,48.9266865,51.0733135,30.69902325,4.222403345,16.80205324,0.592560882
2012,FL9,2012FL9,49.21464789,50.78535211,32.82070724,6.270283921,19.91386081,0.585955573
2012,GA1,2012GA1,50.11266356,49.88733644,27.22615626,4.479183801,28.84056055,1.203189572
2012,GA10,2012GA10,50.50535368,49.49464632,28.35721975,7.505875595,24.31037475,0.789455786
2012,GA11,2012GA11,52.26706671,47.73293329,33.02612377,2.32333327,25.80099856,0.90794012
2012,GA12,2012GA12,51.34917937,48.65082063,35.07299016,3.823972555,29.51881655,0.645154771
2012,GA13,2012GA13,46.79790129,53.20209871,21.0140429,8.771529297,26.64953104,0.583632228
2012,GA14,2012GA14,62.04424967,37.95575033,21.84417866,9.676330319,34.87595031,0.700310186
2012,GA2,2012GA2,55.28426704,44.71573296,25.02836,8.606030461,32.47163054,0.785557567
2012,GA3,2012GA3,44.01077921,55.98922079,24.60014381,7.395359077,34.62851168,0.950025546
2012,GA4,2012GA4,52.10763951,47.89236049,35.04210216,2.74289514,22.3251844,0.752485571
2012,GA5,2012GA5,52.63364328,47.36635672,35.23806779,9.871026539,22.30073433,0.767109359
2012,GA6,2012GA6,39.29471773,60.70528227,9.684150452,18.22437309,23.38834332,0.837266959
2012,GA7,2012GA7,43.20754805,56.79245195,9.474838276,18.46847218,24.4697359,1.039448373
2012,GA8,2012GA8,57.43214356,42.56785644,9.7377285,24.19392968,35.99668762,0.775387012
2012,GA9,2012GA9,45.21322175,54.78677825,11.87650599,13.98150296,34.07612035,0.583473729
2012,HI1,2012HI1,46.83873319,53.16126681,13.31130201,13.17596821,9.684150452,5.1143141
2012,HI2,2012HI2,60.82590769,39.17409231,13.59996194,15.48941979,9.576189387,5.136510228
2012,IA1,2012IA1,60.19537521,39.80462479,17.69771739,16.09845303,10.87561125,0.60416415
2012,IA2,2012IA2,42.19634192,57.80365808,17.6825036,7.924703437,11.68161718,0.957296514
2012,IA3,2012IA3,61.51590168,38.48409832,7.258533774,7.810844446,12.35786726,1.045676801
2012,IA4,2012IA4,59.621035,40.378965,8.334977645,37.48498222,17.91874953,0.624761184
2012,ID1,2012ID1,56.85885774,43.14114226,10.10763051,33.90010803,17.0592199,12.6567452
2012,ID2,2012ID2,46.47176544,53.52823456,10.21661795,25.67633246,8.817989409,35.44172687
2012,IL1,2012IL1,51.97349724,48.02650276,23.82023358,14.32824069,8.163484602,0.312981344
2012,IL10,2012IL10,60.06769631,39.93230369,10.10587067,36.670268,8.773550021,0.313564832
2012,IL11,2012IL11,50.17745238,49.82254762,9.544041224,27.72882039,8.862993189,0.327050817
2012,IL12,2012IL12,42.72889144,57.27110856,20.0859759,7.636434915,24.44530222,0.317786965
2012,IL13,2012IL13,52.01565518,47.98434482,14.57296507,23.10859874,19.98188681,0.332695257
2012,IL14,2012IL14,48.58566281,51.41433719,17.59677802,12.19271506,10.2132907,0.371078231
2012,IL15,2012IL15,49.66086673,50.33913327,20.01973874,11.87617605,24.31794276,0.317786965
2012,IL16,2012IL16,54.98024388,45.01975612,27.51173424,15.08769155,10.45095233,0.350271048
2012,IL17,2012IL17,59.38222087,40.61777913,8.308967628,37.37719877,17.04918784,0.317786965
2012,IL18,2012IL18,59.621035,40.378965,8.334977645,37.48498222,21.0898328,0.342379297
2012,IL2,2012IL2,59.621035,40.378965,8.334977645,37.48498222,8.28214453,0.346332821
2012,IL3,2012IL3,59.621035,40.378965,8.334977645,37.48498222,8.842509065,0.618520243
2012,IL4,2012IL4,68.45550391,31.54449609,11.93178925,39.91752148,8.334977645,0.588202157
2012,IL5,2012IL5,59.621035,40.378965,8.334977645,37.48498222,9.063552763,0.44929921
2012,IL6,2012IL6,55.64297779,44.35702221,10.10176603,33.18301611,9.314499502,0.531242326
2012,IL7,2012IL7,59.621035,40.378965,8.334977645,37.48498222,8.334977645,0.37369844
2012,IL8,2012IL8,51.36693044,48.63306956,18.25313823,19.51326446,9.124310308,0.582077513
2012,IL9,2012IL9,49.37023601,50.62976399,15.22625916,13.24717352,8.334977645,0.67508255
2012,IN1,2012IN1,45.90951257,54.09048743,24.10279712,10.98754279,17.44278098,0.364595143
2012,IN2,2012IN2,40.87084165,59.12915835,19.88733738,9.245623136,16.9324851,0.519233882
2012,IN3,2012IN3,42.13096242,57.86903758,18.72740412,10.0966678,24.74109366,0.484598476
2012,IN4,2012IN4,40.97767561,59.02232439,20.78709689,7.210640113,18.91452065,0.852087446
2012,IN5,2012IN5,42.41520579,57.58479421,15.86673795,11.06827261,17.66296043,0.620060178
2012,IN6,2012IN6,42.99977892,57.00022108,20.39054913,10.16895873,18.11022869,0.747195116
2012,IN7,2012IN7,43.58085574,56.41914426,18.29385251,12.5575515,15.86673795,0.557675342
2012,IN8,2012IN8,56.86224758,43.13775242,19.33792201,16.84653877,19.34834701,0.667061475
2012,IN9,2012IN9,43.67797054,56.32202946,15.24616693,11.8920816,22.43769836,0.888778576
2012,KS1,2012KS1,51.3956757,48.6043243,17.05316608,17.25419863,18.34094485,1.216775843
2012,KS2,2012KS2,50.98635225,49.01364775,20.95898078,13.79308643,15.87623074,1.347868091
2012,KS3,2012KS3,61.8645028,38.1354972,47.43562574,3.641378698,17.65202438,1.081730933
2012,KS4,2012KS4,53.83886083,46.16113917,36.61602307,9.375292619,20.50472836,1.194312638
2012,KY1,2012KY1,54.75660373,45.24339627,24.30845666,16.27589408,46.6826961,0.757132237
2012,KY2,2012KY2,47.7277605,52.2722395,25.42479145,13.71664591,37.46344461,0.89431084
2012,KY3,2012KY3,40.23487681,59.76512319,34.45159769,0.715686881,24.30845666,0.638243898
2012,KY4,2012KY4,50.69814517,49.30185483,32.9292969,5.210894086,25.52614287,0.715596518
2012,KY5,2012KY5,51.87101107,48.12898893,18.34132405,24.79561692,35.23121508,0.416889392
2012,KY6,2012KY6,55.07346126,44.92653874,10.94660931,32.15454346,29.43088278,0.937824472
2012,LA1,2012LA1,60.68250809,39.31749191,9.161395514,46.80520608,13.39957878,0.631036197
2012,LA2,2012LA2,60.86002345,39.13997655,39.53610846,5.645617771,16.11585339,0.652124453
2012,LA3,2012LA3,62.55066062,37.44933938,40.77054106,11.61087449,14.94907205,0.405988146
2012,LA4,2012LA4,60.3596236,39.6403764,25.90093316,21.16797344,35.52669498,0.764826022
2012,LA5,2012LA5,71.50801199,28.49198801,16.43508901,45.3819792,35.01688576,0.692636506
2012,LA6,2012LA6,50.29363481,49.70636519,3.36137306,37.90564962,19.99790541,0.65881224
2012,MA1,2012MA1,51.21053375,48.78946625,2.321172822,39.75736822,4.003973592,0.367964021
2012,MA2,2012MA2,55.86597049,44.13402951,4.154990346,43.31245815,3.398117968,0.304576885
2012,MA3,2012MA3,56.80620333,43.19379667,3.812284287,44.79494783,3.274636462,0.450604901
2012,MA4,2012MA4,59.51876361,40.48123639,2.85242699,49.50649183,3.038779627,0.371368215
2012,MA5,2012MA5,59.71758093,40.28241907,2.834526122,46.88630655,4.211551563,0.486496498
2012,MA6,2012MA6,57.94990941,42.05009059,2.802256057,46.35459486,2.768844346,0.487391396
2012,MA7,2012MA7,61.45152925,38.54847075,3.170939403,47.60097433,3.492971928,0.452285565
2012,MA8,2012MA8,61.35117157,38.64882843,5.635492481,46.54994136,3.768723238,0.297158095
2012,MA9,2012MA9,58.11434659,41.88565341,3.334299659,46.24806416,2.929929172,0.261938297
2012,MD1,2012MD1,37.91705282,62.08294718,10.32421296,12.58400976,9.054113665,0.461645106
2012,MD2,2012MD2,41.47298761,58.52701239,9.11648427,17.42183106,10.11385434,0.4975242
2012,MD3,2012MD3,41.83830326,58.16169674,9.982360225,16.56500369,10.33756937,0.715870992
2012,MD4,2012MD4,43.18752468,56.81247532,16.78886496,10.87159589,15.97486503,0.738860704
2012,MD5,2012MD5,44.13736571,55.86263429,14.91848769,17.62817817,14.72516745,0.75744395
2012,MD6,2012MD6,41.42259042,58.57740958,11.0969693,13.69474649,11.30139336,1.19757768
2012,MD7,2012MD7,44.89829137,55.10170863,12.23193062,14.87040179,10.75878172,0.397122134
2012,MD8,2012MD8,40.07596404,59.92403596,11.57564554,12.37252526,10.16850592,1.207101092
2012,ME1,2012ME1,28.97299639,71.02700361,4.028819002,15.41592991,4.072675883,0.74840733
2012,ME2,2012ME2,26.27191387,73.72808613,4.867611649,13.19219877,4.857243234,0.931668626
2012,MI1,2012MI1,44.08269918,55.91730082,11.07944215,21.6525154,10.46575116,0.473109111
2012,MI10,2012MI10,40.66597684,59.33402316,9.774863268,24.49818702,9.99634076,0.407336483
2012,MI11,2012MI11,45.55937935,54.44062065,10.99463398,18.73202748,11.24105426,0.523569264
2012,MI12,2012MI12,45.26312228,54.73687772,9.890770067,28.00465519,9.666870634,0.550427712
2012,MI13,2012MI13,43.31066295,56.68933705,10.10582319,16.32899114,10.10582319,0.399882105
2012,MI14,2012MI14,43.31066295,56.68933705,10.10582319,16.32899114,11.24105426,0.498872103
2012,MI2,2012MI2,39.81547666,60.18452334,10.44987004,15.87093991,20.04413207,0.623845577
2012,MI3,2012MI3,40.6112708,59.3887292,17.69320167,9.89704459,19.50803512,0.440505605
2012,MI4,2012MI4,50.12480721,49.87519279,21.03394714,17.79776721,13.69079529,0.293930526
2012,MI5,2012MI5,37.18398203,62.81601797,13.46979248,13.75568369,15.3936565,0.247570444
2012,MI6,2012MI6,42.09633676,57.90366324,15.40796826,13.82417957,14.46856146,0.329777641
2012,MI7,2012MI7,37.54648409,62.45351591,14.84342396,10.84387205,12.20627881,0.393465335
2012,MI8,2012MI8,32.59660349,67.40339651,13.49365768,10.27613033,12.49501269,0.30709926
2012,MI9,2012MI9,40.41505067,59.58494933,11.23245485,18.79664867,11.16843012,0.329777641
2012,MN1,2012MN1,50.5317866,49.4682134,12.95999042,24.04567011,16.83040699,0.626653389
2012,MN2,2012MN2,69.84969674,30.15030326,18.36433168,22.94087161,12.89659555,0.638425492
2012,MN3,2012MN3,54.24885673,45.75114327,12.60459891,24.91097994,14.29495189,0.568502666
2012,MN4,2012MN4,53.91561426,46.08438574,14.15183217,19.04827491,9.549182084,0.774127717
2012,MN5,2012MN5,51.74723561,48.25276439,9.196629832,25.09115383,12.74857436,0.609766812
2012,MN6,2012MN6,53.90973015,46.09026985,14.12022524,19.06529046,13.8108373,0.586254182
2012,MN7,2012MN7,51.2331554,48.7668446,13.45241219,24.80848736,16.91529511,0.420413756
2012,MN8,2012MN8,68.92385627,31.07614373,18.54012731,19.34076728,12.08210196,0.691349972
2012,MO1,2012MO1,48.0826186,51.9173814,12.18206801,17.41179713,14.88930763,0.603831752
2012,MO2,2012MO2,50.24665825,49.75334175,14.80639305,21.09089404,17.46767779,0.707273985
2012,MO3,2012MO3,50.11505063,49.88494937,17.66941732,22.44749043,20.96445797,0.750467737
2012,MO4,2012MO4,44.87962066,55.12037934,15.53965465,18.15550953,29.32288561,1.242155027
2012,MO5,2012MO5,49.97287992,50.02712008,32.10352368,6.654925053,24.24037888,1.816371722
