,State,cycle,alpha,beta
116,MS,1980,13.681078676690506,7.2011608946945573
117,MS,1990,14.273687630524678,11.012244527924581
118,MS,2000,56.26381621824725,54.403884827413513
119,MS,2010,190.47793318677995,258.43105756699174
120,MO,1970,56.651615003832724,37.53923866012115
121,MO,1980,392.76554442768298,323.05386525807404
122,MO,1990,298.00455507321129,270.2888976628048
123,MO,2000,146.78507096840266,170.4429699209559
124,MO,2010,125.72066378325498,186.63305961226681
125,MT,1970,77.132692904972046,61.567358217665785
126,MT,1980,344.6066874618852,314.06778163047767
127,MT,1990,84.350732797488064,88.940833704775969
128,MT,2000,106.81416375041758,195.40738402036345
129,MT,2010,512.45481997222851,682.98991630572209
130,NE,1970,15.397608634694921,27.164932925011591
131,NE,1980,12.625845946074852,23.4154759906741
132,NE,1990,21.663410221673022,45.747450304145453
133,NE,2000,22.403310637663441,43.456897417046804
134,NE,2010,6586.827486458139,11908.408126716486
135,NV,1970,6.1245316790206177,2.82904445444973
136,NV,1980,69.064702166655138,74.840481128227367
137,NV,1990,30.713376523916455,40.316403850488996
138,NV,2000,21.967021976436794,24.878054166957249
139,NV,2010,39.713229275483791,44.72890141889615
140,NH,1970,12.879035165710102,15.851737534853877
141,NH,1980,22.496688558395931,33.817363415689087
142,NH,1990,29.376441466502982,36.181741241649974
143,NH,2000,20.983589801558903,23.991993102418608
144,NH,2010,8334.0139087926455,7758.0812676480728
145,NJ,1970,54.065449555207472,45.756137045611361
146,NJ,1980,75.330973372206628,72.767998143958877
147,NJ,1990,124.53830536645336,129.64612709191499
148,NJ,2000,180.077370216042,160.62709881251882
149,NJ,2010,239.72846007869421,207.42416026298096
150,NM,1970,86.027940010879135,84.052760675583883
151,NM,1980,48.276969942241095,53.209162258508073
152,NM,1990,69.5221869102581,73.875568015913032
153,NM,2000,148.80480041870294,125.27029036519558
154,NM,2010,561.09354626268669,464.26215021111352
155,NY,1970,88.737131023897362,75.072534487723502
156,NY,1980,1001.624970143032,883.01152623798089
157,NY,1990,216.02310752390215,184.255117984073
158,NY,2000,55.321974629224677,35.16816367898722
159,NY,2010,510.90285589988451,304.58527393152923
160,NC,1970,76.226564598211823,57.638012047726974
161,NC,1980,358.16289606773466,303.06946415430639
162,NC,1990,105.78585571797802,120.54969785021618
163,NC,2000,87.040727090292052,88.221602185249367
164,NC,2010,199.29597578555672,215.03130484619913
165,ND,1970,6.3177202143910671,9.7423144100484649
166,ND,1980,53.004141325151402,19.826433750184638
167,ND,1990,273.41731203558635,213.33002193739731
168,ND,2000,20.124667563204781,15.21869046645118
169,ND,2010,8.8586488070434015,15.369906216653494
170,OH,1970,255.8400184028755,284.31981722086954
171,OH,1980,230.60263778984643,219.57564755614993
172,OH,1990,202.58431124999845,227.25110292772271
173,OH,2000,66.547867280630186,72.066748174173199
174,OH,2010,77.237999033938593,98.821637841465744
175,OK,1970,193.20537043305376,116.69696432344479
176,OK,1980,346.84334484903786,225.32032628945424
177,OK,1990,11.302613563320165,14.410204423979749
178,OK,2000,118.96224822856263,173.52826093307496
179,OK,2010,197.41862294823147,454.00975506949067
180,OR,1970,33.144845710225191,21.837959561431678
181,OR,1980,183.12283490267714,133.3389835639727
182,OR,1990,537.36873354678687,394.47662710154657
183,OR,2000,357.06660466858756,281.96158751345496
184,OR,2010,850.02335139653792,644.31193721401814
185,PA,1970,109.24641017455852,98.85931929638943
186,PA,1980,225.67452308729179,210.95485468039396
187,PA,1990,672.90515381556122,658.78204861358324
188,PA,2000,103.05140308557388,98.31435090308004
189,PA,2010,396.41772159911153,416.40467675289688
190,RI,1970,18.426689393812048,10.208716234909275
191,RI,1980,21.347983102970758,24.419946317160239
192,RI,1990,15.830067603642684,8.3510703869130598
193,RI,2000,45.096751161843223,20.053556984561574
194,RI,2010,149.63324216996551,92.792985562795408
195,SC,1970,189.19951714690322,144.55069796227818
196,SC,1980,71.140418933177841,60.605175593285601
197,SC,1990,94.885320100046613,109.72109556457926
198,SC,2000,145.34674606529177,177.98160998877557
199,SC,2010,687.17281577032782,988.45253040418254
200,SD,1970,6.7330577421471451,8.7239494433614837
201,SD,1980,21.550598426332215,13.502944404998779
202,SD,1990,1.9462701830683085,2.4106317358206524
203,SD,2000,11.044228494567317,8.239203590737894
204,SD,2010,39.108995969627145,65.724133765221893
205,TN,1970,112.94011969476281,100.52441416980406
206,TN,1980,204.15512821511018,167.81647464497266
207,TN,1990,207.47621536360978,216.88365731542748
208,TN,2000,30.00242158746742,34.473036674045289
209,TN,2010,187.72906947480283,330.58268529976215
210,TX,1970,74.445951001847007,49.944169255154073
211,TX,1980,197.04604371031843,176.1944793800871
212,TX,1990,286.31597406105811,330.15749651305612
213,TX,2000,104.35481373368839,135.68097047822775
214,TX,2010,996.92521479334823,1368.2064431420738
215,UT,1970,19.314749811718869,19.319772729030916
216,UT,1980,18.717978986343155,23.967584981460114
217,UT,1990,119.43612166709181,152.64671987917228
218,UT,2000,72.624234449604643,102.81099001575224
219,UT,2010,2490.4514156092441,4901.0611154236449
220,VT,1970,10.659899079520583,21.781159563633544
221,VT,1980,3.9684194078808979,6.8230504073443035
222,VT,1990,13.779639417679187,6.9542326923934663
223,VT,2000,25.934229464795425,13.432923268567325
224,VT,2010,87.675026241108554,34.459319384968033
225,VA,1970,209.03770108326458,180.37645162570695
226,VA,1980,2389.6856685133471,2134.9956391003443
227,VA,1990,190.53959262471258,173.01167338862305
228,VA,2000,381.55621386273577,421.6423117789588
229,VA,2010,199.56270839156957,240.06819058083596
230,WA,1970,38.370312412450836,28.477013911981633
231,WA,1980,211.40676846556099,172.63500537924844
232,WA,1990,144.98413392560434,126.67656605704441
233,WA,2000,92.382086607872537,69.376200910104444
234,WA,2010,2506.7825049078183,2117.210157590036
235,WV,1970,101.45022079938863,59.179989709590927
236,WV,1980,104.052257830106,59.72739081072028
237,WV,1990,83.485656712439962,41.717335650332437
238,WV,2000,42.215832119822934,35.241941223219627
239,WV,2010,39.445466358852322,62.113222227971484
240,WI,1970,92.677286780881303,73.647161345342113
241,WI,1980,495.25147864866778,523.99426604590838
242,WI,1990,113.39598599068134,127.56765380284293
243,WI,2000,106.93906579334778,114.12017501907015
244,WI,2010,264.35300842407992,283.0031800535092
245,WY,1970,10.094236230042274,11.324298713844481
246,WY,1980,12.06642445066595,25.273648512318637
247,WY,1990,31.173801872784296,48.068668145363333
248,WY,2000,11.099127813801143,16.524826327021213
249,WY,2010,31.801892416130183,82.676348458644384
