1	41,158	0,1,	R+10	6189	15659	0.0	0.0	0.0	0.0	1.0	41,158	0.21551347963694117	1.8003287262872784E11	527896.5061941806	3616124.1444030693	0.4011878532426478	0.5988121467573523	12,564	18,753	0.433742907	0.566257093	11,597	15,140
2	39,153	0,1,	R+15	9606	15670	0.0	0.0	0.0	0.0	1.0	39,153	0.31741427253735843	1.0110435764942421E11	1814384.8371934155	248387.48805010255	0.3467453733248245	0.6532546266751755	10,867	20,473	0.388925718	0.611074282	9,769	15,350
3	38,125	0,1,	R+12	8248	17273	0.0	0.0	0.0	0.0	1.0	38,125	0.2778808757332102	5.756733497375016E10	1407246.8682116068	274977.8977063364	0.38062293753256526	0.6193770624674347	13,149	21,397	0.348789448	0.651210552	8,289	15,475
4	41,331	0,1,	R+9	5174	14333	0.0	0.0	0.0	0.0	1.0	41,331	0.14478124257559213	5.855913633634383E9	712928.7252962658	0.0	0.4097537152026791	0.5902462847973209	11,746	16,920	0.413472670	0.586527330	9,566	13,570
5	37,987	0,1,	R+14	8765	16041	0.0	0.0	0.0	0.0	1.0	37,987	0.3103099586513991	7.231788815938042E10	1711314.9444420387	0.0	0.36339266232349365	0.6366073376765063	11,658	20,423	0.370993578	0.629006422	9,350	15,853
6	40,310	0,1,	R+23	12359	13400	0.0	0.0	0.0	0.0	1.0	40,310	0.25242579305762686	2.5532163014981723E11	3565183.366382783	0.0	0.26941303779991793	0.7305869622000821	7,220	19,579	0.293486497	0.706513503	6,519	15,694
7	43,859	1,0,	D+1	660	12599	0.0	0.0	1.0	0.0	0.0	43,859	0.20835292606485464	2.204232033167205E9	364614.3732970608	0.0	0.5130962774823399	0.4869037225176601	12,929	12,269	0.476201302	0.523798698	10,012	11,013
8	35,232	1,0,	D+35	7530	5418	1.0	0.0	0.0	0.0	0.0	35,232	0.40099896436757543	9.766197158486006E8	174942.7907497051	0.0	0.847452934662237	0.15254706533776302	9,183	1,653	0.811748069	0.188251931	5,357	1,242
9	39,405	1,0,	D+21	7252	8600	1.0	0.0	0.0	0.0	0.0	39,405	0.23360880535884537	1.4736403357232227E9	281550.35411878576	0.0	0.7108139534883721	0.2891860465116279	12,226	4,974	0.663301157	0.336698843	8,319	4,223
10	36,653	1,0,	D+42	17167	10122	1.0	0.0	0.0	1.0	-1.0	36,653	0.2280351696796549	1.6717367911214762E9	303520.45576793334	0.0	0.9240231191028998	0.07597688089710024	18,705	1,538	0.924009546	0.075990454	17,863	1,469
11	34,803	1,0,	D+43	16963	9851	1.0	0.0	0.0	1.0	-1.0	34,803	0.25315918024103723	1.575806215899454E9	279678.76698092016	0.0	0.9305111415664179	0.06948885843358205	18,332	1,369	0.931382851	0.068617149	17,345	1,278
12	38,499	1,0,	D+27	12440	11372	1.0	0.0	0.0	0.0	0.0	38,499	0.22515358057501386	3.6431344882894263E9	450923.74471368367	0.0	0.7734787196623285	0.22652128033767147	17,592	5,152	0.756241057	0.243758943	15,145	4,882
13	41,866	1,0,	D+12	6721	13797	1.0	0.0	0.0	0.0	0.0	41,866	0.1314643615614106	1.9536685796494312E9	432141.88265556114	0.0	0.621788134671837	0.3782118653281629	17,157	10,436	0.548558855	0.451441145	13,250	10,904
14	42,383	0,1,	R+11	6422	14535	0.0	0.0	0.0	0.0	1.0	42,383	0.20413273881046543	5.219033265895407E9	566817.9999415678	0.0	0.3895424836601307	0.6104575163398693	11,324	17,746	0.363779770	0.636220230	9,564	16,727
15	42,474	0,1,	R+22	8333	9634	0.0	0.0	0.0	0.0	1.0	42,474	0.386023099416189	1.5879895092988224E9	227364.20870931263	0.0	0.2837494161000675	0.7162505838999326	5,467	13,800	0.463429450	0.536570550	9,120	10,559
16	38,203	1,0,	D+38	14137	9301	1.0	0.0	0.0	0.0	0.0	38,203	0.26830401204949733	1.106487457246768E9	227648.39682397424	0.0	0.8800064512660609	0.11999354873393904	16,369	2,232	0.887325561	0.112674439	13,767	1,748
17	36,653	1,0,	D+42	19132	11402	1.0	0.0	0.0	0.0	0.0	36,653	0.30193645090340854	1.2649887138050747E9	229451.27984567982	0.0	0.9194878091562884	0.08051219084371163	20,968	1,836	0.916929873	0.083070127	19,869	1,800
18	32,813	1,0,	D+39	13013	8373	1.0	0.0	0.0	0.0	0.0	32,813	0.26372062585745354	1.1469200544529278E9	233775.7486521782	0.0	0.8885637503732458	0.11143624962675426	14,879	1,866	0.877573536	0.122426464	13,615	1,899
19	48,273	1,0,	D+26	15550	15033	1.0	0.0	0.0	0.0	0.0	48,273	0.13970036350742085	1.4255043668414068E9	252987.76241297252	140134.38941490254	0.7585977516131178	0.24140224838688218	22,808	7,258	0.687775176	0.312224824	15,633	7,097
20	42,554	1,0,	D+7	3554	12979	0.0	1.0	0.0	0.0	0.0	42,554	0.3471893339710685	3.3598833088685613E9	299500.7096933982	65633.19952654286	0.568456737807227	0.43154326219277295	14,756	11,202	0.562949678	0.437050322	12,376	9,608
21	41,141	0,1,	R+8	4845	14400	0.0	0.0	0.0	0.0	1.0	41,141	0.5532506698255713	6.97357431041701E9	309644.9563469449	117792.79813095438	0.4158824959199972	0.5841175040800027	11,977	16,822	0.397162974	0.602837026	9,180	13,934
22	41,440	1,0,	D+21	12730	15234	1.0	0.0	0.0	0.0	0.0	41,440	0.25815900749850207	3.658186515158415E9	343332.5035060629	104866.36680440069	0.7089077064461073	0.2910922935538926	21,599	8,869	0.581877280	0.418122720	15,637	11,236
