1	41,158	0,1,	R+7	3542	13327	0.0	0.0	0.0	1.0	0.0	41,158	0.21551347963694117	1.8003287262872784E11	527896.5061941806	3616124.1444030693	0.43355593907105877	0.5664440609289413	11,556	15,098	0.433742907	0.566257093	11,597	15,140
2	39,153	0,1,	R+11	5578	12531	0.0	0.0	0.0	0.0	1.0	39,153	0.31741427253735843	1.0110435764942421E11	1814384.8371934155	248387.48805010255	0.3887159843587902	0.6112840156412098	9,742	15,320	0.388925718	0.611074282	9,769	15,350
3	38,125	0,1,	R+15	7192	11846	0.0	0.0	0.0	0.0	1.0	38,125	0.2778808757332102	5.756733497375016E10	1407246.8682116068	274977.8977063364	0.348218808036468	0.651781191963532	8,250	15,442	0.348789448	0.651210552	8,289	15,475
4	41,331	0,1,	R+9	4001	11554	0.0	0.0	0.0	0.0	1.0	41,331	0.14478124257559213	5.855913633634383E9	712928.7252962658	0.0	0.4134245033972389	0.5865754966027611	9,553	13,554	0.413472670	0.586527330	9,566	13,570
5	37,987	0,1,	R+13	6493	12570	0.0	0.0	0.0	0.0	1.0	37,987	0.3103099586513991	7.231788815938042E10	1711314.9444420387	0.0	0.3708580293567763	0.6291419706432236	9,323	15,816	0.370993578	0.629006422	9,350	15,853
6	40,310	0,1,	R+21	9168	11063	0.0	0.0	0.0	0.0	1.0	40,310	0.25242579305762686	2.5532163014981723E11	3565183.366382783	0.0	0.29282292325770587	0.7071770767422941	6,479	15,647	0.293486497	0.706513503	6,519	15,694
7	43,859	0,1,	R+2	999	10499	0.0	0.0	1.0	0.0	0.0	43,859	0.20835292606485464	2.204232033167205E9	364614.3732970608	0.0	0.4762108872696099	0.5237891127303901	9,999	10,998	0.476201302	0.523798698	10,012	11,013
8	35,232	1,0,	D+31	4116	3291	1.0	0.0	0.0	0.0	0.0	35,232	0.40099896436757543	9.766197158486006E8	174942.7907497051	0.0	0.8126709206927986	0.18732907930720147	5,349	1,233	0.811748069	0.188251931	5,357	1,242
9	39,405	1,0,	D+16	4101	6257	1.0	0.0	0.0	0.0	0.0	39,405	0.23360880535884537	1.4736403357232227E9	281550.35411878576	0.0	0.663869575641333	0.33613042435866697	8,307	4,206	0.663301157	0.336698843	8,319	4,223
10	36,653	1,0,	D+42	16395	9652	1.0	0.0	0.0	1.0	-1.0	36,653	0.2280351696796549	1.6717367911214762E9	303520.45576793334	0.0	0.9246749209967362	0.07532507900326374	17,849	1,454	0.924009546	0.075990454	17,863	1,469
