1	41,158	0,1,	R+8	3980	11986	0.0	0.0	0.0	0.0	1.0	41,158	0.21551347963694117	1.8003287262872784E11	527896.5061941806	3616124.1444030693	0.41698648423160356	0.5830135157683964	9,996	13,976
2	39,153	0,1,	R+12	5226	11059	0.0	0.0	0.0	0.0	1.0	39,153	0.31741427253735843	1.0110435764942421E11	1814384.8371934155	248387.48805010255	0.38186092775115293	0.6181390722488471	8,446	13,672
3	38,125	0,1,	R+15	7104	11791	0.0	0.0	0.0	0.0	1.0	38,125	0.2778808757332102	5.756733497375016E10	1407246.8682116068	274977.8977063364	0.34937664320244255	0.6506233567975575	8,239	15,343
4	41,331	0,1,	R+10	4263	10423	0.0	0.0	0.0	0.0	1.0	41,331	0.14478124257559213	5.855913633634383E9	712928.7252962658	0.0	0.3977452626529144	0.6022547373470857	8,291	12,554
5	37,987	0,1,	R+9	3887	10776	0.0	0.0	0.0	0.0	1.0	37,987	0.3103099586513991	7.231788815938042E10	1711314.9444420387	0.0	0.40981856990394877	0.5901814300960512	8,832	12,719
6	40,310	0,1,	R+9	3380	9392	0.0	0.0	0.0	0.0	1.0	40,310	0.25242579305762686	2.5532163014981723E11	3565183.366382783	0.0	0.4100298126064736	0.5899701873935264	7,702	11,082
7	43,859	1,0,	D+8	3137	10201	0.0	1.0	0.0	0.0	0.0	43,859	0.20835292606485464	2.204232033167205E9	364614.3732970608	0.0	0.5768834861036224	0.4231165138963776	11,769	8,632
8	35,232	1,0,	D+29	3094	2705	1.0	0.0	0.0	0.0	0.0	35,232	0.40099896436757543	9.766197158486006E8	174942.7907497051	0.0	0.7859519408502773	0.21404805914972275	4,252	1,158
9	39,405	1,0,	D+10	2179	5697	1.0	0.0	0.0	0.0	0.0	39,405	0.23360880535884537	1.4736403357232227E9	281550.35411878576	0.0	0.5956288949354867	0.4043711050645133	6,786	4,607
10	36,653	1,0,	D+41	13600	8309	1.0	0.0	0.0	0.0	0.0	36,653	0.2280351696796549	1.6717367911214762E9	303520.45576793334	0.0	0.9091948489589602	0.09080515104103984	15,109	1,509
11	34,803	1,0,	D+41	12912	7926	1.0	0.0	0.0	0.0	0.0	34,803	0.25315918024103723	1.575806215899454E9	279678.76698092016	0.0	0.9072672218016654	0.0927327781983346	14,382	1,470
12	38,499	1,0,	D+23	8503	9158	1.0	0.0	0.0	0.0	0.0	38,499	0.22515358057501386	3.6431344882894263E9	450923.74471368367	0.0	0.7321321321321321	0.26786786786786787	13,409	4,906
13	41,866	1,0,	D+47	13284	7130	1.0	0.0	1.0	0.0	-1.0	41,866	0.1314643615614106	1.9536685796494312E9	432141.88265556114	0.0	0.9657784011220196	0.03422159887798037	13,772	488
14	42,383	0,1,	R+43	14731	8538	-1.0	1.0	0.0	0.0	1.0	42,383	0.20413273881046543	5.219033265895407E9	566817.9999415678	0.0	0.06863836017569547	0.9313616398243045	1,172	15,903
15	42,474	0,1,	R+0	28	9195	0.0	0.0	1.0	0.0	0.0	42,474	0.386023099416189	1.5879895092988224E9	227364.20870931263	0.0	0.49923871669385533	0.5007612833061447	9,181	9,209
16	38,203	1,0,	D+38	9978	6603	1.0	0.0	0.0	0.0	0.0	38,203	0.26830401204949733	1.106487457246768E9	227648.39682397424	0.0	0.8777828259881872	0.12221717401181281	11,592	1,614
17	36,653	1,0,	D+40	14931	9450	1.0	0.0	0.0	0.0	0.0	36,653	0.30193645090340854	1.2649887138050747E9	229451.27984567982	0.0	0.8950209005767501	0.10497909942324991	16,915	1,984
